x	y	part
573483	79283	VS
573483	79323	VS
573468	79355	VS
573458	79448	VS
573418	79515	VS
573420	79553	VS
573403	79625	VS
573373	79703	VS
573328	79778	VS
573300	79838	VS
573283	79898	VS
573208	80028	VS
573153	80065	VS
573123	80098	VS
573115	80123	VS
573113	80163	VS
573120	80198	VS
573193	80370	VS
573225	80420	VS
573258	80458	VS
573343	80535	VS
573290	80558	VS
573235	80620	VS
573193	80710	VS
573053	80843	VS
572923	80978	VS
572858	81065	VS
572730	81125	VS
572708	81153	VS
572683	81193	VS
572620	81270	VS
572555	81345	VS
572520	81358	VS
572443	81400	VS
572403	81413	VS
572335	81420	VS
572288	81433	VS
572213	81533	VS
572163	81573	VS
572130	81633	VS
572105	81663	VS
572085	81698	VS
572095	81798	VS
572073	81873	VS
572045	81925	VS
571995	81995	VS
571970	82018	VS
571935	82073	VS
571898	82115	VS
571888	82143	VS
571885	82178	VS
571890	82210	VS
571870	82288	VS
571878	82368	VS
571900	82508	VS
571900	82560	VS
571895	82690	VS
571758	82663	VS
571693	82668	VS
571598	82718	VS
571505	82780	VS
571438	82850	VS
571378	82908	VS
571363	82940	VS
571363	82970	VS
571383	83003	VS
571268	83028	VS
571225	83105	VS
571003	83210	VS
570935	83250	VS
570925	83328	VS
570923	83420	VS
570928	83458	VS
570938	83485	VS
570920	83535	VS
570943	83678	VS
570940	83715	VS
570920	83750	VS
570915	83793	VS
570913	83880	VS
570923	83983	VS
570948	84078	VS
570960	84153	VS
570950	84238	VS
570955	84273	VS
570848	84385	VS
570848	84448	VS
570745	84548	VS
570705	84618	VS
570705	84655	VS
570678	84710	VS
570660	84725	VS
570590	84723	VS
570543	84738	VS
570490	84740	VS
570470	84750	VS
570425	84785	VS
570395	84788	VS
570345	84798	VS
570245	84858	VS
570113	84940	VS
570103	84960	VS
570043	85028	VS
570010	85053	VS
569933	85148	VS
569900	85180	VS
569873	85200	VS
569845	85235	VS
569820	85278	VS
569778	85340	VS
569693	85423	VS
569675	85453	VS
569650	85563	VS
569635	85590	VS
569613	85615	VS
569553	85675	VS
569518	85685	VS
569468	85720	VS
569430	85735	VS
569395	85763	VS
569383	85783	VS
569335	85933	VS
569335	85965	VS
569330	86000	VS
569328	86033	VS
569335	86068	VS
569343	86165	VS
569320	86213	VS
569295	86280	VS
569253	86443	VS
569255	86520	VS
569243	86570	VS
569183	86708	VS
569170	86763	VS
569143	86798	VS
569110	86793	VS
569083	86800	VS
569025	86888	VS
568995	86918	VS
568945	87010	VS
568935	87070	VS
568923	87118	VS
568893	87155	VS
568878	87218	VS
568783	87370	VS
568760	87453	VS
568743	87488	VS
568745	87508	VS
568758	87540	VS
568765	87580	VS
568813	87655	VS
568830	87730	VS
568838	87798	VS
568835	88053	VS
568840	88093	VS
568880	88108	VS
568910	88145	VS
568953	88253	VS
568950	88293	VS
568980	88510	VS
568908	88570	VS
568913	88638	VS
568900	88670	VS
568915	88715	VS
568913	88735	VS
568910	88865	VS
568883	88920	VS
568845	89065	VS
568850	89143	VS
568880	89275	VS
568873	89340	VS
568848	89373	VS
568813	89405	VS
568763	89443	VS
568710	89473	VS
568625	89498	VS
568460	89528	VS
568340	89565	VS
568213	89625	VS
568165	89638	VS
568108	89640	VS
567985	89668	VS
567850	89685	VS
567813	89678	VS
567778	89678	VS
567740	89725	VS
567725	89750	VS
567693	89768	VS
567663	89755	VS
567635	89765	VS
567608	89798	VS
567535	89953	VS
567500	89960	VS
567383	89950	VS
567340	89960	VS
567365	90000	VS
567368	90023	VS
567355	90048	VS
567280	90130	VS
567210	90168	VS
567183	90198	VS
567145	90258	VS
567103	90345	VS
567005	90448	VS
566970	90490	VS
566928	90588	VS
566845	90730	VS
566830	90785	VS
566820	90848	VS
566790	90868	VS
566740	90873	VS
566693	90888	VS
566658	90918	VS
566670	90963	VS
566700	91125	VS
566715	91168	VS
566733	91193	VS
566778	91220	VS
566785	91253	VS
566793	91365	VS
566815	91385	VS
566898	91435	VS
566948	91460	VS
566980	91465	VS
567023	91478	VS
567120	91563	VS
567158	91588	VS
567190	91588	VS
567248	91595	VS
567365	91625	VS
567500	91670	VS
567505	91670	VS
567580	91725	VS
567625	91728	VS
567650	91735	VS
567670	91765	VS
567720	91800	VS
567753	91888	VS
567775	91923	VS
567818	92015	VS
567818	92048	VS
567800	92083	VS
567743	92160	VS
567728	92195	VS
567673	92255	VS
567618	92298	VS
567548	92360	VS
567530	92400	VS
567515	92465	VS
567515	92500	VS
567535	92573	VS
567500	92590	VS
567438	92605	VS
567313	92758	VS
567293	92798	VS
567233	92890	VS
567208	92908	VS
567123	92898	VS
566998	92920	VS
566958	92940	VS
566928	93040	VS
566923	93080	VS
566923	93130	VS
566910	93180	VS
566918	93223	VS
566940	93318	VS
566975	93410	VS
566930	93508	VS
566863	93613	VS
566835	93765	VS
566860	93803	VS
566893	93835	VS
566850	93853	VS
566843	93900	VS
566840	93983	VS
566833	94063	VS
566768	94138	VS
566735	94168	VS
566668	94235	VS
566585	94268	VS
566540	94303	VS
566513	94343	VS
566485	94410	VS
566455	94460	VS
566458	94500	VS
566405	94503	VS
566350	94438	VS
566195	94303	VS
566075	94243	VS
565980	94283	VS
565768	94333	VS
565640	94395	VS
565603	94438	VS
565560	94475	VS
565490	94563	VS
565468	94605	VS
565408	94615	VS
565373	94638	VS
565348	94665	VS
565308	94680	VS
565253	94720	VS
565223	94723	VS
565195	94745	VS
565173	94770	VS
565128	94785	VS
565105	94768	VS
565073	94753	VS
565050	94750	VS
565008	94815	VS
564975	94828	VS
564898	94825	VS
564875	94855	VS
564835	94925	VS
564828	94960	VS
564825	95003	VS
564830	95050	VS
564845	95103	VS
564883	95210	VS
564840	95230	VS
564808	95253	VS
564783	95285	VS
564778	95315	VS
564788	95340	VS
564788	95373	VS
564778	95403	VS
564743	95470	VS
564740	95580	VS
564723	95635	VS
564740	95663	VS
564750	95698	VS
564748	95758	VS
564728	95830	VS
564680	95943	VS
564675	96038	VS
564660	96085	VS
564620	96160	VS
564568	96248	VS
564545	96318	VS
564548	96368	VS
564570	96510	VS
564588	96548	VS
564513	96640	VS
564480	96663	VS
564360	96713	VS
564315	96745	VS
564265	96773	VS
564235	96800	VS
564205	96835	VS
564183	96870	VS
564140	96953	VS
564058	97045	VS
564008	97068	VS
563950	97108	VS
563895	97160	VS
563863	97183	VS
563830	97198	VS
563803	97220	VS
563693	97360	VS
563445	97845	VS
563165	97768	VS
563050	98000	VS
562938	98230	VS
562840	98403	VS
562813	98473	VS
562773	98553	VS
562738	98610	VS
562565	98940	VS
562548	98988	VS
562535	99058	VS
562513	99125	VS
562498	99205	VS
562463	99305	VS
562365	99623	VS
562323	99818	VS
562293	99913	VS
562198	100110	VS
562085	100098	VS
561963	100115	VS
561928	100105	VS
561835	100050	VS
561828	100025	VS
561813	100020	VS
561788	100028	VS
561750	100030	VS
561718	100025	VS
561688	100028	VS
561658	100045	VS
561588	100130	VS
561550	100138	VS
561525	100153	VS
561458	100213	VS
561358	100285	VS
561320	100328	VS
561303	100358	VS
561260	100460	VS
561220	100525	VS
561208	100533	VS
561200	100550	VS
561143	100520	VS
561120	100515	VS
561095	100525	VS
561073	100550	VS
561023	100638	VS
561005	100705	VS
561020	100760	VS
561035	100845	VS
561023	100865	VS
561015	100893	VS
561023	100910	VS
561045	100933	VS
561115	100970	VS
561128	100993	VS
561138	101040	VS
561158	101080	VS
561135	101125	VS
561153	101218	VS
561168	101243	VS
561168	101263	VS
561153	101278	VS
561143	101295	VS
561138	101323	VS
561140	101350	VS
561158	101373	VS
561185	101373	VS
561223	101390	VS
561260	101400	VS
561265	101425	VS
561265	101453	VS
561240	101475	VS
561235	101495	VS
561215	101523	VS
561210	101543	VS
561198	101555	VS
561143	101573	VS
561115	101573	VS
561040	101650	VS
561015	101664	VS
560950	101728	VS
560793	101731	VS
560775	101664	VS
560535	101586	VS
560223	101651	VS
560148	101573	VS
560018	101403	VS
559763	101093	VS
559775	101073	VS
559788	101033	VS
559775	101010	VS
559713	100965	VS
559668	100948	VS
559635	100928	VS
559603	100878	VS
559560	100873	VS
559543	100860	VS
559518	100810	VS
559458	100753	VS
559438	100728	VS
559433	100708	VS
559433	100683	VS
559440	100653	VS
559440	100620	VS
559420	100593	VS
559348	100510	VS
559303	100470	VS
559248	100453	VS
559178	100440	VS
559158	100418	VS
559148	100390	VS
559145	100355	VS
559148	100325	VS
559158	100293	VS
559180	100210	VS
559103	100163	VS
559083	100140	VS
559053	100063	VS
558998	100000	VS
558968	99990	VS
558938	99995	VS
558903	99988	VS
558855	99950	VS
558815	99933	VS
558783	99933	VS
558773	99965	VS
558748	99978	VS
558728	99970	VS
558705	99955	VS
558685	99925	VS
558663	99900	VS
558610	99880	VS
558530	99855	VS
558478	99853	VS
558363	99838	VS
558318	99825	VS
558245	99820	VS
558203	99825	VS
558165	99820	VS
558145	99808	VS
558095	99805	VS
558068	99795	VS
558025	99805	VS
557985	99798	VS
557910	99760	VS
557760	99620	VS
557733	99585	VS
557673	99483	VS
557668	99438	VS
557670	99388	VS
557663	99333	VS
557633	99235	VS
557623	99168	VS
557545	99108	VS
557503	99093	VS
557478	99103	VS
557453	99133	VS
557413	99158	VS
557335	99215	VS
557285	99270	VS
557250	99340	VS
557225	99360	VS
557128	99378	VS
557093	99363	VS
557053	99368	VS
557010	99368	VS
556970	99380	VS
556933	99410	VS
556808	99488	VS
556763	99528	VS
556715	99560	VS
556670	99585	VS
556548	99640	VS
556435	99723	VS
556418	99758	VS
556410	99790	VS
556410	99815	VS
556433	99890	VS
556420	99915	VS
556383	99943	VS
556150	100105	VS
556193	100168	VS
556220	100270	VS
556220	100333	VS
556208	100475	VS
556220	100553	VS
556245	100633	VS
556268	100725	VS
556378	100868	VS
556393	100903	VS
556398	100985	VS
556410	101065	VS
556428	101098	VS
556443	101140	VS
556445	101193	VS
556458	101250	VS
556495	101353	VS
556503	101395	VS
556498	101433	VS
556515	101495	VS
556535	101530	VS
556575	101583	VS
556690	101680	VS
556695	101698	VS
556705	101795	VS
556715	101840	VS
556755	101965	VS
556770	102028	VS
556778	102095	VS
556788	102140	VS
556810	102158	VS
556895	102208	VS
556960	102233	VS
556998	102243	VS
557040	102265	VS
557088	102300	VS
557115	102303	VS
557148	102318	VS
557200	102395	VS
557345	102533	VS
557383	102555	VS
557590	102640	VS
557640	102658	VS
557603	102715	VS
557588	102758	VS
557565	102883	VS
557565	102910	VS
557555	102933	VS
557468	103040	VS
557415	103125	VS
557403	103210	VS
557418	103280	VS
557425	103293	VS
557498	103338	VS
557555	103383	VS
557588	103425	VS
557603	103463	VS
557613	103513	VS
557663	103603	VS
557670	103725	VS
557668	103750	VS
557655	103783	VS
557655	103808	VS
557663	103830	VS
557688	103858	VS
557708	103888	VS
557680	103895	VS
557600	103945	VS
557565	104005	VS
557545	104030	VS
557508	104055	VS
557468	104090	VS
557435	104188	VS
557428	104255	VS
557403	104303	VS
557345	104388	VS
557300	104483	VS
557288	104518	VS
557273	104543	VS
557250	104563	VS
557233	104590	VS
557238	104648	VS
557185	104735	VS
557160	104765	VS
557105	104788	VS
557093	104813	VS
557063	104843	VS
557018	104925	VS
556980	105010	VS
557118	105120	VS
557153	105125	VS
557190	105160	VS
557240	105220	VS
557260	105258	VS
557275	105303	VS
557315	105375	VS
557335	105428	VS
557360	105523	VS
557383	105573	VS
557403	105605	VS
557468	105663	VS
557520	105693	VS
557580	105750	VS
557590	105785	VS
557613	105815	VS
557673	105873	VS
557705	105915	VS
557733	105973	VS
557760	106015	VS
557795	106055	VS
557805	106080	VS
557790	106145	VS
557798	106180	VS
557840	106293	VS
557870	106328	VS
557905	106355	VS
557935	106385	VS
557963	106420	VS
557983	106458	VS
557990	106490	VS
557985	106513	VS
557970	106535	VS
557888	106600	VS
557853	106635	VS
557848	106668	VS
557865	106695	VS
557873	106718	VS
557870	106755	VS
557805	106953	VS
557808	106990	VS
557815	107023	VS
557820	107098	VS
557958	107255	VS
557975	107293	VS
557988	107345	VS
558005	107385	VS
558060	107478	VS
558068	107505	VS
558075	107593	VS
558115	107673	VS
558133	107723	VS
558140	107793	VS
558155	107875	VS
558203	107985	VS
558250	108033	VS
558283	108090	VS
558340	108168	VS
558393	108193	VS
558345	108198	VS
558308	108213	VS
558228	108260	VS
558198	108265	VS
558175	108258	VS
558128	108223	VS
558108	108195	VS
558073	108170	VS
558038	108168	VS
558008	108173	VS
557960	108230	VS
557855	108290	VS
557773	108348	VS
557735	108363	VS
557703	108363	VS
557638	108380	VS
557618	108368	VS
557583	108325	VS
557530	108288	VS
557460	108265	VS
557408	108255	VS
557293	108208	VS
557223	108195	VS
557193	108183	VS
557160	108160	VS
557095	108133	VS
557000	108098	VS
556965	108103	VS
556870	108143	VS
556803	108215	VS
556668	108340	VS
556613	108355	VS
556568	108380	VS
556508	108398	VS
556450	108400	VS
556335	108433	VS
556290	108430	VS
556170	108403	VS
556028	108348	VS
555988	108338	VS
555948	108345	VS
555843	108410	VS
555808	108418	VS
555588	108415	VS
555520	108428	VS
555445	108433	VS
555403	108440	VS
555353	108440	VS
555265	108430	VS
555170	108443	VS
555093	108468	VS
554893	108513	VS
554780	108510	VS
554723	108498	VS
554680	108498	VS
554628	108510	VS
554370	108585	VS
554195	108685	VS
554115	108688	VS
554090	108698	VS
554075	108713	VS
554055	108755	VS
554040	108770	VS
553990	108775	VS
553973	108785	VS
553930	108823	VS
553918	108843	VS
553918	108865	VS
553925	108900	VS
553908	108943	VS
553845	108998	VS
553845	109020	VS
553868	109078	VS
553890	109125	VS
553645	109215	VS
553595	109218	VS
553560	109190	VS
553530	109195	VS
553483	109188	VS
553448	109175	VS
553375	109158	VS
553343	109133	VS
553323	109143	VS
553210	109183	VS
553033	109198	VS
553000	109190	VS
552960	109163	VS
552895	109138	VS
552853	109138	VS
552795	109123	VS
552743	109115	VS
552700	109115	VS
552665	109120	VS
552540	109103	VS
552498	109075	VS
552468	109063	VS
552430	109055	VS
552398	109055	VS
552318	109070	VS
552195	109063	VS
552145	109048	VS
552100	109040	VS
552068	109028	VS
552023	108970	VS
551963	108908	VS
551930	108883	VS
551820	108833	VS
551793	108835	VS
551773	108885	VS
551745	108940	VS
551725	108960	VS
551708	108963	VS
551693	108973	VS
551690	109018	VS
551680	109068	VS
551638	109133	VS
551615	109155	VS
551590	109155	VS
551520	109165	VS
551500	109175	VS
551488	109205	VS
551498	109248	VS
551498	109278	VS
551488	109308	VS
551453	109368	VS
551403	109380	VS
551390	109400	VS
551365	109448	VS
551343	109483	VS
551283	109568	VS
551203	109640	VS
551183	109638	VS
551120	109603	VS
551088	109578	VS
551058	109563	VS
551033	109555	VS
551015	109563	VS
550973	109590	VS
550958	109595	VS
550950	109590	VS
550940	109568	VS
550910	109550	VS
550890	109545	VS
550845	109548	VS
550808	109525	VS
550783	109520	VS
550758	109523	VS
550648	109550	VS
550580	109558	VS
550545	109570	VS
550498	109605	VS
550475	109655	VS
550460	109708	VS
550450	109763	VS
550443	109785	VS
550438	109830	VS
550400	109898	VS
550363	109940	VS
550360	109963	VS
550365	110000	VS
550375	110043	VS
550375	110113	VS
550380	110145	VS
550365	110283	VS
550333	110338	VS
550280	110458	VS
550268	110490	VS
550260	110530	VS
550260	110570	VS
550240	110653	VS
550235	110705	VS
550248	110818	VS
550235	110888	VS
550228	110910	VS
550205	110935	VS
550173	110998	VS
550143	111043	VS
550130	111088	VS
550130	111118	VS
550125	111143	VS
550025	111325	VS
550013	111358	VS
550010	111398	VS
549980	111440	VS
549955	111463	VS
549915	111548	VS
549923	111640	VS
549923	111665	VS
549908	111730	VS
549935	111778	VS
549953	111830	VS
549955	111865	VS
549988	111885	VS
549975	111938	VS
550020	111998	VS
550043	112033	VS
550030	112088	VS
550013	112118	VS
550025	112140	VS
550065	112185	VS
550093	112243	VS
550070	112388	VS
550033	112533	VS
550023	112580	VS
550028	112605	VS
550073	112670	VS
550155	112740	VS
550200	112785	VS
550225	112845	VS
550260	112900	VS
550283	112920	VS
550315	112938	VS
550333	112953	VS
550345	112970	VS
550360	112980	VS
550393	112993	VS
550420	113068	VS
550433	113090	VS
550540	113170	VS
550568	113185	VS
550613	113198	VS
550643	113190	VS
550658	113198	VS
550725	113303	VS
550773	113345	VS
550820	113413	VS
550830	113430	VS
550840	113468	VS
550875	113533	VS
550930	113580	VS
550970	113608	VS
551060	113643	VS
551093	113650	VS
551108	113658	VS
551110	113750	VS
551103	113788	VS
551108	113838	VS
551118	113870	VS
551145	113915	VS
551150	113938	VS
551145	113955	VS
551145	113980	VS
551168	114013	VS
551183	114043	VS
551213	114145	VS
551215	114265	VS
551208	114288	VS
551215	114315	VS
551263	114360	VS
551373	114403	VS
551400	114420	VS
551420	114440	VS
551433	114468	VS
551483	114475	VS
551555	114555	VS
551655	114645	VS
551615	114800	VS
551425	115488	VS
551383	115805	VS
551365	115880	VS
551263	116178	VS
551235	116285	VS
551188	116438	VS
551150	116530	VS
551120	116640	VS
551095	116700	VS
551055	116813	VS
551030	116870	VS
551008	116945	VS
550960	117068	VS
550975	117123	VS
550995	117223	VS
551015	117268	VS
551093	117393	VS
551118	117423	VS
551173	117470	VS
551180	117513	VS
551235	117555	VS
551260	117583	VS
551273	117605	VS
551288	117653	VS
551285	117713	VS
551293	117743	VS
551310	117760	VS
551320	117883	VS
551328	117913	VS
551380	117948	VS
551403	117998	VS
551418	118015	VS
551435	118020	VS
551480	118023	VS
551488	118043	VS
551473	118090	VS
551468	118128	VS
551470	118230	VS
551523	118293	VS
551570	118338	VS
551660	118348	VS
551708	118375	VS
551740	118390	VS
551765	118448	VS
551813	118538	VS
551818	118568	VS
551868	118685	VS
551943	118790	VS
551978	118850	VS
551985	118883	VS
552015	118945	VS
552043	118970	VS
552093	119005	VS
552128	119015	VS
552193	119025	VS
552195	119040	VS
552208	119055	VS
552240	119065	VS
552265	119083	VS
552285	119105	VS
552305	119150	VS
552378	119253	VS
552398	119290	VS
552393	119375	VS
552403	119455	VS
552398	119570	VS
552415	119735	VS
552410	119778	VS
552380	119873	VS
552360	119918	VS
552350	119955	VS
552350	119998	VS
552338	120023	VS
552315	120075	VS
552340	120128	VS
552345	120158	VS
552345	120210	VS
552363	120288	VS
552418	120320	VS
552483	120350	VS
552543	120360	VS
552635	120405	VS
552673	120438	VS
552710	120460	VS
552788	120468	VS
552815	120495	VS
552943	120448	VS
553045	120480	VS
553070	120495	VS
553140	120565	VS
553208	120653	VS
553258	120703	VS
553343	120810	VS
553375	120863	VS
553385	120900	VS
553395	120985	VS
553410	121023	VS
553430	121050	VS
553543	121140	VS
553583	121183	VS
553613	121228	VS
553623	121270	VS
553623	121345	VS
553638	121433	VS
553665	121553	VS
553670	121593	VS
553660	121675	VS
553723	121818	VS
553795	122000	VS
553820	122038	VS
554060	122083	VS
554433	122283	VS
554520	122343	VS
554760	122470	VS
554923	122658	VS
555028	122810	VS
554988	123113	VS
554960	123263	VS
554998	123323	VS
555180	123553	VS
555283	123743	VS
555410	124035	VS
555350	124538	VS
555340	124668	VS
555315	124890	VS
555390	125023	VS
555460	125155	VS
555515	125185	VS
555555	125270	VS
555588	125325	VS
555610	125383	VS
555640	125420	VS
555678	125458	VS
555778	125565	VS
555778	125638	VS
555785	125693	VS
555770	125805	VS
555745	125905	VS
555655	126048	VS
555558	126218	VS
555458	126270	VS
555345	126505	VS
555353	126713	VS
555293	126798	VS
555168	126858	VS
555143	126878	VS
555065	126923	VS
555040	126948	VS
554990	126960	VS
554873	126918	VS
554810	126935	VS
554770	126868	VS
554748	126765	VS
554723	126723	VS
554598	126698	VS
554550	126683	VS
554523	126688	VS
554510	126678	VS
554470	126668	VS
554438	126675	VS
554380	126708	VS
554313	126783	VS
554288	126820	VS
554248	126908	VS
554208	126978	VS
554203	127028	VS
554175	127163	VS
554073	127170	VS
553948	127215	VS
553898	127238	VS
553850	127250	VS
553818	127290	VS
553783	127343	VS
553755	127368	VS
553590	127505	VS
553565	127568	VS
553540	127618	VS
553500	127680	VS
553473	127735	VS
553478	127780	VS
553435	127775	VS
553290	127770	VS
553220	127775	VS
553170	127785	VS
553125	127810	VS
553105	127833	VS
553078	127890	VS
553025	127925	VS
552968	128058	VS
552983	128158	VS
553040	128260	VS
553060	128313	VS
553078	128338	VS
553100	128358	VS
553118	128385	VS
553125	128443	VS
553140	128488	VS
553115	128486	VS
553090	128493	VS
553068	128505	VS
553048	128525	VS
553013	128613	VS
552978	128678	VS
552925	128788	VS
552918	128818	VS
552865	128866	VS
552843	128896	VS
552808	128980	VS
552795	129058	VS
552780	129105	VS
552750	129135	VS
552703	129143	VS
552580	129180	VS
552528	129206	VS
552483	129236	VS
552455	129260	VS
552428	129305	VS
552363	129463	VS
552335	129545	VS
552273	129545	VS
552168	129586	VS
552108	129593	VS
552005	129578	VS
552000	129623	VS
551930	129670	VS
551865	129750	VS
551808	129836	VS
551788	129850	VS
551713	129890	VS
551685	129913	VS
551663	129940	VS
551620	129978	VS
551540	130021	VS
551358	130133	VS
551298	130083	VS
551243	130060	VS
551165	130038	VS
551065	130025	VS
550980	130005	VS
550913	129995	VS
550880	130010	VS
550833	130065	VS
550773	130228	VS
550723	130320	VS
550618	130793	VS
550745	131063	VS
550743	131083	VS
550693	131130	VS
550688	131150	VS
550700	131153	VS
550723	131173	VS
550623	131240	VS
550555	131295	VS
550545	131315	VS
550553	131500	VS
550453	131475	VS
550380	131468	VS
550275	131448	VS
550198	131428	VS
549938	131415	VS
549878	131405	VS
549833	131403	VS
549805	131413	VS
549763	131435	VS
549695	131453	VS
549635	131463	VS
549618	131545	VS
549650	131690	VS
549648	131733	VS
549625	131845	VS
549625	131895	VS
549640	131910	VS
549630	131940	VS
549593	131965	VS
549508	132063	VS
549488	132143	VS
549465	132188	VS
549335	132418	VS
549300	132508	VS
549288	132560	VS
549220	132675	VS
549223	132798	VS
549153	132905	VS
549098	132973	VS
549053	133015	VS
549033	133028	VS
548925	133088	VS
548880	133100	VS
548870	133143	VS
548845	133180	VS
548828	133268	VS
548768	133358	VS
548743	133383	VS
548700	133440	VS
548658	133688	VS
548658	133723	VS
548668	133760	VS
548618	133823	VS
548608	133953	VS
548585	134000	VS
548583	134003	VS
548595	134095	VS
548593	134135	VS
548595	134270	VS
548603	134308	VS
548605	134348	VS
548628	134445	VS
548655	134618	VS
548673	134640	VS
548718	134658	VS
548775	134720	VS
548790	134728	VS
548833	134770	VS
548853	134798	VS
548903	134853	VS
548920	134863	VS
548950	134885	VS
548978	134925	VS
549033	134998	VS
549093	135038	VS
549110	135043	VS
549160	135045	VS
549235	135080	VS
549265	135115	VS
549278	135145	VS
549293	135163	VS
549315	135168	VS
549330	135183	VS
549350	135215	VS
549370	135230	VS
549393	135228	VS
549435	135230	VS
549483	135250	VS
549503	135248	VS
549593	135263	VS
549650	135268	VS
549668	135235	VS
549680	135220	VS
549703	135210	VS
549725	135208	VS
549755	135213	VS
549785	135210	VS
549825	135223	VS
549850	135218	VS
549870	135223	VS
549893	135243	VS
549925	135253	VS
550000	135255	VS
550025	135248	VS
550068	135250	VS
550120	135250	VS
550145	135255	VS
550168	135265	VS
550183	135280	VS
550198	135288	VS
550215	135290	VS
550235	135303	VS
550243	135318	VS
550255	135328	VS
550280	135323	VS
550323	135358	VS
550320	135388	VS
550340	135420	VS
550433	135500	VS
550455	135538	VS
550468	135580	VS
550475	135585	VS
550490	135585	VS
550508	135593	VS
550525	135615	VS
550538	135658	VS
550575	135708	VS
550628	135760	VS
550655	135805	VS
550660	135828	VS
550673	135838	VS
550695	135920	VS
550720	135950	VS
550723	135978	VS
550740	136040	VS
550803	136103	VS
550840	136130	VS
550918	136150	VS
550935	136188	VS
550955	136210	VS
550978	136228	VS
550998	136263	VS
551028	136278	VS
551060	136280	VS
551125	136305	VS
551158	136350	VS
551178	136395	VS
551228	136458	VS
551255	136505	VS
551270	136515	VS
551283	136535	VS
551313	136613	VS
551333	136658	VS
551348	136710	VS
551355	136758	VS
551353	136780	VS
551325	136818	VS
551320	136835	VS
551310	136885	VS
551315	136905	VS
551365	137018	VS
551363	137040	VS
551353	137055	VS
551338	137068	VS
551313	137100	VS
551293	137113	VS
551243	137118	VS
551205	137110	VS
551185	137115	VS
551168	137130	VS
551148	137170	VS
551143	137193	VS
551100	137270	VS
551075	137295	VS
551045	137340	VS
551023	137363	VS
551018	137378	VS
551030	137410	VS
551025	137445	VS
551035	137483	VS
551030	137510	VS
551010	137573	VS
551013	137593	VS
551028	137610	VS
551018	137648	VS
551028	137673	VS
551038	137740	VS
551068	137760	VS
551065	137810	VS
551073	137828	VS
551098	137860	VS
551098	137878	VS
551108	137915	VS
551128	137935	VS
551133	137950	VS
551128	137970	VS
551115	137990	VS
551113	138005	VS
551118	138020	VS
551125	138063	VS
551120	138093	VS
551128	138113	VS
551145	138135	VS
551180	138158	VS
551215	138190	VS
551228	138198	VS
551248	138203	VS
551260	138215	VS
551273	138253	VS
551287	138286	VS
552529	141944	VS
550000	142680	VS
541858	145059	VS
532500	145329	VS
529357	145419	VS
522117	140999	VS
515146	139749	VS
515000	139640	VS
508750	135029	VS
508240	134000	VS
507829	133171	VS
507116	131733	VS
506095	129673	VS
507750	128824	VS
507774	128812	VS
507794	128797	VS
507801	128789	VS
507844	128748	VS
507853	128739	VS
507871	128724	VS
507901	128704	VS
507913	128701	VS
507918	128703	VS
507928	128709	VS
507960	128743	VS
507980	128762	VS
507985	128767	VS
508000	128774	VS
508011	128771	VS
508019	128761	VS
508024	128747	VS
508035	128697	VS
508038	128687	VS
508049	128667	VS
508061	128656	VS
508070	128651	VS
508099	128638	VS
508127	128624	VS
508149	128616	VS
508164	128617	VS
508197	128629	VS
508217	128633	VS
508237	128630	VS
508252	128612	VS
508260	128574	VS
508265	128560	VS
508269	128548	VS
508282	128539	VS
508298	128539	VS
508327	128543	VS
508339	128521	VS
508340	128497	VS
508329	128489	VS
508315	128471	VS
508303	128451	VS
508294	128427	VS
508289	128417	VS
508279	128406	VS
508268	128399	VS
508258	128396	VS
508247	128399	VS
508239	128402	VS
508234	128401	VS
508226	128399	VS
508209	128390	VS
508205	128384	VS
508204	128362	VS
508200	128349	VS
508189	128331	VS
508184	128324	VS
508194	128314	VS
508211	128309	VS
508218	128311	VS
508240	128326	VS
508248	128327	VS
508261	128319	VS
508270	128304	VS
508276	128291	VS
508281	128282	VS
508285	128270	VS
508293	128257	VS
508304	128248	VS
508311	128239	VS
508315	128232	VS
508322	128221	VS
508326	128214	VS
508335	128208	VS
508352	128203	VS
508363	128189	VS
508363	128181	VS
508354	128169	VS
508338	128158	VS
508314	128145	VS
508306	128136	VS
508296	128126	VS
508285	128116	VS
508269	128098	VS
508269	128089	VS
508273	128081	VS
508296	128068	VS
508307	128064	VS
508317	128059	VS
508322	128055	VS
508330	128046	VS
508333	128032	VS
508320	128016	VS
508313	128010	VS
508299	128001	VS
508268	127992	VS
508269	127985	VS
508273	127968	VS
508279	127956	VS
508276	127941	VS
508277	127938	VS
508281	127934	VS
508290	127929	VS
508327	127934	VS
508344	127934	VS
508369	127928	VS
508377	127928	VS
508412	127935	VS
508421	127934	VS
508424	127926	VS
508424	127918	VS
508422	127913	VS
508419	127894	VS
508410	127876	VS
508402	127866	VS
508391	127855	VS
508385	127848	VS
508380	127833	VS
508384	127817	VS
508388	127804	VS
508391	127792	VS
508387	127783	VS
508374	127784	VS
508363	127791	VS
508347	127795	VS
508326	127788	VS
508317	127780	VS
508305	127765	VS
508302	127751	VS
508300	127738	VS
508301	127716	VS
508304	127682	VS
508311	127663	VS
508321	127644	VS
508330	127630	VS
508351	127603	VS
508365	127591	VS
508383	127588	VS
508401	127599	VS
508403	127605	VS
508423	127609	VS
508441	127611	VS
508448	127606	VS
508452	127601	VS
