x	y	part
505038	116425	VS
505016	116411	VS
504995	116401	VS
504985	116400	VS
504963	116404	VS
504948	116404	VS
504927	116397	VS
504906	116375	VS
504873	116366	VS
504854	116350	VS
504836	116318	VS
504830	116312	VS
504821	116314	VS
504805	116321	VS
504801	116324	VS
504791	116330	VS
504785	116333	VS
504777	116326	VS
504773	116317	VS
504770	116304	VS
504771	116300	VS
504778	116295	VS
504784	116292	VS
504788	116288	VS
504788	116284	VS
504780	116274	VS
504777	116271	VS
504777	116263	VS
504783	116247	VS
504784	116240	VS
504778	116237	VS
504773	116239	VS
504765	116240	VS
504756	116234	VS
504743	116228	VS
504738	116224	VS
504734	116220	VS
504734	116216	VS
504740	116206	VS
504742	116196	VS
504743	116191	VS
504743	116179	VS
504749	116156	VS
504751	116135	VS
504751	116118	VS
504746	116109	VS
504738	116104	VS
504730	116104	VS
504718	116105	VS
504710	116096	VS
504706	116089	VS
504702	116082	VS
504697	116077	VS
504677	116070	VS
504673	116065	VS
504682	116055	VS
504682	116047	VS
504680	116040	VS
504664	116039	VS
504608	116030	VS
504583	116045	VS
504535	115962	VS
504507	115915	VS
504525	115893	VS
504514	115848	VS
504499	115788	VS
504496	115781	VS
504493	115777	VS
504482	115771	VS
504471	115770	VS
504458	115774	VS
504450	115775	VS
504446	115776	VS
504441	115774	VS
504428	115763	VS
504413	115743	VS
504397	115727	VS
504392	115716	VS
504387	115704	VS
504382	115700	VS
504368	115695	VS
504354	115687	VS
504341	115674	VS
504301	115647	VS
504293	115637	VS
504285	115630	VS
504268	115612	VS
504267	115608	VS
504268	115602	VS
504271	115598	VS
504284	115592	VS
504290	115589	VS
504296	115581	VS
504296	115576	VS
504295	115570	VS
504281	115552	VS
504273	115533	VS
504267	115527	VS
504259	115517	VS
504255	115512	VS
504248	115505	VS
504235	115486	VS
504227	115460	VS
504218	115436	VS
504212	115431	VS
504204	115430	VS
504200	115430	VS
504191	115434	VS
504166	115443	VS
504149	115455	VS
504139	115461	VS
504103	115461	VS
504086	115461	VS
504079	115462	VS
504073	115468	VS
504071	115471	VS
504067	115486	VS
504061	115497	VS
504059	115501	VS
504053	115503	VS
504050	115501	VS
504041	115489	VS
504029	115482	VS
504024	115482	VS
504013	115487	VS
504006	115494	VS
503988	115504	VS
503982	115505	VS
503976	115503	VS
503972	115498	VS
503970	115472	VS
503974	115457	VS
503980	115440	VS
503983	115432	VS
503981	115427	VS
503976	115423	VS
503970	115421	VS
503941	115422	VS
503927	115417	VS
503923	115411	VS
503924	115403	VS
503924	115394	VS
503923	115391	VS
503905	115378	VS
503898	115375	VS
503890	115373	VS
503881	115374	VS
503851	115361	VS
503842	115353	VS
503837	115350	VS
503831	115346	VS
503825	115340	VS
503805	115307	VS
503785	115286	VS
503775	115281	VS
503769	115281	VS
503759	115284	VS
503745	115288	VS
503741	115287	VS
503736	115282	VS
503735	115266	VS
503733	115260	VS
503727	115241	VS
503715	115222	VS
503710	115216	VS
503703	115208	VS
503698	115203	VS
503686	115195	VS
503674	115192	VS
503666	115191	VS
503652	115192	VS
503639	115195	VS
503626	115198	VS
503618	115199	VS
503610	115197	VS
503605	115191	VS
503600	115184	VS
503588	115173	VS
503573	115168	VS
503567	115168	VS
503558	115171	VS
503554	115174	VS
503545	115192	VS
503540	115201	VS
503526	115208	VS
503519	115210	VS
503507	115215	VS
503487	115220	VS
503478	115221	VS
503466	115218	VS
503468	115207	VS
503482	115182	VS
503509	115147	VS
503509	115136	VS
503507	115132	VS
503504	115129	VS
503491	115123	VS
503483	115123	VS
503465	115129	VS
503445	115136	VS
503436	115138	VS
503424	115139	VS
503419	115137	VS
503414	115131	VS
503408	115122	VS
503396	115107	VS
503389	115103	VS
503377	115099	VS
503370	115097	VS
503363	115090	VS
503363	115070	VS
503362	115064	VS
503363	115052	VS
503372	115027	VS
503379	115000	VS
503379	114986	VS
503377	114980	VS
503370	114957	VS
503370	114947	VS
503372	114933	VS
503378	114921	VS
503384	114910	VS
503385	114905	VS
503385	114898	VS
503379	114894	VS
503364	114895	VS
503351	114896	VS
503343	114893	VS
503328	114884	VS
503288	114858	VS
503329	114793	VS
503277	114764	VS
503294	114737	VS
503305	114677	VS
503302	114632	VS
503287	114542	VS
503294	114480	VS
503301	114462	VS
503330	114414	VS
503345	114388	VS
503412	113938	VS
503428	113823	VS
503467	113545	VS
503436	113521	VS
503396	113477	VS
503360	113439	VS
503267	113339	VS
503197	113275	VS
503124	113215	VS
503050	113160	VS
502970	113105	VS
502866	113034	VS
502776	112972	VS
502720	112932	VS
502670	112894	VS
502660	112887	VS
502595	112786	VS
502484	112710	VS
502435	112677	VS
502419	112665	VS
502349	112618	VS
502310	112603	VS
502239	112579	VS
502193	112565	VS
502164	112558	VS
502116	112553	VS
502046	112546	VS
501969	112538	VS
501889	112538	VS
501777	112480	VS
501684	112431	VS
501521	112344	VS
501312	112242	VS
501230	112201	VS
501196	112183	VS
501071	112130	VS
501041	112070	VS
501022	112061	VS
500969	112045	VS
500871	112028	VS
500764	112011	VS
500739	112003	VS
500717	111998	VS
500676	111975	VS
500621	111942	VS
500571	111911	VS
500545	111893	VS
500509	111867	VS
500428	111822	VS
500412	111809	VS
500397	111796	VS
500337	111777	VS
500178	111502	VS
500149	111452	VS
500224	111400	VS
500037	111211	VS
499961	111272	VS
499955	111260	VS
499870	111315	VS
499866	111326	VS
499864	111346	VS
499859	111366	VS
499858	111377	VS
499854	111399	VS
499848	111416	VS
499851	111418	VS
499829	111440	VS
499823	111447	VS
499812	111465	VS
499811	111468	VS
499805	111462	VS
499801	111453	VS
499799	111441	VS
499794	111420	VS
499794	111412	VS
499801	111397	VS
499800	111390	VS
499795	111379	VS
499778	111362	VS
499775	111353	VS
499771	111345	VS
499771	111330	VS
499774	111321	VS
499779	111306	VS
499781	111285	VS
499777	111275	VS
499756	111258	VS
499748	111256	VS
499734	111247	VS
499722	111233	VS
499718	111225	VS
499712	111208	VS
499708	111204	VS
499692	111197	VS
499686	111192	VS
499672	111187	VS
499650	111176	VS
499642	111170	VS
499626	111166	VS
499612	111162	VS
499607	111160	VS
499550	111113	VS
499534	111098	VS
499523	111090	VS
499518	111087	VS
499507	111076	VS
499496	111067	VS
499487	111064	VS
499484	111061	VS
499477	111052	VS
499464	111043	VS
499444	111026	VS
499438	111019	VS
499432	111013	VS
499415	111001	VS
499409	110993	VS
499406	110982	VS
499401	110975	VS
499393	110956	VS
499390	110942	VS
499384	110937	VS
499381	110934	VS
499378	110932	VS
499376	110928	VS
499375	110924	VS
499377	110890	VS
499380	110867	VS
499380	110855	VS
499380	110845	VS
499276	110822	VS
499165	110793	VS
499097	110773	VS
499040	110847	VS
499003	110794	VS
498972	110750	VS
498921	110724	VS
498863	110717	VS
498810	110717	VS
498736	110718	VS
498714	110722	VS
498616	110743	VS
498615	110743	VS
498613	110746	VS
498603	110760	VS
498581	110778	VS
498556	110792	VS
498537	110806	VS
498518	110825	VS
498506	110834	VS
498481	110846	VS
498464	110859	VS
498431	110882	VS
498421	110887	VS
498415	110892	VS
498395	110897	VS
498387	110900	VS
498360	110918	VS
498343	110922	VS
498331	110923	VS
498320	110926	VS
498270	110951	VS
498248	110959	VS
498223	110970	VS
498211	110972	VS
498162	110986	VS
498148	110991	VS
498124	110997	VS
498112	110997	VS
498104	110995	VS
498096	110995	VS
498081	110986	VS
498071	110984	VS
498045	110984	VS
498015	110987	VS
497992	110991	VS
497930	111002	VS
497906	111005	VS
497881	111006	VS
497869	111006	VS
497814	111018	VS
497801	111019	VS
497776	111019	VS
497746	111027	VS
497714	111030	VS
497671	111039	VS
497660	111038	VS
497630	111026	VS
497607	111024	VS
497571	111022	VS
497543	111016	VS
497477	111016	VS
497427	111020	VS
497395	111020	VS
497373	111021	VS
497352	111029	VS
497346	111034	VS
497336	111051	VS
497324	111067	VS
497306	111083	VS
497296	111093	VS
497261	111078	VS
497231	111062	VS
497193	111042	VS
497178	111038	VS
497163	111038	VS
497158	111041	VS
497139	111056	VS
497118	111077	VS
497064	111121	VS
497061	111127	VS
497056	111160	VS
497054	111165	VS
496994	111168	VS
496940	111179	VS
496926	111185	VS
496918	111185	VS
496910	111182	VS
496903	111179	VS
496894	111179	VS
496887	111181	VS
496870	111188	VS
496862	111190	VS
496812	111196	VS
496798	111196	VS
496791	111194	VS
496777	111188	VS
496768	111186	VS
496738	111186	VS
496715	111182	VS
496705	111182	VS
496684	111190	VS
496676	111191	VS
496670	111190	VS
496663	111186	VS
496648	111182	VS
496617	111184	VS
496612	111184	VS
496592	111178	VS
496581	111178	VS
496544	111177	VS
496528	111176	VS
496521	111173	VS
496512	111174	VS
496498	111169	VS
496486	111159	VS
496467	111152	VS
496461	111147	VS
496451	111146	VS
496344	111412	VS
496252	111640	VS
496248	111648	VS
496188	111739	VS
496075	111836	VS
496088	111899	VS
496046	111949	VS
496030	111985	VS
495951	112058	VS
495945	112056	VS
495605	111973	VS
495263	111888	VS
495104	111848	VS
494688	111747	VS
494636	111738	VS
494595	111763	VS
494525	111809	VS
494520	111812	VS
494490	111831	VS
494443	111861	VS
494416	111866	VS
494343	111878	VS
494232	111897	VS
494198	111903	VS
494151	111911	VS
494051	111928	VS
494015	111934	VS
493757	111978	VS
493538	112014	VS
492894	112044	VS
492876	112015	VS
492702	111743	VS
492700	111740	VS
492603	111589	VS
492597	111579	VS
492596	111575	VS
492547	111376	VS
492544	111360	VS
492473	111074	VS
492494	111055	VS
492514	111032	VS
492496	111016	VS
492461	110986	VS
492446	110965	VS
492317	110789	VS
492304	110803	VS
492145	110934	VS
492119	110953	VS
492108	110931	VS
492088	110894	VS
492073	110874	VS
492055	110854	VS
492033	110827	VS
492015	110804	VS
491997	110791	VS
491972	110788	VS
491945	110786	VS
491910	110782	VS
491889	110773	VS
491868	110759	VS
491844	110735	VS
491812	110698	VS
491782	110664	VS
491764	110647	VS
491705	110589	VS
491682	110562	VS
491662	110526	VS
491634	110471	VS
491620	110436	VS
491612	110406	VS
491608	110370	VS
491599	110370	VS
491575	110265	VS
491564	110231	VS
491563	110210	VS
491560	110190	VS
491560	110178	VS
491534	110207	VS
491522	110222	VS
491519	110239	VS
491517	110266	VS
491510	110293	VS
491504	110311	VS
491492	110333	VS
491483	110347	VS
491477	110366	VS
491478	110379	VS
491486	110399	VS
491499	110425	VS
491500	110440	VS
491498	110446	VS
491489	110459	VS
491482	110458	VS
491476	110456	VS
491469	110451	VS
491453	110445	VS
491439	110433	VS
491426	110426	VS
491420	110425	VS
491418	110427	VS
491418	110437	VS
491422	110445	VS
491426	110454	VS
491429	110467	VS
491428	110477	VS
491418	110485	VS
491412	110499	VS
491411	110510	VS
491411	110522	VS
491415	110538	VS
491423	110553	VS
491428	110569	VS
491428	110580	VS
491426	110583	VS
491419	110586	VS
491411	110586	VS
491391	110570	VS
491384	110564	VS
491374	110558	VS
491360	110559	VS
491343	110569	VS
491341	110577	VS
491344	110591	VS
491347	110594	VS
491368	110622	VS
491375	110633	VS
491378	110652	VS
491378	110659	VS
491375	110666	VS
491367	110670	VS
491364	110670	VS
491358	110668	VS
491343	110659	VS
491322	110648	VS
491305	110635	VS
491296	110626	VS
491284	110610	VS
491268	110592	VS
491266	110590	VS
491261	110591	VS
491259	110595	VS
491259	110597	VS
491260	110603	VS
491263	110614	VS
491274	110641	VS
491275	110655	VS
491273	110665	VS
491271	110673	VS
491270	110683	VS
491271	110696	VS
491276	110708	VS
491281	110723	VS
491281	110734	VS
491279	110743	VS
491275	110748	VS
491269	110751	VS
491241	110753	VS
491221	110751	VS
491213	110745	VS
491209	110740	VS
491205	110728	VS
491197	110717	VS
491190	110713	VS
491177	110712	VS
491160	110714	VS
491151	110719	VS
491146	110722	VS
491144	110725	VS
491145	110741	VS
491147	110755	VS
491143	110765	VS
491139	110771	VS
491127	110772	VS
491108	110757	VS
491097	110748	VS
491085	110746	VS
491080	110749	VS
491066	110762	VS
491064	110772	VS
491063	110780	VS
491056	110785	VS
491051	110786	VS
491039	110787	VS
491033	110787	VS
491026	110787	VS
491018	110795	VS
491017	110806	VS
491017	110824	VS
491023	110829	VS
491026	110831	VS
491029	110834	VS
491034	110842	VS
491036	110850	VS
491036	110855	VS
491032	110863	VS
491020	110868	VS
491013	110867	VS
491006	110863	VS
490999	110855	VS
490993	110849	VS
490987	110843	VS
490975	110833	VS
490960	110828	VS
490951	110825	VS
490943	110824	VS
490935	110824	VS
490913	110829	VS
490898	110828	VS
490889	110828	VS
490875	110829	VS
490859	110835	VS
490845	110848	VS
490829	110851	VS
490823	110853	VS
490812	110862	VS
490803	110864	VS
490784	110866	VS
490766	110866	VS
490751	110866	VS
490730	110866	VS
490717	110866	VS
490695	110866	VS
490684	110871	VS
490674	110881	VS
490667	110891	VS
490661	110906	VS
490639	110940	VS
490634	110948	VS
490617	110968	VS
490607	110983	VS
490592	111000	VS
490579	111011	VS
490573	111013	VS
490549	111011	VS
490519	111004	VS
490514	111000	VS
490501	110986	VS
490494	110975	VS
490488	110967	VS
490480	110963	VS
490473	110963	VS
490455	110971	VS
490448	110981	VS
490438	110995	VS
490430	111011	VS
490422	111029	VS
490411	111045	VS
490403	111052	VS
490394	111056	VS
490387	111055	VS
490379	111050	VS
490370	111048	VS
490364	111049	VS
490348	111055	VS
490325	111058	VS
490310	111065	VS
490294	111072	VS
490278	111072	VS
490265	111074	VS
490258	111084	VS
490248	111096	VS
490234	111106	VS
490216	111121	VS
490204	111132	VS
490168	111149	VS
490157	111148	VS
490148	111145	VS
490123	111145	VS
490095	111142	VS
490071	111141	VS
490041	111144	VS
490028	111152	VS
490017	111166	VS
490010	111171	VS
489996	111175	VS
489988	111172	VS
489976	111155	VS
489964	111130	VS
489956	111114	VS
489951	111106	VS
489943	111103	VS
489937	111103	VS
489913	111119	VS
489901	111118	VS
489889	111114	VS
489875	111095	VS
489869	111085	VS
489858	111077	VS
489855	111076	VS
489842	111088	VS
489831	111087	VS
489822	111083	VS
489814	111080	VS
489801	111076	VS
489786	111074	VS
489765	111079	VS
489739	111079	VS
489715	111079	VS
489700	111076	VS
489697	111071	VS
489697	111063	VS
489691	111056	VS
489684	111055	VS
489677	111060	VS
489669	111076	VS
489663	111081	VS
489644	111086	VS
489623	111086	VS
489611	111083	VS
489601	111079	VS
489594	111078	VS
489583	111082	VS
489579	111093	VS
489575	111103	VS
489570	111111	VS
489552	111127	VS
489540	111136	VS
489520	111152	VS
489506	111158	VS
489492	111161	VS
489478	111155	VS
489460	111147	VS
489428	111132	VS
489412	111116	VS
489397	111105	VS
489371	111088	VS
489359	111084	VS
489339	111087	VS
489326	111083	VS
489319	111085	VS
489307	111098	VS
489299	111103	VS
489280	111106	VS
489240	111105	VS
489220	111096	VS
489213	111089	VS
489194	111075	VS
489181	111068	VS
489168	111066	VS
489157	111067	VS
489144	111075	VS
489126	111076	VS
489122	111074	VS
489116	111065	VS
489106	111053	VS
489098	111052	VS
489093	111054	VS
489065	111068	VS
489056	111079	VS
489045	111090	VS
489026	111100	VS
489002	111108	VS
488992	111110	VS
488977	111107	VS
488964	111102	VS
488960	111100	VS
488945	111100	VS
488934	111105	VS
488923	111115	VS
488916	111136	VS
488911	111143	VS
488903	111145	VS
488873	111144	VS
488865	111146	VS
488860	111156	VS
488857	111173	VS
488852	111183	VS
488846	111196	VS
488837	111203	VS
488831	111205	VS
488817	111205	VS
488809	111203	VS
488800	111199	VS
488787	111188	VS
488777	111187	VS
488770	111189	VS
488762	111186	VS
488754	111178	VS
488745	111174	VS
488741	111176	VS
488740	111180	VS
488740	111187	VS
488738	111196	VS
488731	111198	VS
488723	111194	VS
488713	111191	VS
488707	111192	VS
488695	111192	VS
488690	111191	VS
488673	111184	VS
488657	111175	VS
488643	111171	VS
488638	111170	VS
488628	111172	VS
488624	111177	VS
488620	111203	VS
488617	111217	VS
488605	111240	VS
488587	111260	VS
488582	111266	VS
488572	111272	VS
488562	111277	VS
488551	111283	VS
488539	111289	VS
488511	111301	VS
488493	111303	VS
488465	111303	VS
488458	111301	VS
488452	111298	VS
488445	111287	VS
488440	111271	VS
488438	111267	VS
488435	111265	VS
488430	111265	VS
488418	111274	VS
488411	111280	VS
488394	111307	VS
488392	111313	VS
488390	111322	VS
488390	111337	VS
488391	111347	VS
488396	111362	VS
488394	111366	VS
488386	111368	VS
488382	111367	VS
488375	111363	VS
488365	111357	VS
488352	111348	VS
488331	111336	VS
488318	111327	VS
488299	111313	VS
488287	111308	VS
488277	111305	VS
488259	111301	VS
488241	111303	VS
488225	111298	VS
488205	111286	VS
488173	111275	VS
488152	111264	VS
488132	111250	VS
488110	111241	VS
488092	111241	VS
488082	111242	VS
488066	111246	VS
488042	111256	VS
488016	111277	VS
488003	111294	VS
487991	111300	VS
487978	111298	VS
487973	111293	VS
487968	111285	VS
487962	111261	VS
487957	111249	VS
487950	111239	VS
487945	111236	VS
487936	111236	VS
487924	111237	VS
487917	111236	VS
487908	111228	VS
487905	111223	VS
487899	111209	VS
487894	111202	VS
487884	111195	VS
487871	111190	VS
487866	111187	VS
487851	111166	VS
487844	111160	VS
487836	111158	VS
487825	111163	VS
487815	111175	VS
487811	111184	VS
487808	111187	VS
487799	111193	VS
487792	111194	VS
487782	111194	VS
487773	111195	VS
487757	111200	VS
487743	111219	VS
487725	111245	VS
487720	111250	VS
487694	111250	VS
487683	111248	VS
487657	111243	VS
487629	111240	VS
487607	111235	VS
487589	111229	VS
487580	111227	VS
487566	111217	VS
487557	111206	VS
487549	111186	VS
487541	111175	VS
487525	111167	VS
487515	111159	VS
487481	111105	VS
487473	111053	VS
487518	111027	VS
487513	110993	VS
487491	110926	VS
487456	110736	VS
487433	110594	VS
487332	110490	VS
487271	110438	VS
487209	110390	VS
487179	110340	VS
487110	110227	VS
487089	110189	VS
487082	110178	VS
487057	110155	VS
487021	110128	VS
486919	110076	VS
486821	110044	VS
486766	110009	VS
486750	109990	VS
486730	109965	VS
486709	109974	VS
486701	109982	VS
486689	110000	VS
486679	110006	VS
486629	110021	VS
486619	110022	VS
486589	110019	VS
486572	110016	VS
486552	110016	VS
486527	110010	VS
486512	110010	VS
486494	110019	VS
486482	110021	VS
486460	110021	VS
486454	110000	VS
486448	109980	VS
486436	109956	VS
486411	109936	VS
486387	109927	VS
486342	109920	VS
486328	109917	VS
486314	109910	VS
486305	109897	VS
486300	109892	VS
486295	109876	VS
486280	109865	VS
486270	109852	VS
486241	109830	VS
486230	109820	VS
486218	109814	VS
486206	109812	VS
486178	109800	VS
486154	109795	VS
486150	109793	VS
486127	109769	VS
486120	109762	VS
486092	109816	VS
485996	109841	VS
485936	109856	VS
485810	109890	VS
485813	109881	VS
485808	109868	VS
485797	109863	VS
485773	109840	VS
485767	109829	VS
485714	109783	VS
485697	109774	VS
485658	109753	VS
485628	109737	VS
485609	109721	VS
485517	109645	VS
485513	109648	VS
485476	109668	VS
485469	109768	VS
485460	109891	VS
485455	109963	VS
485452	110008	VS
485412	110070	VS
485507	110171	VS
485594	110242	VS
485643	110271	VS
485907	110403	VS
486029	110447	VS
486114	110514	VS
486138	110533	VS
486174	110581	VS
486208	110646	VS
486229	110695	VS
486239	110780	VS
486195	110898	VS
486168	110954	VS
486118	111042	VS
486092	111110	VS
486082	111220	VS
486093	111448	VS
486114	111495	VS
486136	111567	VS
486215	111677	VS
486267	111752	VS
486284	111781	VS
486293	111814	VS
486337	111958	VS
486367	112034	VS
486447	112206	VS
486462	112234	VS
486477	112262	VS
486695	112530	VS
486746	112611	VS
486799	112690	VS
486840	112776	VS
486908	112935	VS
486915	112955	VS
486915	112977	VS
486917	113007	VS
486924	113027	VS
486948	113087	VS
487007	113215	VS
487056	113329	VS
487067	113350	VS
487078	113370	VS
487324	113755	VS
487347	113796	VS
487364	113841	VS
487375	113887	VS
487427	114209	VS
487428	114263	VS
487423	114298	VS
487423	114333	VS
487431	114368	VS
487498	114554	VS
487513	114583	VS
487534	114607	VS
487561	114624	VS
487592	114634	VS
487624	114636	VS
487656	114630	VS
487685	114616	VS
487706	114601	VS
487745	114571	VS
487779	114534	VS
487805	114492	VS
487825	114446	VS
487837	114397	VS
487846	114335	VS
487855	114310	VS
487871	114290	VS
487894	114276	VS
487920	114272	VS
487946	114276	VS
487968	114289	VS
487985	114309	VS
488011	114353	VS
488037	114416	VS
488043	114450	VS
488057	114570	VS
488066	114623	VS
488082	114675	VS
488133	114811	VS
488150	114849	VS
488174	114884	VS
488202	114915	VS
488235	114941	VS
488271	114963	VS
488254	115007	VS
488243	115017	VS
488229	115020	VS
488220	115021	VS
488202	115024	VS
488199	115025	VS
488173	115037	VS
488162	115049	VS
488179	115074	VS
488193	115090	VS
488220	115117	VS
488226	115126	VS
488229	115133	VS
488232	115142	VS
488235	115149	VS
488237	115158	VS
488238	115164	VS
488241	115177	VS
488241	115187	VS
488244	115197	VS
488247	115199	VS
488257	115205	VS
488272	115211	VS
488277	115213	VS
488289	115219	VS
488307	115225	VS
488334	115240	VS
488339	115243	VS
488347	115251	VS
488356	115262	VS
488361	115269	VS
488367	115276	VS
488371	115282	VS
488379	115292	VS
488383	115297	VS
488391	115314	VS
488395	115324	VS
488402	115334	VS
488409	115342	VS
488420	115353	VS
488429	115362	VS
488437	115371	VS
488441	115374	VS
488450	115389	VS
488453	115393	VS
488459	115404	VS
488463	115409	VS
488470	115416	VS
488476	115424	VS
488488	115436	VS
488495	115443	VS
488506	115457	VS
488508	115462	VS
488511	115472	VS
488511	115487	VS
488516	115497	VS
488520	115502	VS
488522	115509	VS
488524	115519	VS
488524	115529	VS
488522	115539	VS
488522	115554	VS
488523	115563	VS
488524	115575	VS
488526	115586	VS
488527	115597	VS
488527	115607	VS
488526	115611	VS
488524	115635	VS
488523	115638	VS
488522	115644	VS
488514	115659	VS
488508	115669	VS
488499	115682	VS
488490	115690	VS
488483	115697	VS
488477	115701	VS
488464	115709	VS
488454	115714	VS
488448	115720	VS
488444	115725	VS
488437	115734	VS
488433	115739	VS
488425	115746	VS
488419	115751	VS
488414	115757	VS
488411	115761	VS
488407	115771	VS
488404	115779	VS
488403	115787	VS
488403	115793	VS
488400	115803	VS
488395	115817	VS
488391	115828	VS
488386	115837	VS
488380	115847	VS
488377	115853	VS
488374	115863	VS
488371	115874	VS
488368	115882	VS
488359	115900	VS
488359	115906	VS
488353	115914	VS
488346	115927	VS
488329	116041	VS
488270	116102	VS
488256	116117	VS
488185	116181	VS
488165	116186	VS
488136	116190	VS
488117	116186	VS
488093	116173	VS
488082	116173	VS
488064	116175	VS
488041	116183	VS
488000	116203	VS
487906	116240	VS
487823	116268	VS
487770	116287	VS
487741	116295	VS
487734	116298	VS
487719	116305	VS
487684	116314	VS
487672	116323	VS
487644	116351	VS
487541	116444	VS
487607	116526	VS
487443	116602	VS
487284	116675	VS
487190	116719	VS
486952	116831	VS
486869	116872	VS
486772	116913	VS
486506	117054	VS
486315	117155	VS
486163	117234	VS
486154	117242	VS
486154	117249	VS
486156	117254	VS
486155	117268	VS
486158	117273	VS
486164	117279	VS
486164	117287	VS
486167	117292	VS
486172	117297	VS
486179	117303	VS
486185	117309	VS
486188	117312	VS
486192	117320	VS
486194	117329	VS
486199	117340	VS
486202	117346	VS
486205	117353	VS
486208	117358	VS
486213	117369	VS
486216	117373	VS
486218	117376	VS
486224	117382	VS
486225	117387	VS
486225	117394	VS
486224	117397	VS
486224	117409	VS
486224	117416	VS
486225	117424	VS
486227	117431	VS
486229	117441	VS
486232	117446	VS
486234	117449	VS
486236	117452	VS
486239	117457	VS
486247	117463	VS
486262	117463	VS
486275	117468	VS
486277	117472	VS
486281	117478	VS
486283	117487	VS
486285	117494	VS
486290	117504	VS
486301	117519	VS
486306	117523	VS
486316	117530	VS
486328	117536	VS
486333	117538	VS
486351	117538	VS
486362	117542	VS
486368	117545	VS
486375	117550	VS
486380	117554	VS
486388	117568	VS
486393	117572	VS
486398	117572	VS
486403	117568	VS
486413	117563	VS
486421	117565	VS
486438	117577	VS
486448	117586	VS
486450	117589	VS
486456	117599	VS
486460	117602	VS
486467	117598	VS
486471	117588	VS
486475	117587	VS
486482	117593	VS
486489	117602	VS
486492	117603	VS
486498	117602	VS
486499	117597	VS
486494	117587	VS
486495	117581	VS
486499	117579	VS
486504	117580	VS
486524	117593	VS
486532	117599	VS
486539	117611	VS
486544	117626	VS
486545	117637	VS
486548	117641	VS
486572	117631	VS
486578	117633	VS
486581	117641	VS
486581	117648	VS
486579	117656	VS
486586	117678	VS
486588	117686	VS
486586	117688	VS
486587	117699	VS
486589	117703	VS
486594	117703	VS
486601	117699	VS
486610	117695	VS
486619	117690	VS
486625	117689	VS
486636	117699	VS
486645	117707	VS
486654	117716	VS
486674	117729	VS
486679	117733	VS
486680	117742	VS
486681	117754	VS
486686	117758	VS
486690	117756	VS
486701	117746	VS
486709	117742	VS
486714	117742	VS
486727	117746	VS
486738	117749	VS
486752	117749	VS
486770	117754	VS
486777	117761	VS
486783	117766	VS
486793	117783	VS
486800	117790	VS
486809	117801	VS
486823	117801	VS
486826	117803	VS
486835	117802	VS
486844	117806	VS
486849	117811	VS
486851	117816	VS
486846	117832	VS
486851	117835	VS
486863	117835	VS
486881	117838	VS
486896	117843	VS
486904	117851	VS
486908	117863	VS
486910	117872	VS
486897	117880	VS
486887	117898	VS
486883	117905	VS
486879	117910	VS
486865	117928	VS
486861	117934	VS
486866	117951	VS
486866	117957	VS
486866	117963	VS
486853	117975	VS
486844	117979	VS
486828	117987	VS
486814	117996	VS
486805	118001	VS
486796	118009	VS
486792	118014	VS
486787	118020	VS
486780	118028	VS
486778	118030	VS
486775	118034	VS
486768	118040	VS
486762	118045	VS
486752	118048	VS
486742	118048	VS
486723	118051	VS
486717	118054	VS
486713	118058	VS
486709	118065	VS
486706	118070	VS
486706	118087	VS
486710	118101	VS
486711	118107	VS
486711	118114	VS
486701	118126	VS
486692	118132	VS
486669	118153	VS
486666	118161	VS
486650	118202	VS
486638	118227	VS
486626	118249	VS
486621	118266	VS
486616	118276	VS
486606	118298	VS
486597	118311	VS
486600	118315	VS
486620	118343	VS
486656	118436	VS
486683	118504	VS
486740	118670	VS
486741	118674	VS
486760	118728	VS
486792	118823	VS
486856	118947	VS
486891	119015	VS
486920	119069	VS
486929	119087	VS
486966	119138	VS
487001	119187	VS
487033	119231	VS
487127	119295	VS
487262	119389	VS
487333	119438	VS
487368	119466	VS
487374	119463	VS
487404	119468	VS
487412	119466	VS
487441	119454	VS
487456	119446	VS
487461	119444	VS
487476	119460	VS
487483	119465	VS
487495	119465	VS
487509	119460	VS
487522	119460	VS
487534	119466	VS
487539	119466	VS
487552	119459	VS
487562	119452	VS
487577	119445	VS
487586	119443	VS
487604	119439	VS
487624	119436	VS
487638	119431	VS
487652	119430	VS
487675	119427	VS
487687	119426	VS
487710	119430	VS
487727	119433	VS
487742	119443	VS
487756	119457	VS
487762	119459	VS
487769	119454	VS
487773	119449	VS
487778	119440	VS
487780	119433	VS
487788	119423	VS
487797	119423	VS
487803	119426	VS
487808	119438	VS
487808	119450	VS
487819	119455	VS
487825	119438	VS
487828	119434	VS
487841	119430	VS
487864	119427	VS
487874	119426	VS
487878	119424	VS
487883	119415	VS
487889	119411	VS
487899	119413	VS
487909	119418	VS
487917	119418	VS
487939	119411	VS
487954	119411	VS
487978	119398	VS
487998	119403	VS
488011	119403	VS
488029	119396	VS
488044	119378	VS
488053	119374	VS
488066	119370	VS
488072	119366	VS
488083	119360	VS
488089	119354	VS
488093	119346	VS
488101	119341	VS
488113	119335	VS
488127	119331	VS
488143	119331	VS
488152	119331	VS
488167	119334	VS
488177	119338	VS
488189	119339	VS
488194	119337	VS
488211	119322	VS
488217	119316	VS
488224	119311	VS
488238	119309	VS
488257	119298	VS
488266	119293	VS
488276	119293	VS
488291	119298	VS
