river_nr	x	y	river
7	770195	263863	rhine
7	770176	263902	rhine
7	770139	263938	rhine
7	770120	263968	rhine
7	770102	263993	rhine
7	770076	264022	rhine
7	770068	264043	rhine
7	770077	264073	rhine
7	770088	264087	rhine
7	770108	264088	rhine
7	770109	264118	rhine
7	770107	264163	rhine
7	770109	264178	rhine
7	770114	264184	rhine
7	770119	264178	rhine
7	770119	264154	rhine
7	770120	264124	rhine
7	770125	264103	rhine
7	770142	264084	rhine
7	770167	264078	rhine
7	770197	264084	rhine
7	770219	264093	rhine
7	770233	264118	rhine
7	770238	264133	rhine
7	770228	264148	rhine
7	770238	264178	rhine
7	770261	264211	rhine
7	770294	264246	rhine
7	770334	264283	rhine
7	770363	264302	rhine
7	770401	264321	rhine
7	770410	264326	rhine
7	770416	264323	rhine
7	770415	264313	rhine
7	770399	264302	rhine
7	770370	264287	rhine
7	770341	264263	rhine
7	770310	264232	rhine
7	770300	264208	rhine
7	770309	264190	rhine
7	770342	264129	rhine
7	770350	264112	rhine
7	770357	264114	rhine
7	770395	264123	rhine
7	770446	264132	rhine
7	770491	264131	rhine
7	770526	264131	rhine
7	770549	264133	rhine
7	770572	264148	rhine
7	770594	264178	rhine
7	770617	264224	rhine
7	770619	264234	rhine
7	770649	264249	rhine
7	770696	264283	rhine
7	770727	264313	rhine
7	770758	264343	rhine
7	770795	264366	rhine
7	770830	264372	rhine
7	770845	264371	rhine
7	770851	264343	rhine
7	770854	264313	rhine
7	770854	264305	rhine
7	770827	264298	rhine
7	770789	264283	rhine
7	770783	264268	rhine
7	770782	264223	rhine
7	770783	264208	rhine
7	770820	264199	rhine
7	770854	264195	rhine
7	770874	264198	rhine
7	770884	264217	rhine
7	770886	264253	rhine
7	770891	264283	rhine
7	770892	264313	rhine
7	770898	264343	rhine
7	770909	264363	rhine
7	770913	264382	rhine
7	770913	264388	rhine
7	770935	264385	rhine
7	770961	264384	rhine
7	770981	264379	rhine
7	770971	264373	rhine
7	770945	264372	rhine
7	770939	264358	rhine
7	770939	264343	rhine
7	770948	264320	rhine
7	770993	264296	rhine
7	771039	264290	rhine
7	771055	264305	rhine
7	771061	264328	rhine
7	771063	264341	rhine
7	771080	264328	rhine
7	771084	264315	rhine
7	771101	264315	rhine
7	771116	264340	rhine
7	771138	264341	rhine
7	771169	264332	rhine
7	771190	264315	rhine
7	771220	264294	rhine
7	771234	264284	rhine
7	771261	264268	rhine
7	771291	264254	rhine
7	771295	264251	rhine
7	771300	264242	rhine
7	771301	264229	rhine
7	771295	264220	rhine
7	771293	264209	rhine
7	771297	264205	rhine
7	771305	264207	rhine
7	771312	264220	rhine
7	771316	264234	rhine
7	771313	264253	rhine
7	771307	264261	rhine
7	771296	264271	rhine
7	771292	264278	rhine
7	771299	264288	rhine
7	771317	264295	rhine
7	771340	264305	rhine
7	771350	264305	rhine
7	771347	264290	rhine
7	771348	264281	rhine
7	771364	264254	rhine
7	771391	264230	rhine
7	771395	264224	rhine
7	771403	264225	rhine
7	771429	264231	rhine
7	771458	264239	rhine
7	771472	264230	rhine
7	771475	264215	rhine
7	771484	264205	rhine
7	771505	264204	rhine
7	771529	264215	rhine
7	771558	264242	rhine
7	771562	264254	rhine
7	771561	264279	rhine
7	771562	264290	rhine
7	771569	264306	rhine
7	771586	264317	rhine
7	771599	264319	rhine
7	771620	264322	rhine
7	771639	264329	rhine
7	771664	264338	rhine
7	771672	264344	rhine
7	771680	264343	rhine
7	771685	264332	rhine
7	771690	264319	rhine
7	771693	264305	rhine
7	771688	264299	rhine
7	771613	264304	rhine
7	771602	264304	rhine
7	771594	264301	rhine
7	771587	264295	rhine
7	771586	264280	rhine
7	771589	264243	rhine
7	771594	264196	rhine
7	771597	264189	rhine
7	771606	264185	rhine
7	771619	264184	rhine
7	771628	264180	rhine
7	771628	264173	rhine
7	771716	264179	rhine
7	771725	264162	rhine
7	771726	264105	rhine
7	771730	264102	rhine
7	771735	264104	rhine
7	771737	264108	rhine
7	771740	264169	rhine
7	771745	264185	rhine
7	771745	264227	rhine
7	771757	264228	rhine
7	771771	264231	rhine
7	771798	264235	rhine
7	771838	264257	rhine
7	771863	264265	rhine
7	771893	264263	rhine
7	771914	264273	rhine
7	771932	264285	rhine
7	771964	264288	rhine
7	771996	264288	rhine
7	772016	264291	rhine
7	772035	264301	rhine
7	772053	264303	rhine
7	772077	264299	rhine
7	772101	264291	rhine
7	772128	264279	rhine
7	772135	264275	rhine
7	772179	264270	rhine
7	772227	264285	rhine
7	772316	264350	rhine
7	772313	264365	rhine
7	772325	264365	rhine
7	772338	264370	rhine
7	772350	264372	rhine
7	772387	264365	rhine
7	772425	264365	rhine
7	772444	264380	rhine
7	772454	264380	rhine
7	772454	264375	rhine
7	772449	264365	rhine
7	772441	264358	rhine
7	772427	264355	rhine
7	772370	264360	rhine
7	772221	264260	rhine
7	772221	264236	rhine
7	772225	264230	rhine
7	772475	264194	rhine
7	772496	264346	rhine
7	772466	264350	rhine
7	772466	264365	rhine
7	772468	264365	rhine
7	772610	264350	rhine
7	772624	264356	rhine
7	772631	264356	rhine
7	772635	264350	rhine
7	772635	264345	rhine
7	772628	264341	rhine
7	772612	264335	rhine
7	772582	264335	rhine
7	772537	264170	rhine
7	772526	264163	rhine
7	772519	264155	rhine
7	772510	264152	rhine
7	772499	264145	rhine
7	772504	264135	rhine
7	772515	264135	rhine
7	772520	264135	rhine
7	772531	264142	rhine
7	772539	264158	rhine
7	772550	264164	rhine
7	772554	264172	rhine
7	772566	264185	rhine
7	772576	264200	rhine
7	772579	264203	rhine
7	772583	264205	rhine
7	772598	264212	rhine
7	772609	264224	rhine
7	772620	264243	rhine
7	772628	264255	rhine
7	772646	264258	rhine
7	772671	264255	rhine
7	772686	264254	rhine
7	772694	264261	rhine
7	772699	264276	rhine
7	772706	264300	rhine
7	772709	264313	rhine
7	772706	264317	rhine
7	772696	264318	rhine
7	772691	264309	rhine
7	772689	264293	rhine
7	772687	264280	rhine
7	772678	264275	rhine
7	772662	264278	rhine
7	772649	264284	rhine
7	772642	264297	rhine
7	772638	264308	rhine
7	772639	264317	rhine
7	772649	264328	rhine
7	772665	264334	rhine
7	772690	264331	rhine
7	772722	264319	rhine
7	772750	264313	rhine
7	772774	264306	rhine
7	772792	264300	rhine
7	772800	264297	rhine
7	772800	264288	rhine
7	772801	264275	rhine
7	772809	264257	rhine
7	772818	264243	rhine
7	772826	264234	rhine
7	772832	264228	rhine
7	772839	264223	rhine
7	772856	264222	rhine
7	772874	264224	rhine
7	772890	264227	rhine
7	772901	264229	rhine
7	772914	264233	rhine
7	772922	264233	rhine
7	772926	264226	rhine
7	772945	264212	rhine
7	772970	264205	rhine
7	772991	264203	rhine
7	773002	264204	rhine
7	773009	264206	rhine
7	773016	264213	rhine
7	773030	264213	rhine
7	773032	264205	rhine
7	773030	264198	rhine
7	773034	264183	rhine
7	773040	264183	rhine
7	773051	264177	rhine
7	773065	264183	rhine
7	773071	264198	rhine
7	773154	264156	rhine
7	773159	264168	rhine
7	773197	264153	rhine
7	773208	264147	rhine
7	773217	264147	rhine
7	773248	264159	rhine
7	773277	264126	rhine
7	773364	264125	rhine
7	773407	264123	rhine
7	773412	264050	rhine
7	773462	264054	rhine
7	773517	264075	rhine
7	773520	264076	rhine
7	773554	264087	rhine
7	773566	264091	rhine
7	773597	264103	rhine
7	773628	264117	rhine
7	773660	264133	rhine
7	773691	264150	rhine
7	773722	264168	rhine
7	773755	264188	rhine
7	773773	264199	rhine
7	773794	264209	rhine
7	773823	264336	rhine
7	773818	264483	rhine
7	773829	264483	rhine
7	773828	264527	rhine
7	773837	264528	rhine
7	773840	264525	rhine
7	773849	264211	rhine
7	773862	264188	rhine
7	773873	264196	rhine
7	773910	264224	rhine
7	773948	264261	rhine
7	773931	264277	rhine
7	773931	264370	rhine
7	773940	264370	rhine
7	773942	264366	rhine
7	773944	264296	rhine
7	773950	264287	rhine
7	773959	264288	rhine
7	774042	264373	rhine
7	774062	264400	rhine
7	774091	264437	rhine
7	774106	264429	rhine
7	774133	264465	rhine
7	774167	264527	rhine
7	774182	264561	rhine
7	774193	264588	rhine
7	774203	264614	rhine
7	774212	264641	rhine
7	774220	264668	rhine
7	774228	264696	rhine
7	774235	264724	rhine
7	774243	264750	rhine
7	774250	264776	rhine
7	774257	264803	rhine
7	774259	264811	rhine
7	774284	264908	rhine
7	774291	264934	rhine
7	774298	264960	rhine
7	774304	264986	rhine
7	774314	265024	rhine
7	774324	265062	rhine
7	774330	265086	rhine
7	774337	265113	rhine
7	774342	265141	rhine
7	774347	265169	rhine
7	774352	265196	rhine
7	774356	265224	rhine
7	774359	265254	rhine
7	774361	265276	rhine
7	774363	265300	rhine
7	774365	265328	rhine
7	774365	265356	rhine
7	774363	265384	rhine
7	774361	265405	rhine
7	774358	265419	rhine
7	774355	265432	rhine
7	774349	265451	rhine
7	774342	265471	rhine
7	774335	265489	rhine
7	774331	265500	rhine
7	774329	265506	rhine
7	774318	265534	rhine
7	774315	265539	rhine
7	774305	265565	rhine
7	774299	265579	rhine
7	774292	265597	rhine
7	774283	265619	rhine
7	774281	265627	rhine
7	774273	265648	rhine
7	774264	265677	rhine
7	774255	265707	rhine
7	774246	265736	rhine
7	774237	265766	rhine
7	774228	265796	rhine
7	774218	265825	rhine
7	774209	265855	rhine
7	774200	265884	rhine
7	774191	265914	rhine
7	774182	265943	rhine
7	774175	265969	rhine
7	774164	266000	rhine
7	774163	266003	rhine
7	774154	266023	rhine
7	774144	266044	rhine
7	774130	266064	rhine
7	774113	266085	rhine
7	774102	266098	rhine
7	774093	266108	rhine
7	774087	266112	rhine
7	774063	266126	rhine
7	774050	266135	rhine
7	774041	266145	rhine
7	774030	266157	rhine
7	774018	266173	rhine
7	774008	266190	rhine
7	773993	266213	rhine
7	773979	266232	rhine
7	773967	266245	rhine
7	773955	266256	rhine
7	773943	266267	rhine
7	773928	266279	rhine
7	773918	266290	rhine
7	773911	266298	rhine
7	773904	266309	rhine
7	773902	266314	rhine
7	773898	266317	rhine
7	773892	266323	rhine
7	773886	266328	rhine
7	773882	266332	rhine
7	773874	266341	rhine
7	773832	266387	rhine
7	773807	266415	rhine
7	773785	266435	rhine
7	773757	266463	rhine
7	773739	266476	rhine
7	773725	266486	rhine
7	773714	266492	rhine
7	773704	266499	rhine
7	773703	266500	rhine
7	773691	266509	rhine
7	773684	266519	rhine
7	773677	266532	rhine
7	773672	266538	rhine
7	773663	266541	rhine
7	773654	266542	rhine
7	773646	266543	rhine
7	773637	266540	rhine
7	773627	266534	rhine
7	773621	266531	rhine
7	773618	266529	rhine
7	773608	266539	rhine
7	773549	266600	rhine
7	773536	266616	rhine
7	773530	266625	rhine
7	773525	266636	rhine
7	773523	266646	rhine
7	773522	266684	rhine
7	773521	266693	rhine
7	773517	266700	rhine
7	773511	266706	rhine
7	773501	266709	rhine
7	773492	266712	rhine
7	773476	266713	rhine
7	773477	266724	rhine
7	773481	266726	rhine
7	773490	266728	rhine
7	773506	266733	rhine
7	773510	266736	rhine
7	773512	266739	rhine
7	773512	266742	rhine
7	773511	266749	rhine
7	773509	266753	rhine
7	773501	266766	rhine
7	773478	266797	rhine
7	773451	266830	rhine
7	773444	266835	rhine
7	773440	266838	rhine
7	773433	266838	rhine
7	773428	266836	rhine
7	773423	266833	rhine
7	773419	266829	rhine
7	773416	266823	rhine
7	773414	266813	rhine
7	773424	266761	rhine
7	773431	266732	rhine
7	773435	266726	rhine
7	773440	266725	rhine
7	773446	266724	rhine
7	773451	266722	rhine
7	773453	266711	rhine
7	773447	266709	rhine
7	773440	266708	rhine
7	773435	266708	rhine
7	773430	266710	rhine
7	773426	266713	rhine
7	773418	266727	rhine
7	773407	266746	rhine
7	773398	266759	rhine
7	773385	266776	rhine
7	773376	266783	rhine
7	773370	266786	rhine
7	773363	266787	rhine
7	773360	266790	rhine
7	773359	266876	rhine
7	773353	266879	rhine
7	773347	266883	rhine
7	773343	266888	rhine
7	773340	266896	rhine
7	773334	266897	rhine
7	773325	266897	rhine
7	773316	266900	rhine
7	773314	266893	rhine
7	773314	266889	rhine
7	773319	266888	rhine
7	773326	266887	rhine
7	773327	266881	rhine
7	773325	266876	rhine
7	773314	266877	rhine
7	773312	266872	rhine
7	773314	266847	rhine
7	773316	266816	rhine
7	773315	266807	rhine
7	773317	266805	rhine
7	773324	266803	rhine
7	773331	266801	rhine
7	773331	266795	rhine
7	773330	266788	rhine
7	773321	266788	rhine
7	773313	266789	rhine
7	773300	266791	rhine
7	773293	266793	rhine
7	773292	266837	rhine
7	773290	266848	rhine
7	773285	266857	rhine
7	773275	266865	rhine
7	773256	266877	rhine
7	773237	266888	rhine
7	773208	266899	rhine
7	773160	266914	rhine
7	773144	266921	rhine
7	773141	266924	rhine
7	773134	266930	rhine
7	773127	266941	rhine
7	773122	266955	rhine
7	773120	266965	rhine
7	773118	266983	rhine
7	773117	267005	rhine
7	773117	267031	rhine
7	773116	267044	rhine
7	773114	267052	rhine
7	773109	267064	rhine
7	773101	267074	rhine
7	773091	267084	rhine
7	773077	267092	rhine
7	773061	267098	rhine
7	773042	267103	rhine
7	773010	267103	rhine
7	772997	267101	rhine
7	772975	267094	rhine
7	772961	267093	rhine
7	772950	267092	rhine
7	772942	267093	rhine
7	772933	267096	rhine
7	772924	267103	rhine
7	772915	267104	rhine
7	772907	267103	rhine
7	772897	267099	rhine
7	772888	267091	rhine
7	772882	267083	rhine
7	772869	267065	rhine
7	772864	267061	rhine
7	772857	267060	rhine
7	772849	267061	rhine
7	772833	267067	rhine
7	772814	267078	rhine
7	772801	267089	rhine
7	772792	267099	rhine
7	772786	267107	rhine
7	772781	267121	rhine
7	772773	267145	rhine
7	772765	267163	rhine
7	772756	267175	rhine
7	772746	267181	rhine
7	772735	267185	rhine
7	772720	267189	rhine
7	772700	267193	rhine
7	772681	267199	rhine
7	772656	267210	rhine
7	772629	267225	rhine
7	772607	267235	rhine
7	772597	267238	rhine
7	772587	267240	rhine
7	772569	267242	rhine
7	772555	267243	rhine
7	772538	267242	rhine
7	772533	267243	rhine
7	772527	267246	rhine
7	772522	267252	rhine
7	772519	267258	rhine
7	772518	267270	rhine
7	772524	267288	rhine
7	772511	267311	rhine
7	772498	267332	rhine
7	772470	267314	rhine
7	772449	267304	rhine
7	772435	267300	rhine
7	772414	267300	rhine
7	772396	267305	rhine
7	772373	267316	rhine
7	772359	267327	rhine
7	772343	267339	rhine
7	772329	267356	rhine
7	772322	267366	rhine
7	772317	267375	rhine
7	772316	267380	rhine
7	772316	267383	rhine
7	772317	267386	rhine
7	772319	267388	rhine
7	772321	267389	rhine
7	772323	267390	rhine
7	772335	267377	rhine
7	772357	267357	rhine
7	772380	267338	rhine
7	772394	267329	rhine
7	772406	267325	rhine
7	772420	267325	rhine
7	772448	267332	rhine
7	772480	267345	rhine
7	772480	267347	rhine
7	772488	267350	rhine
7	772515	267361	rhine
7	772541	267371	rhine
7	772568	267382	rhine
7	772586	267389	rhine
7	772578	267412	rhine
7	772563	267407	rhine
7	772537	267400	rhine
7	772507	267391	rhine
7	772479	267383	rhine
7	772477	267383	rhine
7	772474	267391	rhine
7	772457	267386	rhine
7	772438	267381	rhine
7	772429	267381	rhine
7	772423	267382	rhine
7	772415	267386	rhine
7	772411	267389	rhine
7	772406	267396	rhine
7	772403	267401	rhine
7	772401	267410	rhine
7	772402	267414	rhine
7	772404	267422	rhine
7	772409	267432	rhine
7	772415	267441	rhine
7	772425	267450	rhine
7	772444	267466	rhine
7	772462	267481	rhine
7	772461	267487	rhine
7	772455	267507	rhine
7	772447	267524	rhine
7	772436	267542	rhine
7	772424	267559	rhine
7	772395	267595	rhine
7	772376	267616	rhine
7	772368	267623	rhine
7	772359	267636	rhine
7	772353	267647	rhine
7	772346	267664	rhine
7	772342	267667	rhine
7	772335	267670	rhine
7	772330	267674	rhine
7	772323	267688	rhine
7	772318	267702	rhine
7	772314	267722	rhine
7	772308	267746	rhine
7	772305	267762	rhine
7	772304	267768	rhine
7	772291	267800	rhine
7	772288	267810	rhine
7	772288	267819	rhine
7	772290	267831	rhine
7	772291	267840	rhine
7	772283	267852	rhine
7	772273	267870	rhine
7	772266	267887	rhine
7	772262	267902	rhine
7	772257	267907	rhine
7	772244	267918	rhine
7	772236	267927	rhine
7	772232	267936	rhine
7	772220	267970	rhine
7	772214	267986	rhine
7	772206	268001	rhine
7	772195	268013	rhine
7	772181	268027	rhine
7	772175	268036	rhine
7	772164	268060	rhine
7	772148	268096	rhine
7	772140	268109	rhine
7	772125	268123	rhine
7	772112	268134	rhine
7	772105	268141	rhine
7	772102	268150	rhine
7	772101	268167	rhine
7	772098	268168	rhine
7	772090	268169	rhine
7	772073	268200	rhine
7	772067	268201	rhine
7	772057	268204	rhine
7	772052	268210	rhine
7	772044	268223	rhine
7	772032	268245	rhine
7	772029	268255	rhine
7	772028	268274	rhine
7	772026	268284	rhine
7	772021	268295	rhine
7	772007	268317	rhine
7	772003	268329	rhine
7	772001	268361	rhine
7	771998	268374	rhine
7	771993	268389	rhine
7	771985	268399	rhine
7	771974	268406	rhine
7	771955	268415	rhine
7	771942	268424	rhine
7	771934	268432	rhine
7	771929	268441	rhine
7	771921	268465	rhine
7	771856	268544	rhine
7	771828	268582	rhine
7	771807	268611	rhine
7	771778	268655	rhine
7	771768	268669	rhine
7	771747	268690	rhine
7	771727	268708	rhine
7	771702	268726	rhine
7	771683	268734	rhine
7	771658	268741	rhine
7	771644	268750	rhine
7	771636	268760	rhine
7	771631	268773	rhine
7	771631	268790	rhine
7	771621	268784	rhine
7	771612	268779	rhine
7	771599	268778	rhine
7	771582	268780	rhine
7	771566	268784	rhine
7	771529	268799	rhine
7	771497	268811	rhine
7	771475	268822	rhine
7	771450	268838	rhine
7	771404	268871	rhine
7	771371	268899	rhine
7	771352	268915	rhine
7	771312	268952	rhine
7	771307	268957	rhine
7	771285	268978	rhine
7	771267	268997	rhine
7	771254	269012	rhine
7	771226	269053	rhine
7	771188	269106	rhine
7	771189	269109	rhine
7	771192	269113	rhine
7	771196	269117	rhine
7	771191	269120	rhine
7	771150	269138	rhine
7	771135	269142	rhine
7	771104	269144	rhine
7	771084	269147	rhine
7	771075	269148	rhine
7	771070	269145	rhine
7	771067	269141	rhine
7	771063	269134	rhine
7	771060	269129	rhine
7	771054	269122	rhine
7	771043	269112	rhine
7	771034	269109	rhine
7	771027	269108	rhine
7	771018	269110	rhine
7	771011	269114	rhine
7	771007	269114	rhine
7	771004	269108	rhine
7	770998	269100	rhine
7	770990	269092	rhine
7	770985	269091	rhine
7	770978	269091	rhine
7	770969	269091	rhine
7	770954	269091	rhine
7	770946	269090	rhine
7	770937	269085	rhine
7	770921	269078	rhine
7	770915	269077	rhine
7	770907	269077	rhine
7	770899	269078	rhine
7	770886	269081	rhine
7	770867	269081	rhine
7	770854	269080	rhine
7	770836	269073	rhine
7	770816	269067	rhine
7	770807	269063	rhine
7	770804	269060	rhine
7	770800	269052	rhine
7	770797	269048	rhine
7	770793	269046	rhine
7	770788	269046	rhine
7	770774	269048	rhine
7	770740	269055	rhine
7	770728	269057	rhine
7	770707	269058	rhine
7	770657	269057	rhine
7	770648	269060	rhine
7	770626	269069	rhine
7	770622	269074	rhine
7	770617	269085	rhine
7	770614	269089	rhine
7	770611	269087	rhine
7	770605	269069	rhine
7	770601	269068	rhine
7	770594	269067	rhine
7	770587	269068	rhine
7	770577	269070	rhine
7	770570	269071	rhine
7	770565	269073	rhine
7	770565	269083	rhine
7	770563	269091	rhine
7	770559	269096	rhine
7	770555	269100	rhine
7	770548	269101	rhine
7	770539	269101	rhine
7	770530	269100	rhine
7	770522	269097	rhine
7	770518	269093	rhine
7	770515	269088	rhine
7	770516	269084	rhine
7	770518	269077	rhine
7	770521	269070	rhine
7	770521	269065	rhine
7	770518	269058	rhine
7	770516	269049	rhine
7	770518	269038	rhine
7	770531	269014	rhine
7	770531	269007	rhine
7	770530	269000	rhine
7	770526	268994	rhine
7	770521	268985	rhine
7	770517	268983	rhine
7	770502	268983	rhine
7	770497	268981	rhine
7	770493	268978	rhine
7	770487	268971	rhine
7	770480	268969	rhine
7	770476	268971	rhine
7	770472	268975	rhine
7	770470	268982	rhine
7	770466	268987	rhine
7	770458	268990	rhine
7	770446	268990	rhine
7	770436	268993	rhine
7	770426	268999	rhine
7	770416	269007	rhine
7	770410	269010	rhine
7	770403	269010	rhine
7	770396	269007	rhine
7	770384	269000	rhine
7	770372	268993	rhine
7	770363	268991	rhine
7	770358	268992	rhine
7	770354	268994	rhine
7	770350	268999	rhine
7	770350	269003	rhine
7	770352	269011	rhine
7	770358	269022	rhine
7	770368	269034	rhine
7	770374	269043	rhine
7	770375	269047	rhine
7	770374	269051	rhine
7	770374	269057	rhine
7	770375	269061	rhine
7	770389	269077	rhine
7	770395	269086	rhine
7	770396	269091	rhine
7	770395	269098	rhine
7	770390	269112	rhine
7	770383	269123	rhine
7	770379	269125	rhine
7	770374	269125	rhine
7	770365	269144	rhine
7	770359	269152	rhine
7	770285	269185	rhine
7	770267	269177	rhine
7	770255	269172	rhine
7	770248	269170	rhine
7	770236	269168	rhine
7	770211	269167	rhine
7	770205	269163	rhine
7	770190	269154	rhine
7	770189	269125	rhine
7	770189	269105	rhine
7	770188	269104	rhine
7	770181	269104	rhine
7	770148	269104	rhine
7	770098	269104	rhine
7	770093	269103	rhine
7	770059	269098	rhine
7	770028	269092	rhine
7	769999	269071	rhine
7	769970	269048	rhine
7	769969	269047	rhine
7	769933	269036	rhine
7	769911	269030	rhine
7	769899	269027	rhine
7	769898	269028	rhine
7	769896	269027	rhine
7	769894	269024	rhine
7	769892	269021	rhine
7	769890	269020	rhine
7	769894	269016	rhine
7	769895	269012	rhine
7	769895	269010	rhine
7	769893	269009	rhine
7	769887	269007	rhine
7	769872	269004	rhine
7	769849	269000	rhine
7	769845	269000	rhine
7	769815	269000	rhine
7	769772	269000	rhine
7	769738	268996	rhine
7	769712	268992	rhine
7	769692	268990	rhine
7	769684	268990	rhine
7	769672	268991	rhine
7	769655	268992	rhine
7	769626	268997	rhine
7	769591	269004	rhine
7	769584	269005	rhine
7	769569	269011	rhine
7	769537	269033	rhine
7	769504	269056	rhine
7	769472	269078	rhine
7	769439	269100	rhine
7	769406	269124	rhine
7	769374	269149	rhine
7	769342	269173	rhine
7	769307	269200	rhine
7	769300	269206	rhine
7	769289	269202	rhine
7	769262	269190	rhine
7	769235	269184	rhine
7	769202	269182	rhine
7	769142	269181	rhine
7	769130	269182	rhine
7	769115	269183	rhine
7	769088	269191	rhine
7	769054	269201	rhine
7	769040	269204	rhine
7	769034	269200	rhine
7	769035	269197	rhine
7	769033	269195	rhine
7	768933	269215	rhine
7	768929	269212	rhine
7	768915	269200	rhine
7	768915	269195	rhine
7	768878	269202	rhine
7	768869	269205	rhine
7	768884	269267	rhine
7	768890	269295	rhine
7	768891	269303	rhine
7	768870	269322	rhine
7	768846	269344	rhine
7	768826	269363	rhine
7	768798	269394	rhine
7	768778	269420	rhine
7	768769	269434	rhine
7	768750	269463	rhine
7	768738	269489	rhine
7	768743	269497	rhine
7	768744	269499	rhine
7	768744	269503	rhine
7	768740	269513	rhine
7	768736	269516	rhine
7	768730	269516	rhine
7	768722	269517	rhine
7	768720	269519	rhine
7	768696	269577	rhine
7	768689	269594	rhine
7	768679	269623	rhine
7	768679	269628	rhine
7	768681	269630	rhine
7	768685	269635	rhine
7	768692	269644	rhine
7	768695	269649	rhine
7	768688	269663	rhine
7	768665	269709	rhine
7	768655	269725	rhine
7	768649	269738	rhine
7	768644	269750	rhine
7	768625	269756	rhine
7	768612	269761	rhine
7	768577	269776	rhine
7	768571	269779	rhine
7	768567	269774	rhine
7	768564	269770	rhine
7	768559	269769	rhine
7	768557	269769	rhine
7	768552	269771	rhine
7	768548	269773	rhine
7	768546	269777	rhine
7	768544	269788	rhine
7	768542	269790	rhine
7	768513	269799	rhine
7	768489	269806	rhine
7	768486	269806	rhine
7	768473	269800	rhine
7	768459	269793	rhine
7	768447	269784	rhine
7	768437	269780	rhine
7	768433	269780	rhine
7	768428	269782	rhine
7	768426	269784	rhine
7	768420	269789	rhine
7	768418	269789	rhine
7	768408	269784	rhine
7	768403	269779	rhine
7	768406	269763	rhine
7	768406	269759	rhine
7	768404	269756	rhine
7	768394	269745	rhine
7	768388	269741	rhine
7	768381	269737	rhine
7	768372	269734	rhine
7	768363	269734	rhine
7	768355	269734	rhine
7	768288	269745	rhine
7	768288	269763	rhine
7	768253	269769	rhine
7	768248	269771	rhine
7	768243	269775	rhine
7	768240	269779	rhine
7	768236	269786	rhine
7	768233	269789	rhine
7	768224	269792	rhine
7	768219	269786	rhine
7	768214	269785	rhine
7	768199	269787	rhine
7	768183	269790	rhine
7	768181	269793	rhine
7	768178	269802	rhine
7	768175	269803	rhine
7	768170	269804	rhine
7	768156	269809	rhine
7	768136	269817	rhine
7	768134	269817	rhine
7	768121	269815	rhine
7	768118	269815	rhine
7	768109	269828	rhine
7	768105	269831	rhine
7	768102	269833	rhine
7	768059	269844	rhine
7	768055	269844	rhine
7	768051	269834	rhine
7	768048	269832	rhine
7	768044	269830	rhine
7	768040	269831	rhine
7	768034	269832	rhine
7	768028	269829	rhine
7	768018	269820	rhine
7	767994	269802	rhine
7	767995	269799	rhine
7	767982	269790	rhine
7	767976	269790	rhine
7	767952	269790	rhine
7	767902	269787	rhine
7	767851	269785	rhine
7	767845	269784	rhine
7	767843	269784	rhine
7	767839	269785	rhine
7	767830	269793	rhine
7	767827	269796	rhine
7	767820	269798	rhine
7	767808	269794	rhine
7	767804	269794	rhine
7	767793	269798	rhine
7	767781	269802	rhine
7	767776	269804	rhine
7	767762	269814	rhine
7	767759	269815	rhine
7	767757	269815	rhine
7	767747	269809	rhine
7	767746	269809	rhine
7	767738	269821	rhine
7	767735	269822	rhine
7	767696	269825	rhine
7	767690	269825	rhine
7	767690	269817	rhine
7	767687	269816	rhine
7	767662	269814	rhine
7	767650	269802	rhine
7	767650	269800	rhine
7	767643	269800	rhine
7	767643	269792	rhine
7	767641	269790	rhine
7	767636	269790	rhine
7	767630	269791	rhine
7	767631	269794	rhine
7	767631	269803	rhine
7	767619	269802	rhine
7	767594	269799	rhine
7	767570	269796	rhine
7	767572	269788	rhine
7	767576	269770	rhine
7	767582	269753	rhine
7	767587	269731	rhine
7	767592	269705	rhine
7	767593	269696	rhine
7	767581	269693	rhine
7	767576	269693	rhine
7	767570	269721	rhine
7	767566	269738	rhine
7	767563	269752	rhine
7	767562	269754	rhine
7	767556	269756	rhine
7	767547	269760	rhine
7	767542	269765	rhine
7	767540	269772	rhine
7	767538	269781	rhine
7	767523	269781	rhine
7	767509	269780	rhine
7	767491	269776	rhine
7	767477	269771	rhine
7	767465	269764	rhine
7	767451	269750	rhine
7	767430	269737	rhine
7	767376	269715	rhine
7	767348	269706	rhine
7	767341	269703	rhine
7	767335	269699	rhine
7	767331	269694	rhine
7	767329	269687	rhine
7	767327	269674	rhine
7	767325	269669	rhine
7	767320	269667	rhine
7	767312	269666	rhine
7	767277	269660	rhine
7	767242	269658	rhine
7	767195	269657	rhine
7	767175	269658	rhine
7	767157	269659	rhine
7	767138	269663	rhine
7	767130	269667	rhine
7	767126	269668	rhine
7	767123	269666	rhine
7	767119	269664	rhine
7	767116	269660	rhine
7	767116	269657	rhine
7	767116	269655	rhine
7	767119	269652	rhine
7	767123	269650	rhine
7	767128	269649	rhine
7	767136	269647	rhine
7	767143	269645	rhine
7	767150	269643	rhine
7	767154	269641	rhine
7	767156	269638	rhine
7	767156	269636	rhine
7	767154	269634	rhine
7	767145	269630	rhine
7	767134	269626	rhine
7	767127	269620	rhine
7	767125	269614	rhine
7	767122	269608	rhine
