locality	valid	xkoord	ykoord	year	locality_name	masl	drainage	river_category	river_name	Strahler_order	distance_to_outlet	catchment	width	depth	var_depth	var_waterlevel	river_bed_modified	natural_cascades	embankment_modifications	width_riparian_left	width_riparian_right	cascades	cascade_height	mud	turbidity	foam	FeS	clogging	waste	periphyton	algae	moss	macrophytes	MSK_class	Agriculture_prop_500m	Woods_prop_500m	Meadows_prop_500m	Settlement_prop_500m	Water_prop_500m	Agriculture_prop_1km	Woods_prop_1km	Meadows_prop_1km	Settlement_prop_1km	Water_prop_1km	Calcite_prop_1km	Agriculture_prop_5km	Woods_prop_5km	Meadows_prop_5km	Settlement_prop_5km	Water_prop_5km	Calcite_prop_5km	Agriculture_prop_10km	Woods_prop_10km	Meadows_prop_10km	Settlement_prop_10km	Water_prop_10km	Calcite_prop_10km	Agriculture_prop_100km	Woods_prop_100km	Meadows_prop_100km	Settlement_prop_100km	Water_prop_100km	Calcite_prop_100km	Agriculture_prop_1000km	Woods_prop_1000km	Meadows_prop_1000km	Settlement_prop_1000km	Water_prop_1000km	Calcite_prop_1000km
632211	valid	632000	211770	2011	Eriswil	867	RHEIN	Bach	Schwändibach	2	166365	2630728	0.60	0.05	2_medium	3_high	0.00	no	1_no	3.00	5.00	1_no	0.00	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_natural	0.181818182	0.298701299	0.019480519	0	0	0.212290503	0.245810056	0.027932961	0.011173184	0	0	0.263461538	0.2	0.019230769	0.015384615	0	0	0.260377358	0.201886792	0.018867925	0.016981132	0	0	0.260377358	0.201886792	0.018867925	0.016981132	0	0	0.260377358	0.201886792	0.018867925	0.016981132	0	0.563747208
632251	valid	632000	251771	2011	Haefelfingen	525	RHEIN	Bach	NA	2	39568	3428912	1.10	0.11	3_high	3_high	0.00	no	3_medium	1.00	2.50	3_artificial	15.00	2_medium	1_no	1_no	1_no	2_medium	1_no	1_no	1_no	1_no	1_no	2_low_impacted	0.41025641	0.012820513	0	0.076923077	0	0.317567568	0.144144144	0	0.038288288	0	0.92394141	0.271676301	0.199421965	0	0.028901734	0	0.82782778	0.270893372	0.200288184	0	0.028818444	0	0.82782778	0.270893372	0.200288184	0	0.028818444	0	0.82782778	0.270893372	0.200288184	0	0.028818444	0	0.04996044
638195	valid	638000	195540	2011	Escholzmatt	852	RHEIN	Bach	Alpbach	2	214291	2958104	2.30	0.14	3_high	3_high	0.00	no	1_no	2.00	2.00	1_no	0.00	1_no	1_no	2_medium	1_no	2_medium	1_no	1_no	1_no	1_no	1_no	2_low_impacted	0.35	0.07	0	0.07	0	0.352272727	0.079545455	0	0.060606061	0.003787879	0.727273941	0.197969543	0.260575296	0.003384095	0.028764805	0	0.535115249	0.196046129	0.261943987	0.003294893	0.029654036	0	0.535115249	0.196046129	0.261943987	0.003294893	0.029654036	0	0.535115249	0.196046129	0.261943987	0.003294893	0.029654036	0	0.441392505
638235	valid	638038	236000	2011	Brittnau	438	RHEIN	Bach	Wigger	6	131409	346444420	11.00	0.50	2_medium	2_medium	20.00	no	4_high	16.00	16.00	3_artificial	20.00	1_no	1_no	1_no	2_medium	2_medium	1_no	1_no	2_medium	1_no	1_no	4_artificial	0.244186047	0.011627907	0	0.23255814	0.011627907	0.28125	0.0703125	0	0.13671875	0.01171875	0.2196771	0.240687679	0.17860554	0	0.074498567	0.005253104	0.572755583	0.270131086	0.168632959	0	0.05664794	0.00252809	0.540802471	0.316478672	0.138438711	0.004926747	0.035481222	0.002261694	0.302441292	0.316478672	0.138438711	0.004926747	0.035481222	0.002261694	0.677197001
644099	valid	644063	100000	2011	Saas_Almagell	2446	RHONE	Bach	Furggbach	3	238332	4764771	6.00	0.30	3_high	3_high	0.00	yes	1_no	16.00	16.00	2_natural	60.00	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_natural	0	0	0.03	0	0.03	0	0	0.012539185	0	0.012539185	0	0	0	0.004324324	0	0.004324324	0	0	0	0.004314995	0	0.004314995	0	0	0	0.004314995	0	0.004314995	0	0	0	0.004314995	0	0.004314995	0.104835555
644139	valid	644000	139008	2011	Naters	1899	RHONE	Bach	Oberaletschgletsche	3	227082	38259545	2.00	0.20	3_high	3_high	0.00	yes	1_no	16.00	16.00	2_natural	50.00	1_no	1_no	1_no	1_no	2_medium	1_no	1_no	1_no	1_no	1_no	1_natural	0	0	0.047619048	0	0.047619048	0	0	0.023529412	0	0.035294118	0	0	0	0.001071429	0	0.001071429	0	0	0	0.000391798	0	0.000391798	0	0	0	0.000391798	0	0.000391798	0	0	0	0.000391798	0	0.000391798	0.748582375
644179	valid	644370	180000	2011	Brienz	1211	RHEIN	Bach	Mülibach	2	285377	4832787	4.00	0.20	3_high	3_high	0.00	yes	1_no	16.00	16.00	2_natural	400.00	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_natural	0	0.253968254	0.198412698	0.007936508	0.007936508	0.020895522	0.182089552	0.229850746	0.008955224	0.002985075	0.759666638	0.00660066	0.061606161	0.316831683	0.00660066	0.00440044	0.910475024	0.013626834	0.064989518	0.301886792	0.01572327	0.003144654	0.910475024	0.013626834	0.064989518	0.301886792	0.01572327	0.003144654	0.910475024	0.013626834	0.064989518	0.301886792	0.01572327	0.003144654	0.082655745
644219	valid	644000	219638	2011	Grosswangen	621	RHEIN	Bach	NA	2	150670	1782060	0.60	0.08	3_high	3_high	0.00	no	1_no	15.00	10.00	1_no	0.00	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_natural	0.207792208	0.272727273	0	0.019480519	0	0.316666667	0.166666667	0	0.016666667	0	0.28037854	0.317934783	0.16576087	0	0.016304348	0	0.310535204	0.319148936	0.164893617	0	0.015957447	0	0.310535204	0.319148936	0.164893617	0	0.015957447	0	0.310535204	0.319148936	0.164893617	0	0.015957447	0	0.216075783
650163	valid	650000	163364	2011	Grindelwald	1853	RHEIN	Bach_U	Schwarze_Lütschine	4	298770	16193478	6.00	0.10	2_medium	3_high	0.00	yes	1_no	16.00	16.00	2_natural	100.00	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_natural	0	0	0.012987013	0	0	0	0	0.037254902	0	0.001960784	0.216362302	0	0	0.006578947	0	0.000313283	0.067084724	0	0	0.006836544	0	0.000310752	0.067084724	0	0	0.006836544	0	0.000310752	0.067084724	0	0	0.006836544	0	0.000310752	0.904170787
650203	valid	650683	204000	2011	Entlebuch	1047	RHEIN	Bach	NA	2	175654	1588932	1.20	0.05	3_high	3_high	0.00	no	1_no	5.00	5.00	1_no	0.00	2_medium	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_natural	0.184931507	0.273972603	0.02739726	0	0	0.198757764	0.260869565	0.027950311	0.00310559	0	0.166498928	0.195512821	0.262820513	0.028846154	0.003205128	0	0.166423605	0.198757764	0.260869565	0.027950311	0.00310559	0	0.166423605	0.198757764	0.260869565	0.027950311	0.00310559	0	0.166423605	0.198757764	0.260869565	0.027950311	0.00310559	0	0.015574955
650227	valid	650000	227277	2011	Geuensee	490	RHEIN	Bach	NA	3	133238	2793439	0.70	0.07	1_no	1_no	0.00	no	4_high	1.00	16.00	1_no	0.00	3_high	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	3_high_impacted	0.375	0	0	0.125	0	0.344262295	0	0	0.147540984	0	0	0.366548043	0.097864769	0	0.035587189	0	0	0.357723577	0.091056911	0	0.050406504	0	0	0.357723577	0.091056911	0	0.050406504	0	0	0.357723577	0.091056911	0	0.050406504	0	0.019503467
650243	valid	650000	243503	2011	Graenichen	465	RHEIN	Bach	Pfendelbach	3	114860	1067952	0.25	0.04	2_medium	3_high	0.00	no	1_no	0.00	0.00	1_no	0.00	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	2_low_impacted	0.09	0.39	0	0.01	0.01	0.085227273	0.403409091	0	0.005681818	0.005681818	0.87563195	0.110091743	0.376146789	0	0.009174312	0.004587156	0.900267968	0.108786611	0.376569038	0	0.008368201	0.0041841	0.900267968	0.108786611	0.376569038	0	0.008368201	0.0041841	0.900267968	0.108786611	0.376569038	0	0.008368201	0.0041841	0.687887377
656147	valid	657000	147770	2011	Grafschaft	2437	RHONE	Bach	Walibach	3	245275	2951797	5.00	0.25	3_high	3_high	0.00	yes	1_no	16.00	16.00	2_natural	100.00	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	2_medium	1_no	1_natural	0	0	0.069444444	0	0.027777778	0	0	0.045774648	0	0.017605634	0	0	0	0.016216216	0	0.009009009	0	0	0	0.015706806	0	0.008726003	0	0	0	0.015706806	0	0.008726003	0	0	0	0.015706806	0	0.008726003	1
656187	valid	656000	187001	2011	Giswil	497	RHEIN	Bach	NA	5	190859	44781737	7.50	0.10	3_high	3_high	0.00	no	1_no	5.00	7.00	1_no	0.00	2_medium	3_high	1_no	1_no	2_medium	1_no	1_no	1_no	1_no	1_no	2_low_impacted	0.180851064	0.191489362	0	0.053191489	0.042553191	0.178438662	0.226765799	0	0.040892193	0.037174721	0.057225701	0.073029813	0.324936446	0.058932286	0.010862029	0.007626531	0.479485125	0.035678223	0.300796589	0.117805453	0.006507349	0.00594637	0.565784042	0.035678223	0.300796589	0.117805453	0.006507349	0.00594637	0.565784042	0.035678223	0.300796589	0.117805453	0.006507349	0.00594637	0.764584539
656227	valid	657000	227974	2011	Beromuenster	645	RHEIN	Bach	Wyna	3	135416	16873908	2.00	0.04	2_medium	2_medium	0.00	no	1_no	2.50	2.50	1_no	0.00	3_high	1_no	2_medium	1_no	1_no	1_no	1_no	3_high	1_no	1_no	2_low_impacted	0.425	0.01875	0	0.05625	0	0.373553719	0.033057851	0	0.090909091	0	0	0.327917282	0.127917282	0	0.041949778	0.000886263	0	0.326962658	0.128197589	0	0.042634519	0.000882094	0	0.326962658	0.128197589	0	0.042634519	0.000882094	0	0.326962658	0.128197589	0	0.042634519	0.000882094	0.046888245
668155	valid	668000	155508	2011	Obergoms	2240	RHONE	Bach	NA	2	257891	2657059	1.50	0.00	2_medium	3_high	0.00	yes	1_no	16.00	16.00	2_natural	80.00	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_natural	0	0	0.451612903	0	0.010752688	0	0.003174603	0.384126984	0.003174603	0.003174603	0	0.001937984	0.054263566	0.312015504	0.009689922	0.001937984	0	0.001828154	0.053016453	0.305301645	0.009140768	0.001828154	0	0.001828154	0.053016453	0.305301645	0.009140768	0.001828154	0	0.001828154	0.053016453	0.305301645	0.009140768	0.001828154	0.271049924
668219	valid	668245	220000	2011	Inwil	429	RHEIN	Bach	Schwinibach	3	148959	13681290	2.40	0.32	2_medium	1_no	0.00	no	1_no	1.20	1.50	1_no	0.00	3_high	1_no	2_medium	3_high	1_no	1_no	1_no	1_no	1_no	1_no	3_high_impacted	0.19047619	0.285714286	0	0.023809524	0	0.324626866	0.134328358	0	0.037313433	0	0.986118532	0.382867133	0.072552448	0	0.044143357	0	0.786488016	0.385386819	0.073782235	0	0.040114613	0	0.706707273	0.385386819	0.073782235	0	0.040114613	0	0.706707273	0.385386819	0.073782235	0	0.040114613	0	0.76716396
668235	valid	668625	236000	2011	Muri	462	RHEIN	Bach	Bünz	3	120937	9448759	2.20	0.19	2_medium	2_medium	20.00	no	3_medium	1.00	1.00	1_no	0.00	1_no	1_no	2_medium	1_no	3_high	1_no	1_no	1_no	1_no	1_no	3_high_impacted	0.189781022	0.00729927	0	0.291970803	0	0.197568389	0.048632219	0	0.249240122	0	0.00418293	0.362767154	0.075365579	0	0.060179978	0	0.095284091	0.34611399	0.092746114	0	0.059585492	0	0.089733762	0.34611399	0.092746114	0	0.059585492	0	0.089733762	0.34611399	0.092746114	0	0.059585492	0	0.176736111
674179	valid	675000	179132	2011	Gadmen	1980	RHEIN	Bach	NA	3	318349	5033921	3.00	0.10	3_high	3_high	0.00	yes	1_no	16.00	16.00	2_natural	80.00	1_no	2_medium	1_no	1_no	2_medium	1_no	1_no	1_no	1_no	1_no	1_natural	0	0.010416667	0	0	0.010416667	0	0.007537688	0.005025126	0	0.005025126	0.023199913	0	0.003030303	0.003030303	0	0.002020202	0.140794098	0	0.003	0.003	0	0.002	0.140794098	0	0.003	0.003	0	0.002	0.140794098	0	0.003	0.003	0	0.002	0.119988532
674219	valid	674471	220000	2011	Risch	561	RHEIN	Bach	Binzmühlebach	2	143864	1096258	1.30	0.13	3_high	3_high	0.00	yes	1_no	16.00	16.00	2_natural	80.00	2_medium	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_natural	0.173469388	0.326530612	0	0	0	0.252631579	0.236842105	0	0.010526316	0	0.372042313	0.26635514	0.219626168	0	0.014018692	0	0.444382675	0.292307692	0.188461538	0	0.019230769	0	0.444382675	0.292307692	0.188461538	0	0.019230769	0	0.444382675	0.292307692	0.188461538	0	0.019230769	0	0.102191879
680123	valid	680000	123425	2011	Campo	1713	TICINO	Bach	Ri_di_Sfii	2	79772	4187172	4.50	0.30	2_medium	1_no	0.00	yes	1_no	16.00	16.00	2_natural	50.00	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	2_low_impacted	0	0.207920792	0.059405941	0	0.00990099	0	0.114942529	0.126436782	0	0.003831418	0	0	0.040629096	0.124508519	0	0.002621232	0	0	0.04041721	0.126466754	0	0.002607562	0	0	0.04041721	0.126466754	0	0.002607562	0	0	0.04041721	0.126466754	0	0.002607562	0.172866859
680243	valid	681000	243869	2011	Zuerich	517	RHEIN	Bach	NA	2	122618	218140	1.00	0.10	3_high	3_high	0.00	yes	1_no	15.00	15.00	2_natural	10.00	1_no	1_no	1_no	1_no	2_medium	2_medium	1_no	1_no	1_no	1_no	1_natural	0.103896104	0.376623377	0	0.012987013	0	0.063432836	0.326492537	0	0.093283582	0.01119403	0.588549016	0.109326019	0.205329154	0	0.173589342	0.007445141	0.412836644	0.095560022	0.2665814	0	0.126256167	0.007125891	0.41824613	0.154407913	0.213908385	0.060742559	0.030333867	0.020082906	0.471306759	0.154407913	0.213908385	0.060742559	0.030333867	0.020082906	0.198091565
680283	valid	680000	284000	2011	Gaechlingen	454	RHEIN	Bach	Seltenbach	2	99230	9670503	1.60	0.08	1_no	1_no	100.00	no	3_medium	3.00	5.00	1_no	0.00	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	4_artificial	0.414285714	0	0	0.057142857	0.028571429	0.443877551	0.005102041	0	0.035714286	0.015306122	0.012611443	0.248322148	0.216313887	0	0.029943211	0.002581311	0.487045226	0.250127616	0.214905564	0	0.029606942	0.002552323	0.488219262	0.250127616	0.214905564	0	0.029606942	0.002552323	0.488219262	0.250127616	0.214905564	0	0.029606942	0.002552323	0.754941729
686187	valid	686000	187157	2011	Erstfeld	1766	RHEIN	Bach	NA	2	208334	3221822	3.00	0.30	3_high	3_high	0.00	yes	1_no	15.00	3.00	2_natural	80.00	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_natural	0	0.007352941	0.095588235	0	0	0	0.005	0.0425	0	0	0.800014054	0	0.003284072	0.027914614	0	0	0.794891776	0	0.00921659	0.036866359	0	0	0.794891776	0	0.00921659	0.036866359	0	0	0.794891776	0	0.00921659	0.036866359	0	0	0
686211	valid	686000	211223	2011	Arth	459	RHEIN	Bach	Goldbach	3	194943	3932969	1.80	0.23	3_high	3_high	0.00	no	1_no	0.50	16.00	1_no	0.00	2_medium	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_natural	0.076923077	0.358974359	0	0	0.012820513	0.069958848	0.304526749	0	0.086419753	0.004115226	0	0.093867334	0.291614518	0.020025031	0.067584481	0.002503129	0	0.092659446	0.292418773	0.02045728	0.067388688	0.003610108	0	0.092659446	0.292418773	0.02045728	0.067388688	0.003610108	0	0.092659446	0.292418773	0.02045728	0.067388688	0.003610108	0.758281654
686267	valid	686000	267318	2011	Freienstein_Teufen	488	RHEIN	Bach	NA	2	104696	2764930	1.00	0.10	3_high	2_medium	0.00	no	1_no	2.00	10.00	2_natural	12.00	1_no	1_no	1_no	1_no	2_medium	1_no	1_no	1_no	1_no	1_no	2_low_impacted	0.134615385	0.333333333	0	0.032051282	0	0.109693878	0.364795918	0	0.025510204	0	0.932594193	0.080645161	0.399641577	0	0.017921147	0.001792115	0.702101709	0.080357143	0.4	0	0.017857143	0.001785714	0.702101709	0.080357143	0.4	0	0.017857143	0.001785714	0.702101709	0.080357143	0.4	0	0.017857143	0.001785714	0.240257204
692131	valid	692000	131036	2011	Cevio	1416	TICINO	Bach	Ri_Grande	2	70132	1376001	3.30	0.10	3_high	3_high	0.00	yes	1_no	16.00	16.00	2_natural	20.00	2_medium	1_no	2_medium	1_no	1_no	1_no	1_no	1_no	3_high	1_no	1_natural	0	0.46875	0.015625	0	0	0	0.453900709	0.007092199	0	0.003546099	0	0	0.456521739	0.007246377	0	0.003623188	0	0	0.457746479	0.007042254	0	0.003521127	0	0	0.457746479	0.007042254	0	0.003521127	0	0	0.457746479	0.007042254	0	0.003521127	0.895101432
692211	valid	692000	211204	2011	Schwyz	879	RHEIN	Bach	NA	2	193276	1680062	1.50	0.10	2_medium	1_no	10.00	no	2_low	15.00	15.00	3_artificial	300.00	2_medium	1_no	2_medium	1_no	1_no	2_medium	1_no	1_no	1_no	1_no	2_low_impacted	0.367924528	0.103773585	0	0.028301887	0	0.34	0.128	0	0.032	0	1	0.307692308	0.150887574	0.01183432	0.026627219	0.00295858	0.967921208	0.300561798	0.148876404	0.02247191	0.025280899	0.002808989	0.967921208	0.300561798	0.148876404	0.02247191	0.025280899	0.002808989	0.967921208	0.300561798	0.148876404	0.02247191	0.025280899	0.002808989	0.030977662
698115	valid	698000	115135	2011	Intragna	254	TICINO	Fluss	Melezza	6	46590	320424265	25.00	0.40	3_high	3_high	0.00	no	3_medium	10.00	16.00	1_no	0.00	1_no	1_no	1_no	1_no	1_no	3_high	1_no	1_no	1_no	1_no	2_low_impacted	0.044025157	0.270440252	0	0.100628931	0.056603774	0.024734982	0.360424028	0.003533569	0.051236749	0.028268551	0	0.010005198	0.42216736	0.019620582	0.011044699	0.009095634	0.003320423	0.009439471	0.398647334	0.015521604	0.007639159	0.011045154	0.005624607	0.007188549	0.350465514	0.039236177	0.006206853	0.011305339	0.003580908	0.007188549	0.350465514	0.039236177	0.006206853	0.011305339	0.79363105
698155	valid	698000	155756	2011	Quinto	1951	TICINO	Bach	Murinascia_Grande	4	112300	11867322	7.00	0.30	3_high	3_high	0.00	no	1_no	16.00	16.00	2_natural	40.00	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_natural	0	0.097560976	0.195121951	0.024390244	0.012195122	0	0.033210332	0.273062731	0.007380074	0.014760148	0.411145825	0	0.004122767	0.29225836	0.001832341	0.01053596	0.188794715	0	0.004092769	0.291041382	0.001819009	0.0104593	0.188794715	0	0.004092769	0.291041382	0.001819009	0.0104593	0.188794715	0	0.004092769	0.291041382	0.001819009	0.0104593	0.937415784
698219	valid	698412	220000	2011	Einsiedeln	890	RHEIN	Bach	NA	3	167148	36159830	2.20	0.40	2_medium	1_no	0.00	no	1_no	2.00	2.50	1_no	0.00	2_medium	2_medium	1_no	2_medium	2_medium	1_no	2_medium	1_no	2_medium	1_no	3_high_impacted	0.25	0.027777778	0	0.194444444	0.009259259	0.263779528	0.05511811	0	0.157480315	0.015748031	0	0.182692308	0.262943787	0.021449704	0.026997041	0.002588757	0.294631761	0.126621371	0.293699815	0.046016059	0.016676961	0.00293391	0.567320212	0.113968033	0.288116748	0.063516331	0.015288395	0.002779708	0.592092642	0.113968033	0.288116748	0.063516331	0.015288395	0.002779708	0.219903777
698235	valid	699000	235462	2011	Hombrechtikon	541	RHEIN	Bach	Feldbach	3	153626	1965609	1.50	0.10	3_high	2_medium	0.00	no	1_no	4.00	15.00	1_no	0.00	2_medium	1_no	2_medium	1_no	1_no	1_no	1_no	1_no	1_no	1_no	2_low_impacted	0.336734694	0.112244898	0	0.040816327	0	0.285087719	0.144736842	0	0.030701754	0	0.671522625	0.271794872	0.179487179	0	0.020512821	0	0.619423967	0.280373832	0.16588785	0	0.021028037	0	0.619423967	0.280373832	0.16588785	0	0.021028037	0	0.619423967	0.280373832	0.16588785	0	0.021028037	0	0.081421542
704179	valid	704442	180000	2011	Silenen	2050	RHEIN	Bach	Brunnibach	3	224916	11097064	7.50	0.50	3_high	2_medium	0.00	no	1_no	0.00	0.00	1_no	0.00	1_no	3_high	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	2_low_impacted	0	0	0.192307692	0	0.007692308	0	0	0.081081081	0	0.002457002	0	0	0	0.01600388	0	0.000484966	0	0	0	0.016066212	0	0.000486855	0	0	0	0.016066212	0	0.000486855	0	0	0	0.016066212	0	0.000486855	0.827022999
704219	valid	704219	220000	2011	Einsiedeln	1023	RHEIN	Bach	Dimmerbach	3	171455	1630758	1.50	0.15	3_high	3_high	0.00	yes	1_no	15.00	15.00	2_natural	20.00	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_natural	0.101351351	0.290540541	0.081081081	0.027027027	0	0.102040816	0.238095238	0.139455782	0.013605442	0	0.511521795	0.101190476	0.229166667	0.142857143	0.017857143	0	0.511097801	0.106936416	0.228323699	0.138728324	0.01734104	0	0.511097801	0.106936416	0.228323699	0.138728324	0.01734104	0	0.511097801	0.106936416	0.228323699	0.138728324	0.01734104	0	0.204898871
704259	valid	704639	260000	2011	Schlatt	584	RHEIN	Bach	NA	2	129097	2733216	1.00	0.20	1_no	1_no	0.00	no	4_high	3.00	1.50	1_no	0.00	2_medium	1_no	1_no	1_no	1_no	1_no	1_no	2_medium	1_no	2_medium	3_high_impacted	0.358333333	0.108333333	0	0.025	0	0.273631841	0.186567164	0	0.037313433	0	0.486649087	0.24	0.230909091	0	0.027272727	0	0.576482683	0.236842105	0.235087719	0	0.026315789	0	0.576482683	0.236842105	0.235087719	0	0.026315789	0	0.576482683	0.236842105	0.235087719	0	0.026315789	0	0.074356
710123	valid	710000	123769	2011	Lavertezzo	1066	TICINO	Bach	NA	2	55663	524501	3.00	0.20	3_high	3_high	0.00	yes	1_no	16.00	16.00	2_natural	20.00	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_natural	0	0.442307692	0	0	0	0	0.392307692	0	0	0	0	0	0.396226415	0	0	0	0	0	0.392307692	0	0	0	0	0	0.392307692	0	0	0	0	0	0.392307692	0	0	0	1
710243	valid	710000	243657	2011	Baeretswil	860	RHEIN	Bach	Wissenbach	2	150728	3478336	0.40	0.05	3_high	3_high	0.00	yes	1_no	16.00	16.00	2_natural	20.00	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_natural	0.161971831	0.330985915	0	0.007042254	0	0.218274112	0.256345178	0	0.025380711	0	0.881416459	0.214285714	0.260932945	0	0.023323615	0	0.865241232	0.214697406	0.260806916	0	0.023054755	0	0.865241232	0.214697406	0.260806916	0	0.023054755	0	0.865241232	0.214697406	0.260806916	0	0.023054755	0	0.036675824
716107	valid	716000	107256	2011	Camignolo	449	TICINO	Fluss	Vedeggio	5	52625	36102035	11.50	0.20	2_medium	1_no	0.00	yes	3_medium	0.50	5.00	2_natural	100.00	1_no	1_no	1_no	1_no	2_medium	1_no	1_no	2_medium	1_no	1_no	3_high_impacted	0	0.375	0	0.109375	0.015625	0.036082474	0.407216495	0	0.046391753	0.010309278	0	0.022964509	0.382045929	0.044885177	0.017049408	0.00243563	0	0.011335198	0.375092006	0.063447667	0.009421463	0.003091418	0	0.010779784	0.368472631	0.065238695	0.008959821	0.002939941	0	0.010779784	0.368472631	0.065238695	0.008959821	0.002939941	0.579079902
716187	valid	716000	187598	2011	Linthal	1590	RHEIN	Bach	Bifertenbach	2	213979	1359718	1.20	0.10	3_high	2_medium	0.00	yes	1_no	16.00	16.00	2_natural	110.00	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	2_low_impacted	0	0.05	0.4	0	0	0	0.06185567	0.309278351	0	0	0	0	0.023622047	0.192913386	0	0	0.037063643	0	0.02189781	0.182481752	0	0	0.037063643	0	0.02189781	0.182481752	0	0	0.037063643	0	0.02189781	0.182481752	0	0	0.859030581
716227	valid	716000	227132	2011	Benken	410	RHEIN	Fluss	NA	2	165281	1843838	1.50	0.15	1_no	1_no	100.00	no	4_high	7.00	15.00	1_no	0.00	3_high	3_high	2_medium	1_no	1_no	1_no	1_no	1_no	1_no	1_no	4_artificial	0.392857143	0.035714286	0	0.071428571	0	0.37	0.04	0	0.05	0.01	0	0.353424658	0.02739726	0	0.093150685	0.019178082	0	0.348148148	0.02962963	0	0.098765432	0.017283951	0	0.348148148	0.02962963	0	0.098765432	0.017283951	0	0.348148148	0.02962963	0	0.098765432	0.017283951	0.176504332
716267	valid	716000	267537	2011	Thundorf	578	RHEIN	Bach	NA	2	153246	3051648	1.30	0.08	2_medium	2_medium	0.00	no	1_no	4.00	2.00	3_artificial	30.00	2_medium	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	2_low_impacted	0.421052632	0.01754386	0	0.052631579	0.00877193	0.411764706	0.037433155	0	0.048128342	0.002673797	0.628030763	0.383606557	0.075409836	0	0.039344262	0.001639344	0.767432553	0.383757962	0.074840764	0	0.039808917	0.001592357	0.767432553	0.383757962	0.074840764	0	0.039808917	0.001592357	0.767432553	0.383757962	0.074840764	0	0.039808917	0.001592357	0.947981165
722131	valid	722000	131993	2011	Osogna	1243	TICINO	Bach	Nala	3	74962	11609252	5.50	0.20	2_medium	1_no	0.00	yes	1_no	16.00	16.00	2_natural	150.00	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	2_low_impacted	0	0.434210526	0	0	0.019736842	0	0.460162602	0	0	0.006504065	0	0	0.283595922	0.02502317	0.000463392	0.004170528	0.012091606	0	0.281105991	0.024884793	0.000460829	0.004147465	0.012091606	0	0.281105991	0.024884793	0.000460829	0.004147465	0.012091606	0	0.281105991	0.024884793	0.000460829	0.004147465	0.385462084
722171	valid	722000	171010	2011	Obersaxen	2417	RHEIN	Bach	Tscharbach	2	347088	2395122	2.50	0.20	3_high	3_high	0.00	yes	1_no	16.00	16.00	2_natural	100.00	1_no	1_no	2_medium	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_natural	0	0	0.1875	0	0	0	0	0.156462585	0	0.003401361	0	0	0	0.117777778	0	0.006666667	0	0	0	0.116071429	0	0.006696429	0	0	0	0.116071429	0	0.006696429	0	0	0	0.116071429	0	0.006696429	1
722211	valid	722044	212000	2011	Riedern	543	RHEIN	Fluss	Löntsch	4	183724	90929031	4.50	0.31	3_high	3_high	10.00	yes	3_medium	16.00	16.00	2_natural	35.00	3_high	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	2_low_impacted	0.125	0.285714286	0	0.071428571	0.017857143	0.144654088	0.301886792	0	0.044025157	0.006289308	0.194534778	0.032392027	0.19324474	0.091362126	0.012735327	0.036821705	0.595396372	0.025341322	0.155289264	0.098025734	0.006384442	0.034574207	0.703644222	0.015335959	0.122031269	0.141544337	0.004475474	0.022079007	0.79109405	0.015335959	0.122031269	0.141544337	0.004475474	0.022079007	0.389280236
