FID,FID_1,locality,xkoord,ykoord,OBJECTID_1,OBJECTID,EZGNR,TEILEZGNR,GWLNR,MEASURE,GEWISSNR,CH,SEE,H1,H2,KANAL,FLUSSGB,RELEASE,MUTATION,HIERARCHIE,INTERNS,POLY_ID,tezgnr40,tezgnr150,tezgnr1000,Shape_Leng,Shape_Le_1,Shape_Area
285,158,"650,243","650,000","243,503","11,600","11,600","166,438","66,438",CH0011520000,0,"1,152",1,0,"15,962.000000000000000","15,963.000000000000000",0,20,"2,012","2,010",24722172,1.000000000000000,"72,283","107,013","120,337","130,193","5,367.567090390000000","5,367.567090390000000","1,067,951.894200000000000"
286,366,"602,243","602,000","243,957","11,654","11,654","139,162","39,162",CH0008070000,"8,932",807,1,0,"7,421.000000000000000","7,438.000000000000000",0,10,"2,012","2,012",226913,1.000000000000000,"1,609","106,363","120,327","130,442","1,984.640693150000100","1,984.640693150000100","192,943.508504000000000"
287,142,"620,243","620,000","243,337","11,679","11,679","178,322","78,322",CH0030250000,0,"3,025",1,0,"16,623.000000000000000","16,650.000000000000000",0,20,"2,012","2,010",24746461,1.000000000000000,"39,796","102,827","120,485","130,349","6,767.945334130000400","6,767.945334130000400","1,897,841.711790000100000"
288,49,"614,243","614,000","243,915","11,680","11,680","112,531","12,531",CH0030250000,"6,510","3,025",1,0,"16,639.000000000000000","16,644.000000000000000",0,20,"2,012","2,010",247464693,1.000000000000000,"41,100","102,827","120,485","130,349","8,932.399506159999900","8,932.399506159999900","4,021,450.181030000100000"
289,39,"584,243","584,000","243,405","11,684","11,684","119,797","19,797",CH0031120000,8,"3,112",1,0,"7,287.000000000000000","7,288.000000000000000",0,10,"2,012","2,012",224321,1.000000000000000,"9,273","101,231","120,655","130,442","16,222.275980500001000","16,222.275980500001000","9,322,398.808359999200000"
290,270,"656,243","656,748","244,000","11,692","11,692","168,963","68,963",CH0130720000,0,"13,072",1,0,"15,630.000000000000000","15,631.000000000000000",0,20,"2,012","2,012",2471634,1.000000000000000,"4,175","102,273","120,760","130,193","11,645.277532200000000","11,645.277532200000000","4,511,178.861940000200000"
291,256,"626,243","626,950","244,000","11,706","11,706","158,872","58,872",CH0012590000,"3,275","1,259",1,0,"16,559.000000000000000","16,560.000000000000000",0,20,"2,012","2,012",2474343,1.000000000000000,480,"109,880","120,329","130,349","8,708.762275080000100","8,708.762275080000100","3,946,647.304850000000000"
292,381,"632,243","632,300","244,000","11,708","11,708","176,858","76,858",CH0004360000,"1,918",436,1,0,"16,550.000000000000000","16,773.000000000000000",0,20,"2,012","2,010",247431,1.000000000000000,"41,105","109,880","120,329","130,349","10,571.439479900000000","10,571.439479900000000","5,151,736.488370000400000"
293,433,"752,243","752,000","243,747","11,735","11,735","183,525","83,525",CH0022030000,0,"2,203",1,0,"29,609.000000000000000","29,610.000000000000000",0,10,"2,012","2,012",26658,1.000000000000000,"1,141","103,272","120,097","130,055","10,449.604962199999000","10,449.604962199999000","3,058,870.061980000200000"
294,462,"578,243","578,841","244,000","11,739","11,739","199,768","99,768",CH0001350000,"13,197",135,1,0,"37,262.000000000000000","37,410.000000000000000",0,50,"2,012","2,012",321713,1.000000000000000,"6,647","106,480","120,967","130,134","12,576.415846300000000","12,576.415846300000000","8,303,171.999760000000000"
295,201,"740,243","740,031","244,000","11,751","11,751","192,924","92,924",CH0003390000,"9,988",339,1,0,"29,379.000000000000000","29,472.000000000000000",0,10,"2,012","2,010",266237,1.000000000000000,"91,262","108,469","120,220","130,055","3,069.852402609999900","3,069.852402609999900","438,740.421577000000000"
296,485,"626,235","626,000","235,634","11,797","11,797","123,116","23,116",CH0011900000,"5,764","1,190",1,0,"17,371.000000000000000","17,376.000000000000000",0,20,"2,012","2,010",2477183,1.000000000000000,"86,841","100,569","120,092","130,349","6,604.439663010000000","6,604.439663010000000","1,716,293.328900000100000"
297,265,"644,235","644,000","235,912","11,852","11,852","116,194","16,194",AG5706130000,0,"570,613",1,0,"16,140.000000000000000","16,141.000000000000000",0,20,"2,012","2,010",247246,1.000000000000000,"88,182","109,122","120,337","130,193","7,560.070169480000000","7,560.070169480000000","2,443,437.299689999800000"
298,389,"650,235","650,000","235,250","11,917","11,917","183,553","83,553",AG5706380000,0,"570,638",1,0,"16,190.000000000000000","16,191.000000000000000",0,20,"2,012","2,010",2472672,1.000000000000000,"69,589","109,647","120,792","130,193","4,061.273758930000000","4,061.273758930000000","842,772.842962999940000"
299,56,"632,235","632,185","235,000","11,962","11,962","138,357","38,357",AG5707180000,0,"570,718",1,0,"17,298.000000000000000","17,299.000000000000000",0,20,"2,012","2,010",24771282,1.000000000000000,"60,102","109,944","120,092","130,349","3,484.739206910000100","3,484.739206910000100","525,231.873090000010000"
300,359,"590,235","590,652","236,000","11,993","11,993","147,156","47,156",CH0004570000,"3,421",457,1,0,"7,520.000000000000000","7,525.000000000000000",0,10,"2,012","2,010",22745,1.000000000000000,"73,197","101,080","120,074","130,442","5,815.095996490000300","5,815.095996490000300","1,687,245.382139999900000"
301,150,"638,235","638,038","236,000","12,012","12,012","144,573","44,573",CH0005070000,"5,525",507,1,0,"16,846.000000000000000","17,265.000000000000000",0,20,"2,012","2,012",247615,1.000000000000000,"5,541","109,628","120,092","130,349","11,450.012635900001000","11,450.012635900001000","4,095,997.748569999800000"
302,145,"626,227","626,380","228,000","12,128","12,128","117,189","17,189",CH0004960000,"5,951",496,1,0,"17,458.000000000000000","17,601.000000000000000",0,20,"2,012","2,010",24772615,1.000000000000000,"71,634","106,416","120,430","130,349","18,683.862133999999000","18,683.862133999999000","5,943,198.938539999500000"
303,161,"656,227","657,000","227,974","12,163","12,163","159,023","59,023",CH0005450000,"25,588",545,1,0,"16,063.000000000000000","16,084.000000000000000",0,20,"2,012","2,010",2472273,1.000000000000000,"32,066","109,226","120,609","130,193","11,714.568928600000000","11,714.568928600000000","3,039,629.334420000200000"
304,157,"650,227","650,000","227,277","12,214","12,214","188,475","88,475",LU1823360000,693,"182,336",1,0,"16,259.000000000000000","16,260.000000000000000",0,20,"2,012","2,010",24727563,1.000000000000000,"1,667","109,108","120,792","130,193","9,544.910832440000400","9,544.910832440000400","2,793,438.717699999900000"
305,259,"632,227","632,000","227,004","12,248","12,248","199,051","99,051",CH0005190000,"8,088",519,1,0,"17,417.000000000000000","17,434.000000000000000",0,20,"2,012","2,010",24772871,1.000000000000000,"3,826","105,585","120,430","130,349","9,153.036096679999900","9,153.036096679999900","3,062,525.106770000000000"
306,46,"608,219","608,000","219,129","12,290","12,290","116,859","16,859",CH0012750000,"6,965","1,275",1,0,"18,038.000000000000000","18,039.000000000000000",1,20,"2,012","2,010",2478169,1.000000000000000,"59,546","105,231","120,567","130,234","7,729.584999310000100","7,729.584999310000100","1,544,661.907590000000000"
307,28,"548,219","548,785","219,000","12,314","12,314","118,127","18,127",CH0001350000,"57,518",135,1,0,"37,352.000000000000000","37,395.000000000000000",0,50,"2,012","2,012",3253,1.000000000000000,"3,576","104,415","120,610","130,134","29,635.406834300000000","39,565.657729600003000","45,291,238.847700000000000"
308,368,"608,227","608,000","227,053","12,329","12,329","112,678","12,678",SO3801150000,0,"380,115",1,0,"19,272.000000000000000","19,273.000000000000000",0,20,"2,012","2,010",24791322,1.000000000000000,"47,391","100,381","120,381","130,637","8,873.088286730000600","8,873.088286730000600","2,644,846.346979999900000"
309,378,"626,219","626,000","219,064","12,434","12,434","147,576","47,576",CH0012450000,776,"1,245",1,0,"17,497.000000000000000","17,500.000000000000000",0,20,"2,012","2,010",247726423,1.000000000000000,"34,003","108,644","120,430","130,349","5,872.022077640000100","5,872.022077640000100","1,733,661.503330000000000"
310,391,"656,219","657,000","219,498","12,506","12,506","191,987","91,987",CH0007670000,0,767,1,0,"16,388.000000000000000","16,409.000000000000000",0,20,"2,012","2,010",2472881,1.000000000000000,"48,271","106,054","120,697","130,193","5,719.535347150000200","5,719.535347150000200","794,067.816094000010000"
311,347,"566,219","566,000","219,810","12,511","12,511","154,570","54,570",CH0002740000,"33,360",274,1,0,"19,597.000000000000000","19,606.000000000000000",0,20,"2,012","2,012",24798913,1.000000000000000,"8,656","101,247","120,414","130,637","17,604.796396700000000","17,604.796396700000000","10,839,594.593200000000000"
312,251,"620,219","620,220","220,000","12,519","12,519","148,556","48,556",CH0013470000,0,"1,347",1,0,"17,709.000000000000000","17,718.000000000000000",0,20,"2,012","2,010",2477661,1.000000000000000,"41,715","109,904","120,744","130,349","8,780.529782730000100","8,780.529782730000100","2,830,394.545239999900000"
313,240,"590,219","590,000","219,307","12,585","12,585","118,961","18,961",CH0014050000,0,"1,405",1,0,"19,528.000000000000000","19,547.000000000000000",0,20,"2,012","2,010",2479541,1.000000000000000,"96,960","102,007","120,381","130,637","9,183.676849999999800","9,183.676849999999800","3,377,914.088940000200000"
314,472,"602,219","602,950","219,000","12,596","12,596","109,308","9,308",CH0007960000,"7,081",796,1,0,"18,067.000000000000000","18,144.000000000000000",0,20,"2,012","2,010",24781835,1.000000000000000,"53,471","106,961","120,789","130,234","6,564.021647090000400","6,564.021647090000400","2,091,045.671290000000000"
315,400,"686,219","686,000","219,721","12,613","12,613","189,923","89,923",CH0010180000,0,"1,018",1,0,"12,027.000000000000000","12,028.000000000000000",0,30,"2,012","2,010",246282,1.000000000000000,"69,368","105,472","120,165","130,456","9,601.359598310000400","9,601.359598310000400","2,012,663.632530000100000"
316,138,"614,219","614,000","219,443","12,643","12,643","192,292","92,292",CH0013550000,0,"1,355",1,0,"17,827.000000000000000","17,830.000000000000000",0,20,"2,012","2,010",24778421,1.000000000000000,"34,008","109,200","120,444","130,349","13,011.771198900000000","13,011.771198900000000","6,408,438.566410000400000"
317,7,"617,214","617,790","215,000","12,651","12,651","153,476","53,476",CH0013570000,0,"1,357",1,0,"17,839.000000000000000","17,840.000000000000000",0,20,"2,012","2,010",24778446,1.000000000000000,"86,814","109,200","120,444","130,349","4,739.411638079999600","4,739.411638079999600","933,104.487738000000000"
318,58,"638,219","639,000","219,094","12,656","12,656","123,764","23,764",LU1822020000,0,"182,202",1,0,"17,199.000000000000000","17,200.000000000000000",0,20,"2,012","2,010",2476944,1.000000000000000,"32,737","100,033","120,107","130,349","5,982.162023230000200","5,982.162023230000200","1,564,558.950140000100000"
319,261,"638,211","638,000","211,351","12,685","12,685","144,556","44,556",CH0012220000,0,"1,222",1,0,"17,226.000000000000000","17,227.000000000000000",0,20,"2,012","2,010",247698,1.000000000000000,"69,859","100,033","120,107","130,349","7,275.339822689999900","7,275.339822689999900","3,011,657.874760000000000"
320,154,"644,219","644,000","219,638","12,695","12,695","105,606","5,606",LU1821560000,0,"182,156",1,0,"17,146.000000000000000","17,147.000000000000000",0,20,"2,012","2,010",247674,1.000000000000000,"89,623","109,217","120,107","130,349","6,618.743380689999900","6,618.743380689999900","1,782,059.949929999900000"
321,147,"632,211","632,000","211,770","12,776","12,776","157,957","57,957",CH0012520000,810,"1,252",1,0,"17,584.000000000000000","17,585.000000000000000",0,20,"2,012","2,010",247726983,1.000000000000000,"38,885","107,621","120,392","130,349","7,616.097438230000100","7,616.097438230000100","2,630,727.711209999900000"
322,174,"692,211","692,000","211,204","12,918","12,918","174,992","74,992",CH0043070000,"1,416","4,307",1,0,"14,056.000000000000000","14,057.000000000000000",0,30,"2,012","2,010",246826143,1.000000000000000,"89,755","105,599","120,018","130,439","7,570.073214410000200","7,570.073214410000200","1,680,061.608860000000000"
323,171,"686,211","686,000","211,223","12,920","12,920","155,225","55,225",CH0007430000,"1,202",743,1,0,"14,092.000000000000000","14,097.000000000000000",0,30,"2,012","2,010",24682643,1.000000000000000,"40,469","105,599","120,018","130,439","8,602.620116699999900","8,602.620116699999900","1,903,480.848700000000000"
324,493,"650,211","650,000","211,488","12,942","12,942","102,651","2,651",CH0027580000,0,"2,758",1,0,"12,479.000000000000000","12,480.000000000000000",0,30,"2,012","2,010",246436,1.000000000000000,"22,863","108,762","120,601","130,740","8,499.785479039999700","8,499.785479039999700","2,187,636.834059999800000"
325,437,"764,211","764,000","211,368","12,989","12,989","112,064","12,064",CH5204140000,0,"520,414",1,0,"32,464.000000000000000","32,465.000000000000000",0,10,"2,012","2,010",276284,1.000000000000000,"50,961","109,807","120,790","130,773","6,391.644333510000300","6,391.644333510000300","1,828,013.223490000000000"
326,372,"614,211","614,179","212,000","13,015","13,015","133,465","33,465",CH0012850000,"7,860","1,285",1,0,"18,161.000000000000000","18,164.000000000000000",1,20,"2,012","2,010",247821225,1.000000000000000,"63,005","105,286","120,567","130,234","10,076.919911000001000","10,076.919911000001000","3,191,959.859720000100000"
327,481,"620,211","620,000","211,777","13,060","13,060","177,505","77,505",BE1360550000,0,"136,055",1,0,"18,390.000000000000000","18,391.000000000000000",0,20,"2,012","2,010",2478348,1.000000000000000,"98,349","100,607","120,521","130,234","6,795.887329090000100","6,795.887329090000100","2,359,307.076710000200000"
328,52,"626,211","626,000","211,994","13,197","13,197","154,713","54,713",CH0013040000,"3,867","1,304",1,0,"18,519.000000000000000","18,520.000000000000000",0,20,"2,012","2,010",2478445,1.000000000000000,"6,321","108,340","120,521","130,234","9,063.891361620000700","9,063.891361620000700","3,390,997.069680000200000"
329,117,"824,203","824,033","204,000","13,262","13,262","119,960","19,960",CH5282370000,0,"528,237",1,0,41.000000000000000,42.000000000000000,0,80,"2,012","2,010",1472,1.000000000000000,"10,672","104,088","120,544","130,654","4,929.505841389999700","4,929.505841389999700","1,231,581.380240000100000"
330,324,"770,203","770,000","203,743","13,406","13,406","146,163","46,163",CH0003130000,"9,368",313,1,0,"32,498.000000000000000","33,061.000000000000000",0,10,"2,012","2,010",27635,1.000000000000000,"18,731","100,889","120,790","130,773","6,929.023091850000100","6,929.023091850000100","2,419,068.181410000200000"
331,325,"776,203","777,000","203,038","13,414","13,414","107,540","7,540",CH0026270000,"3,377","2,627",1,0,"32,579.000000000000000","32,580.000000000000000",0,10,"2,012","2,010",276523,1.000000000000000,"66,146","108,501","120,790","130,773","6,652.534081609999700","6,652.534081609999700","2,480,916.597250000100000"
332,4,"587,207","587,612","207,000","13,458","13,458","115,197","15,197",BE1345760000,30,"134,576",1,0,"21,493.000000000000000","21,494.000000000000000",0,20,"2,012","2,012",249199421,1.000000000000000,"1,539","100,922","120,520","130,466","5,833.114953289999900","5,833.114953289999900","1,372,348.224260000000000"
333,60,"644,203","644,000","203,736","13,481","13,481","138,375","38,375",CH0110940000,"7,161","11,094",1,0,"12,551.000000000000000","12,572.000000000000000",0,30,"2,012","2,010",246447,1.000000000000000,"61,684","107,348","120,426","130,740","6,733.600667450000400","6,733.600667450000400","2,292,839.533880000000000"
334,156,"650,203","650,683","204,000","13,510","13,510","118,821","18,821",CH0027440000,"5,954","2,744",1,0,"12,378.000000000000000","12,379.000000000000000",0,30,"2,012","2,010",2464225,1.000000000000000,"20,938","104,350","120,601","130,740","5,436.124758070000100","5,436.124758070000100","1,588,932.047929999900000"
335,269,"656,203","656,000","203,289","13,514","13,514","100,401",401,CH0027530000,0,"2,753",1,0,"12,403.000000000000000","12,404.000000000000000",0,30,"2,012","2,010",246426,1.000000000000000,"4,813","104,350","120,601","130,740","13,470.430953400000000","13,470.430953400000000","5,386,851.200460000000000"
336,432,"752,203","753,000","203,144","13,529","13,529","193,992","93,992",CH0023920000,"2,099","2,392",1,0,"32,168.000000000000000","32,185.000000000000000",0,10,"2,012","2,010",2758235,1.000000000000000,"76,334","108,444","120,766","130,005","4,785.491133190000300","4,785.491133190000300","674,425.509097000000000"
337,255,"626,203","626,000","203,746","13,553","13,553","161,174","61,174",CH0013090000,"2,911","1,309",1,0,"18,626.000000000000000","18,631.000000000000000",0,20,"2,012","2,010",2478545,1.000000000000000,"90,523","106,570","120,521","130,234","3,301.530800720000100","3,301.530800720000100","518,137.869089999990000"
338,141,"620,203","620,000","203,936","13,563","13,563","125,706","25,706",CH0030320000,0,"3,032",1,0,"18,453.000000000000000","18,462.000000000000000",0,20,"2,012","2,010",24783841,1.000000000000000,"7,094","106,570","120,521","130,234","7,197.081394730000300","7,197.081394730000300","1,818,105.215829999900000"
339,217,"830,203","830,646","204,000","13,593","13,593","141,866","41,866",CH0008020000,"1,657",802,1,0,5.000000000000000,88.000000000000000,0,80,"2,012","2,010",1413,1.000000000000000,"64,183","104,204","120,544","130,654","5,022.071565119999800","9,692.471243899999500","3,781,173.580120000100000"
340,489,"638,203","638,000","203,272","13,647","13,647","115,527","15,527",CH0013710000,"9,321","1,371",1,0,"18,767.000000000000000","18,776.000000000000000",0,20,"2,012","2,010",24788493,1.000000000000000,"56,392","106,260","120,207","130,234","6,004.797239159999700","6,004.797239159999700","1,822,831.557920000100000"
341,380,"632,203","633,000","203,217","13,648","13,648","116,898","16,898",CH0012990000,0,"1,299",1,0,"18,737.000000000000000","18,738.000000000000000",0,20,"2,012","2,010",24788464,1.000000000000000,"88,241","106,260","120,207","130,234","6,879.368268569999600","6,879.368268569999600","2,361,538.027689999900000"
342,208,"758,195","759,000","195,405","13,680","13,680","139,277","39,277",CH0026650000,0,"2,665",1,0,"33,111.000000000000000","33,116.000000000000000",0,10,"2,012","2,012",27781,1.000000000000000,994,"102,162","120,688","130,005","10,781.508773000000000","10,781.508773000000000","2,689,749.303780000200000"
343,128,"590,203","590,000","203,996","13,687","13,687","151,171","51,171",CH0138610000,0,"13,861",1,0,"23,934.000000000000000","23,935.000000000000000",0,20,"2,012","2,012",2493124,1.000000000000000,"2,858","108,723","120,520","130,466","5,856.596565179999700","5,856.596565179999700","1,317,749.273940000000000"
344,365,"602,203","602,310","203,000","13,755","13,755","102,634","2,634",CH0005440000,0,544,1,0,"24,009.000000000000000","24,064.000000000000000",0,20,"2,012","2,010",2493211,1.000000000000000,"96,336","103,701","120,520","130,466","8,694.423493419999400","8,694.423493419999400","2,725,961.460229999900000"
345,78,"692,195","692,912","196,000","13,762","13,762","145,179","45,179",UR2105290000,0,"210,529",1,0,"14,489.000000000000000","14,490.000000000000000",0,30,"2,012","2,010",24691524,1.000000000000000,"23,065","104,621","120,531","130,439","4,488.145867539999900","4,488.145867539999900","648,220.498664999960000"
346,48,"614,203","615,000","203,459","13,765","13,765","142,487","42,487",CH0012970000,0,"1,297",1,0,"18,412.000000000000000","18,413.000000000000000",0,20,"2,012","2,010",2478364,1.000000000000000,"26,017","107,251","120,521","130,234","9,076.063812050000700","9,076.063812050000700","3,319,851.119109999900000"
347,234,"584,195","584,645","196,000","14,007","14,007","115,495","15,495",CH0002270000,"7,624",227,1,0,"21,568.000000000000000","23,894.000000000000000",1,20,"2,012","2,010",2492191,1.000000000000000,"66,339","109,130","120,992","130,751","5,386.768035310000400","5,386.768035310000400","679,652.486283999980000"
348,11,"647,198","647,365","198,007","14,024","14,024","147,905","47,905",CH0027760000,"5,167","2,776",1,0,"12,620.000000000000000","12,621.000000000000000",0,30,"2,012","2,010",24646429,1.000000000000000,"25,894","103,061","120,426","130,740","4,285.594582970000400","4,285.594582970000400","981,024.834465999970000"
349,452,"554,187","554,449","188,000","14,048","14,048","162,876","62,876",CH0030390000,0,"3,039",1,0,"20,902.000000000000000","20,907.000000000000000",0,20,"2,012","2,012",24885161,1.000000000000000,"6,954","108,991","120,976","130,412","3,219.238646400000100","3,219.238646400000100","249,275.985814999990000"
350,439,"770,195","770,000","195,132","14,129","14,129","119,208","19,208",CH5207670000,0,"520,767",1,0,"32,618.000000000000000","32,619.000000000000000",0,10,"2,012","2,010",2765492,1.000000000000000,"85,215","109,285","120,790","130,773","5,923.860865689999600","5,923.860865689999600","1,721,934.207579999900000"
351,1,"539,198","539,000","198,000","14,149","14,149","176,350","76,350",CH0002060000,"18,810",206,1,0,"20,803.000000000000000","20,882.000000000000000",0,20,"2,012","2,012",24884395,1.000000000000000,"4,187","108,489","120,783","130,412","24,250.501175099998000","24,250.501175099998000","25,431,228.732799999000000"
352,448,"536,195","536,000","195,388","14,157","14,157","131,521","31,521",CH0002060001,0,206,1,0,"20,829.000000000000000","20,830.000000000000000",1,20,"2,012","2,010",2488472,1.000000000000000,"7,875","108,489","120,783","130,412","7,594.126521879999900","7,594.126521879999900","2,768,613.663370000200000"
353,388,"650,195","651,000","195,728","14,171","14,171","102,862","2,862",CH0027860000,0,"2,786",1,0,"12,646.000000000000000","12,647.000000000000000",0,30,"2,012","2,010",2464682,1.000000000000000,"58,763","108,690","120,426","130,740","7,077.119613890000400","7,077.119613890000400","2,219,014.633390000100000"
354,214,"818,195","818,000","195,312","14,231","14,231","182,995","82,995",CH0052380000,"3,046","5,238",1,0,197.000000000000000,206.000000000000000,0,80,"2,012","2,010",81445,1.000000000000000,"70,543","108,587","120,268","130,654","5,847.444262740000300","5,847.444262740000300","999,655.623890000050000"
355,112,"782,195","782,000","195,554","14,269","14,269","114,873","14,873",CH5252940000,0,"525,294",1,0,"32,785.000000000000000","32,786.000000000000000",0,10,"2,012","2,010",2767382,1.000000000000000,"21,919","104,877","120,264","130,773","5,212.113771129999800","5,212.113771129999800","745,162.886010000020000"
356,374,"620,195","620,402","196,000","14,326","14,326","175,851","75,851",BE1352130000,0,"135,213",1,0,"18,924.000000000000000","18,925.000000000000000",0,20,"2,012","2,012",2478924,1.000000000000000,"4,525","106,299","120,378","130,234","6,411.229895579999700","6,411.229895579999700","1,340,755.055890000000000"
357,484,"626,195","626,000","195,100","14,332","14,332","127,609","27,609",BE1352370000,0,"135,237",1,0,"18,962.000000000000000","18,963.000000000000000",0,20,"2,012","2,010",24789324,1.000000000000000,"3,445","106,299","120,378","130,234","6,172.684670010000400","6,172.684670010000400","1,499,359.790800000100000"
358,333,"824,195","824,843","196,000","14,397","14,397","196,414","96,414",CH0052320000,"3,613","5,232",1,0,147.000000000000000,148.000000000000000,0,80,"2,012","2,010",81187,1.000000000000000,"27,148","107,573","120,268","130,654","8,700.432784270000400","8,700.432784270000400","3,612,868.959050000200000"
359,443,"818,187","818,002","188,000","14,427","14,427","119,593","19,593",CH0052510000,0,"5,251",1,0,317.000000000000000,334.000000000000000,0,80,"2,012","2,010",8181,1.000000000000000,"15,834","100,628","120,268","130,654","10,481.893600400001000","10,481.893600400001000","1,532,423.674679999900000"
360,264,"644,195","644,000","195,089","14,450","14,450","153,786","53,786",CH0027970000,0,"2,797",1,0,"12,746.000000000000000","12,751.000000000000000",0,30,"2,012","2,010",2464821,1.000000000000000,"42,557","109,695","120,345","130,740","8,811.283576170000700","8,811.283576170000700","2,317,861.696330000200000"
361,55,"632,195","632,013","196,000","14,471","14,471","194,969","94,969",CH0004900000,"9,705",490,1,0,"18,788.000000000000000","18,901.000000000000000",0,20,"2,012","2,010",2478853,1.000000000000000,"5,997","103,982","120,207","130,234","4,605.932950819999900","4,605.932950819999900","1,074,157.428860000100000"
362,149,"638,195","638,000","195,540","14,485","14,485","120,340","20,340",CH0013830000,0,"1,383",1,0,"18,823.000000000000000","18,824.000000000000000",0,20,"2,012","2,010",2478864,1.000000000000000,"96,276","103,982","120,207","130,234","10,675.124934100000000","10,675.124934100000000","2,958,103.624419999800000"
363,397,"680,195","680,761","196,000","14,527","14,527","178,532","78,532",CH0043500000,0,"4,350",1,0,"14,440.000000000000000","14,441.000000000000000",0,30,"2,012","2,010",2469144,1.000000000000000,"70,304","106,424","120,467","130,439","9,612.451228820000300","9,612.451228820000300","3,454,030.410639999900000"
364,276,"674,195","674,000","195,738","14,577","14,577","176,940","76,940",NW2901960000,0,"290,196",1,0,"13,729.000000000000000","13,730.000000000000000",0,30,"2,012","2,010",24672362,1.000000000000000,"99,826","103,498","120,977","130,439","4,865.394518590000200","4,865.394518590000200","763,495.471774999980000"
365,456,"566,195","566,519","196,000","14,637","14,637","146,372","46,372",VD6317640000,0,"631,764",1,0,"20,015.000000000000000","20,016.000000000000000",0,20,"2,012","2,010",2488288232,1.000000000000000,"66,945","106,383","120,193","130,859","6,133.178004919999700","6,133.178004919999700","1,380,270.496120000000000"
366,445,"830,195","830,000","195,080","14,669","14,669","147,914","47,914",CH5281520000,0,"528,152",1,0,121.000000000000000,122.000000000000000,0,80,"2,012","2,010",81152,1.000000000000000,"47,265","107,573","120,268","130,654","7,380.811464499999600","7,915.670135479999800","1,680,633.261860000000000"
367,427,"740,195","740,749","195,000","14,709","14,709","168,416","68,416",CH0033060000,"5,042","3,306",1,0,"35,406.000000000000000","35,407.000000000000000",0,10,"2,012","2,010",2918469,1.000000000000000,"42,463","105,890","120,781","130,577","6,843.499064919999900","6,843.499064919999900","2,655,413.857309999900000"
368,289,"704,195","705,000","195,132","14,728","14,728","187,128","87,128",CH0043410000,"3,444","4,341",1,0,"14,315.000000000000000","14,316.000000000000000",0,30,"2,012","2,010",2468925,1.000000000000000,"9,219","109,185","120,230","130,439","9,247.130411149999400","9,247.130411149999400","4,128,737.440239999900000"
369,496,"656,195","656,553","195,000","14,791","14,791","146,300","46,300",CH0008200000,"1,743",820,1,0,"13,374.000000000000000","13,375.000000000000000",0,30,"2,012","2,010",246685143,1.000000000000000,"73,227","105,534","120,212","130,439","11,477.923601900000000","11,477.923601900000000","3,326,850.157780000000000"
370,137,"608,195","608,000","195,281","14,812","14,812","134,574","34,574",BE1332100000,0,"133,210",1,0,"24,256.000000000000000","24,265.000000000000000",0,20,"2,012","2,010",249352221,1.000000000000000,"22,640","102,942","120,561","130,466","8,242.436309160000700","8,242.436309160000700","2,991,845.392969999900000"
371,6,"599,190","599,364","191,089","14,947","14,947","183,123","83,123",BE1345600000,0,"134,560",1,0,"21,676.000000000000000","21,677.000000000000000",0,20,"2,012","2,010",249223672,1.000000000000000,"38,963","101,484","120,622","130,751","3,535.202318010000000","3,535.202318010000000","619,029.040545000000000"
372,331,"812,187","812,000","187,778","14,969","14,969","136,985","36,985",CH0052640000,"3,677","5,264",1,0,496.000000000000000,533.000000000000000,0,80,"2,012","2,010",83433,1.000000000000000,"88,598","106,069","120,379","130,654","9,407.935235510000000","9,407.935235510000000","2,347,738.138900000100000"
373,383,"638,187","638,000","187,590","15,007","15,007","174,435","74,435",LU1818410000,0,"181,841",1,0,"18,856.000000000000000","18,857.000000000000000",0,20,"2,012","2,010",24788846,1.000000000000000,"77,283","108,894","120,207","130,234","4,230.624524089999800","4,230.624524089999800","863,880.741944000010000"
374,108,"770,187","770,176","188,000","15,084","15,084","183,161","83,161",CH0026840000,0,"2,684",1,0,"33,281.000000000000000","33,282.000000000000000",0,10,"2,012","2,010",278552,1.000000000000000,"40,708","100,307","120,888","130,005","6,906.657709899999600","6,906.657709899999600","1,184,134.428910000000000"
375,420,"728,187","728,000","187,136","15,153","15,153","152,659","52,659",CH0004210000,"7,005",421,1,0,"36,265.000000000000000","36,298.000000000000000",0,10,"2,012","2,010",29659,1.000000000000000,"65,338","109,857","120,912","130,577","5,203.104748730000200","5,203.104748730000200","430,606.778402999970000"
376,478,"614,187","614,000","187,594","15,163","15,163","186,099","86,099",CH0014390000,0,"1,439",1,0,"24,311.000000000000000","24,320.000000000000000",0,20,"2,012","2,012",2493621,1.000000000000000,"2,853","101,718","120,774","130,466","9,701.982554640000700","9,701.982554640000700","2,830,157.199519999800000"
377,212,"806,187","806,000","187,998","15,223","15,223","172,096","72,096",CH0052720000,"5,193","5,272",1,0,579.000000000000000,596.000000000000000,0,80,"2,012","2,010",83653,1.000000000000000,"34,144","103,959","120,379","130,654","4,681.794250400000200","4,681.794250400000200","846,051.436401000010000"
378,316,"752,187","752,980","188,000","15,231","15,231","142,486","42,486",CH0000010009,0,1,1,0,"33,478.000000000000000","33,483.000000000000000",1,10,"2,012","2,010",279721,1.000000000000000,"12,511","108,980","120,026","130,005","10,040.334851000000000","10,040.334851000000000","2,404,547.973210000000000"
