FID,FID_1,locality,xkoord,ykoord,OBJECTID_1,OBJECTID,EZGNR,TEILEZGNR,GWLNR,MEASURE,GEWISSNR,CH,SEE,H1,H2,KANAL,FLUSSGB,RELEASE,MUTATION,HIERARCHIE,INTERNS,POLY_ID,tezgnr40,tezgnr150,tezgnr1000,Shape_Leng,Shape_Le_1,Shape_Area
191,176,"698,155","698,000","155,756","7,856","7,856","151,116","51,116",CH0051890000,0,"5,189",1,0,"6,639.000000000000000","6,648.000000000000000",0,60,"2,012","2,010",6894281,1.000000000000000,"59,263","105,462","120,287","130,848","10,346.796346200001000","10,346.796346200001000","3,357,056.151500000200000"
192,310,"734,155","734,000","155,298","7,865","7,865","110,832","10,832",GR5288380000,0,"528,838",1,0,"35,248.000000000000000","35,249.000000000000000",0,10,"2,012","2,012",28952,1.000000000000000,"7,021","103,854","120,211","130,629","9,861.186882969999700","9,861.186882969999700","2,570,003.718239999800000"
193,111,"782,155","782,974","155,000","7,888","7,888","195,338","95,338",CH5265480000,0,"526,548",1,0,"1,471.000000000000000","1,472.000000000000000",0,80,"2,012","2,010",89142,1.000000000000000,"62,140","105,433","120,837","130,379","4,787.675862590000200","4,787.675862590000200","897,157.643379000020000"
194,275,"674,155","674,035","155,000","7,960","7,960","159,088","59,088",CH0045120000,0,"4,512",1,0,"43,387.000000000000000","43,388.000000000000000",0,50,"2,012","2,010",49984,1.000000000000000,"68,894","100,362","120,785","130,189","8,465.421755049999800","8,465.421755049999800","3,587,117.481420000100000"
195,73,"680,147","680,000","147,555","8,051","8,051","105,601","5,601",CH0052130000,0,"5,213",1,0,"6,808.000000000000000","6,809.000000000000000",0,60,"2,012","2,012",689976,1.000000000000000,512,"107,793","120,895","130,848","7,631.016971809999600","7,631.016971809999600","2,538,635.223000000200000"
196,404,"698,147","698,000","147,331","8,112","8,112","136,726","36,726",CH0051780000,"2,564","5,178",1,0,"6,576.000000000000000","6,577.000000000000000",0,60,"2,012","2,010",689367,1.000000000000000,"41,330","102,160","120,287","130,848","7,363.320123939999600","7,363.320123939999600","2,479,756.177889999900000"
197,271,"662,147","662,000","147,178","8,127","8,127","106,464","6,464",CH0000950000,"245,573",95,1,0,"43,261.000000000000000","43,441.000000000000000",0,50,"2,012","2,012",499511,1.000000000000000,"3,360","104,544","120,785","130,189","9,466.698363159999600","9,466.698363159999600","2,815,713.543260000200000"
198,107,"770,147","770,878","148,000","8,200","8,200","105,363","5,363",CH0002890000,"27,312",289,1,0,"34,049.000000000000000","34,086.000000000000000",0,10,"2,012","2,010",2824991,1.000000000000000,"84,861","105,090","120,479","130,308","8,335.823703939999200","8,335.823703939999200","3,155,189.612079999900000"
199,104,"758,139","758,000","139,655","8,353","8,353","167,256","67,256",CH0110740000,"10,495","11,074",1,0,"34,965.000000000000000","34,970.000000000000000",0,10,"2,012","2,010",286691,1.000000000000000,"33,910","108,944","120,675","130,629","7,727.725522810000300","7,727.725522810000300","2,856,815.559270000100000"
200,85,"710,147","711,000","147,400","8,381","8,381","117,884","17,884",CH0051190000,"3,058","5,119",1,0,"5,994.000000000000000","5,995.000000000000000",0,60,"2,012","2,010",686545,1.000000000000000,943,"106,636","120,001","130,848","8,091.078276979999800","8,091.078276979999800","2,210,370.482450000000000"
201,434,"758,147","758,722","148,000","8,415","8,415","133,224","33,224",CH0003440000,"17,602",344,1,0,"34,988.000000000000000","35,055.000000000000000",0,10,"2,012","2,010",28675,1.000000000000000,"22,551","103,432","120,675","130,629","11,973.561182600000000","11,973.561182600000000","4,479,583.932629999700000"
202,451,"554,147","554,334","148,000","8,427","8,427","108,156","8,156",VD6305850000,"1,433","630,585",1,0,"38,341.000000000000000","38,342.000000000000000",0,50,"2,012","2,012",4153983,1.000000000000000,"7,509","107,327","120,728","130,118","6,798.493023299999500","6,798.493023299999500","1,533,496.831749999900000"
203,326,"782,147","782,000","147,076","8,442","8,442","127,831","27,831",CH0054490000,0,"5,449",1,0,"1,583.000000000000000","1,588.000000000000000",0,80,"2,012","2,010",89383,1.000000000000000,"89,289","101,524","120,837","130,379","9,819.515579330000000","9,819.515579330000000","2,309,992.577140000200000"
204,26,"773,142","773,190","142,000","8,454","8,454","111,701","11,701",CH0000440000,"102,245",44,1,0,"1,723.000000000000000","1,724.000000000000000",0,80,"2,012","2,010",8999,1.000000000000000,"83,386","101,524","120,837","130,379","9,342.589240400000600","9,342.589240400000600","3,103,015.608370000000000"
205,393,"668,147","669,000","147,889","8,479","8,479","118,546","18,546",CH0045020000,0,"4,502",1,0,"43,322.000000000000000","43,323.000000000000000",0,50,"2,012","2,010",499652,1.000000000000000,"36,077","100,107","120,785","130,189","6,889.511510059999600","6,889.511510059999600","1,402,514.335580000000000"
206,303,"722,147","722,000","147,536","8,512","8,512","136,080","36,080",CH0051030000,"12,196","5,103",1,0,"5,910.000000000000000","5,925.000000000000000",0,60,"2,012","2,012",686475,1.000000000000000,"9,891","102,484","120,001","130,848","5,408.965610909999700","5,408.965610909999700","1,126,042.773860000100000"
207,419,"728,147","728,000","147,734","8,527","8,527","168,608","68,608",CH0000580000,"29,679",58,1,0,"5,195.000000000000000","5,196.000000000000000",0,60,"2,012","2,010",6844999,1.000000000000000,"80,736","103,437","120,758","130,946","7,976.848098649999900","7,976.848098649999900","3,431,411.486190000100000"
208,412,"716,139","717,000","139,919","8,601","8,601","156,072","56,072",TI6124870000,0,"612,487",1,0,"5,776.000000000000000","5,777.000000000000000",0,60,"2,012","2,010",686182,1.000000000000000,"41,033","103,445","120,001","130,848","7,545.069944810000400","7,545.069944810000400","1,040,080.397069999900000"
209,278,"680,139","681,000","139,628","8,665","8,665","194,396","94,396",CH0049430000,185,"4,943",1,0,"4,005.000000000000000","4,006.000000000000000",0,60,"2,012","2,010",646623,1.000000000000000,"36,406","107,198","120,800","130,566","9,528.024787529999200","9,528.024787529999200","3,237,974.521639999900000"
210,329,"800,139","800,169","140,000","8,755","8,755","113,741","13,741",CH0053640000,0,"5,364",1,0,"2,298.000000000000000","2,317.000000000000000",0,70,"2,012","2,010",94621,1.000000000000000,"30,111","103,655","120,143","130,335","11,129.524003200000000","11,129.524003200000000","4,240,470.475189999700000"
211,293,"710,139","710,000","139,914","8,800","8,800","139,832","39,832",CH0051570000,0,"5,157",1,0,"6,391.000000000000000","6,400.000000000000000",0,60,"2,012","2,010",68781,1.000000000000000,"97,543","102,492","120,287","130,848","7,132.902059699999900","7,132.902059699999900","1,586,301.824169999900000"
212,209,"764,139","764,000","139,728","8,908","8,908","131,132","31,132",CH0095060000,0,"9,506",1,2,"2,132.000000000000000","2,133.000000000000000",0,70,"2,012","2,010",92992,"2,131.000000000000000","20,682","106,546","120,611","130,322","10,631.754099700000000","10,631.754099700000000","5,452,019.444880000300000"
213,322,"770,139","770,893","140,000","8,922","8,922","104,278","4,278",CH0000630000,"14,899",63,1,0,"2,117.000000000000000","2,145.000000000000000",0,70,"2,012","2,010",9291,1.000000000000000,"55,130","106,546","120,611","130,322","7,993.615867360000300","7,993.615867360000300","1,970,296.740109999900000"
214,398,"686,139","686,400","139,000","8,939","8,939","117,065","17,065",CH0049510000,0,"4,951",1,0,"3,992.000000000000000","3,993.000000000000000",0,60,"2,012","2,010",64654,1.000000000000000,"6,400","106,070","120,800","130,566","9,180.509592469999900","9,180.509592469999900","3,359,379.937040000200000"
215,406,"704,131","705,000","131,507","9,180","9,180","106,937","6,937",CH0046800000,"20,102","4,680",1,0,"4,615.000000000000000","4,706.000000000000000",0,60,"2,012","2,010",66755,1.000000000000000,"94,671","108,428","120,442","130,480","8,583.621577980000400","8,583.621577980000400","3,231,365.167750000000000"
216,423,"734,131","734,957","132,000","9,202","9,202","160,284","60,284",CH0050360000,0,"5,036",1,0,"5,310.000000000000000","5,315.000000000000000",0,60,"2,012","2,010",684781,1.000000000000000,"4,007","108,443","120,945","130,946","7,579.671547760000100","7,579.671547760000100","1,156,413.791650000000000"
217,88,"716,131","716,000","131,574","9,252","9,252","192,318","92,318",CH0050860000,312,"5,086",1,0,"5,734.000000000000000","5,747.000000000000000",0,60,"2,012","2,010",68585,1.000000000000000,"69,191","102,578","120,768","130,946","8,653.495737549999800","8,653.495737549999800","1,755,840.978500000000000"
218,307,"728,131","729,000","131,304","9,278","9,278","149,616","49,616",CH0000580000,"11,117",58,1,0,"5,104.000000000000000","5,217.000000000000000",0,60,"2,012","2,012",6844397,1.000000000000000,"4,213","108,252","120,758","130,946","8,439.364941379999400","8,439.364941379999400","1,709,626.310170000000000"
219,22,"725,126","725,798","127,000","9,296","9,296","170,475","70,475",CH0050060000,"3,668","5,006",1,0,"5,076.000000000000000","5,077.000000000000000",0,60,"2,012","2,010",684425,1.000000000000000,"18,499","108,252","120,758","130,946","6,408.672395610000400","6,408.672395610000400","1,926,698.419530000100000"
220,188,"722,131","722,000","131,993","9,329","9,329","149,002","49,002",CH0050840000,"3,143","5,084",1,0,"5,697.000000000000000","5,704.000000000000000",0,60,"2,012","2,010",68565,1.000000000000000,"5,566","108,224","120,768","130,946","10,976.900694399999000","10,976.900694399999000","6,489,639.821449999700000"
221,436,"764,131","764,688","132,000","9,346","9,346","199,097","99,097",CH0054680000,0,"5,468",1,0,"2,016.000000000000000","2,017.000000000000000",0,70,"2,012","2,010",9244,1.000000000000000,"46,097","107,702","120,406","130,322","8,870.521567159999900","8,870.521567159999900","3,352,006.977010000000000"
222,173,"692,131","692,000","131,036","9,383","9,383","156,296","56,296",CH0049350000,"1,614","4,935",1,0,"3,921.000000000000000","3,922.000000000000000",0,60,"2,012","2,010",64563,1.000000000000000,"85,220","108,740","120,715","130,566","5,380.239461600000100","5,380.239461600000100","1,376,001.057950000000000"
223,115,"806,131","806,000","131,059","9,409","9,409","135,128","35,128",CH0056200000,"1,976","5,620",1,0,"2,232.000000000000000","2,233.000000000000000",0,70,"2,012","2,010",94363,1.000000000000000,"66,705","102,645","120,506","130,335","9,077.328924249999500","9,077.328924249999500","3,269,683.320979999800000"
224,182,"710,123","710,000","123,769","9,477","9,477","179,920","79,920",TI6112910000,0,"611,291",1,0,"4,511.000000000000000","4,512.000000000000000",0,60,"2,012","2,010",66432,1.000000000000000,"86,655","108,152","120,442","130,480","3,540.864093090000100","3,540.864093090000100","524,501.414626999990000"
225,415,"722,123","722,000","123,078","9,537","9,537","177,567","77,567",TI6135720000,0,"613,572",1,0,"5,570.000000000000000","5,571.000000000000000",0,60,"2,012","2,010",685122,1.000000000000000,"32,564","104,844","120,768","130,946","12,763.702373000000000","12,763.702373000000000","2,707,145.644429999900000"
226,298,"716,123","716,000","123,040","9,559","9,559","123,142","23,142",CH0050740000,"5,164","5,074",1,0,"5,620.000000000000000","5,621.000000000000000",0,60,"2,012","2,010",68525,1.000000000000000,"11,861","107,771","120,768","130,946","9,780.534190559999800","9,780.534190559999800","5,173,104.945849999800000"
227,167,"680,123","680,000","123,425","9,578","9,578","170,501","70,501",CH0049270000,"2,544","4,927",1,0,"3,885.000000000000000","3,886.000000000000000",0,60,"2,012","2,010",64485,1.000000000000000,"94,352","107,989","120,869","130,566","8,529.708463970000600","8,529.708463970000600","4,187,172.377160000100000"
228,282,"686,123","686,000","123,479","9,697","9,697","194,774","94,774",CH6102210000,0,"610,221",1,0,"3,403.000000000000000","3,404.000000000000000",0,60,"2,012","2,010",6422666,1.000000000000000,"20,500","105,926","120,662","130,566","5,664.542321580000100","5,664.542321580000100","727,738.125375999950000"
229,91,"722,115","723,000","115,794","9,786","9,786","118,045","18,045",CH0000560000,"10,509",56,1,0,"4,912.000000000000000","6,933.000000000000000",0,60,"2,012","2,010",68311,1.000000000000000,"5,523","104,980","120,681","130,946","15,538.824884800000000","15,538.824884800000000","5,525,696.791330000400000"
230,409,"710,115","711,000","115,637","9,791","9,791","168,018","68,018",CH0046770000,"1,227","4,677",1,0,"4,726.000000000000000","4,727.000000000000000",0,60,"2,012","2,010",67223,1.000000000000000,"90,329","104,685","120,104","130,480","9,537.248168059999400","9,537.248168059999400","2,800,598.857909999800000"
231,309,"734,115","734,232","116,000","9,829","9,829","140,987","40,987",CH0000850000,"6,545",85,1,0,"5,044.000000000000000","5,045.000000000000000",0,60,"2,012","2,012",68429,1.000000000000000,"7,671","101,090","120,945","130,946","9,904.921323369999300","9,904.921323369999300","5,422,548.754289999600000"
232,76,"692,115","692,428","116,000","9,856","9,856","194,228","94,228",CH0047400000,0,"4,740",1,0,"3,362.000000000000000","3,363.000000000000000",0,60,"2,012","2,010",642252,1.000000000000000,"30,266","101,698","120,662","130,566","6,190.855934430000200","6,190.855934430000200","2,058,485.355969999900000"
233,288,"704,115","704,243","116,000","9,889","9,889","101,277","1,277",CH0047270000,0,"4,727",1,0,"4,372.000000000000000","4,373.000000000000000",0,60,"2,012","2,010",652,1.000000000000000,"83,634","100,503","120,104","130,480","7,737.158891109999800","7,737.158891109999800","2,249,712.405609999800000"
234,175,"698,115","698,000","115,135","9,897","9,897","106,777","6,777",CH0000720000,"2,862",72,1,0,"3,334.000000000000000","3,585.000000000000000",0,60,"2,012","2,010",64215,1.000000000000000,"47,430","109,741","120,715","130,566","7,944.816860570000200","7,944.816860570000200","1,707,461.692210000000000"
235,192,"728,115","728,094","115,000","9,943","9,943","116,750","16,750",CH0056580000,0,"5,658",1,0,"4,884.000000000000000","4,885.000000000000000",0,60,"2,012","2,010",68258,1.000000000000000,"9,328","106,486","120,681","130,946","5,408.808108520000100","5,408.808108520000100","1,335,568.551740000000000"
236,18,"713,110","713,000","110,469","9,997","9,997","170,838","70,838",TI6110030000,0,"611,003",1,0,"4,801.000000000000000","4,802.000000000000000",0,60,"2,012","2,010",68124,1.000000000000000,"68,441","109,726","120,681","130,480","5,516.517848479999900","5,516.517848479999900","854,927.346427000010000"
237,403,"698,107","698,000","107,545","10,009","10,009","135,159","35,159",CH0047300000,0,"4,730",1,0,"3,278.000000000000000","3,283.000000000000000",0,60,"2,012","2,010",63561,1.000000000000000,"82,953","100,503","120,104","130,480","5,889.662897899999700","5,889.662897899999700","996,092.931721000000000"
238,184,"716,107","716,000","107,256","10,027","10,027","140,877","40,877",CH0000870000,"14,345",87,1,0,"3,144.000000000000000","3,177.000000000000000",0,60,"2,012","2,010",628873,1.000000000000000,"34,980","101,994","120,840","130,614","8,402.934920899999300","8,402.934920899999300","2,906,356.188939999800000"
239,84,"710,107","710,000","107,343","10,043","10,043","156,428","56,428",CH0046420000,"3,124","4,642",1,0,"4,391.000000000000000","4,392.000000000000000",0,60,"2,012","2,010",6589,1.000000000000000,"8,327","106,770","120,858","130,480","7,055.557186009999900","7,055.557186009999900","2,716,916.167650000200000"
240,302,"722,107","722,921","107,000","10,075","10,075","115,478","15,478",CH0045860000,"1,999","4,586",1,0,"2,945.000000000000000","2,946.000000000000000",0,60,"2,012","2,010",62828563,1.000000000000000,"3,131","106,409","120,036","130,614","5,245.773364570000000","5,245.773364570000000","1,590,786.466740000100000"
241,292,"710,099","710,000","99,441","10,145","10,145","151,994","51,994",CH0045350000,0,"4,535",1,0,"3,000.000000000000000","3,001.000000000000000",0,60,"2,012","2,010",628442,1.000000000000000,"69,334","105,719","120,023","130,614","5,795.498777410000000","5,795.498777410000000","1,490,826.173600000100000"
242,411,"716,099","716,000","99,325","10,171","10,171","178,174","78,174",CH0037390000,0,"3,739",1,0,"3,061.000000000000000","3,062.000000000000000",0,60,"2,012","2,010",628826,1.000000000000000,"6,235","102,628","120,840","130,614","6,610.101944609999900","6,610.101944609999900","1,119,973.332710000000000"
243,301,"722,091","722,000","91,097","10,205","10,205","163,388","63,388",CH0048410000,"3,434","4,841",1,0,"2,806.000000000000000","2,807.000000000000000",0,60,"2,012","2,010",6282425,1.000000000000000,"35,989","100,286","120,468","130,614","8,008.908657490000200","13,848.906601400000000","9,714,023.842299999700000"
244,20,"719,086","720,014","86,071","10,212","10,212","126,983","26,983",CH0135220000,0,"13,522",1,0,"2,820.000000000000000","2,821.000000000000000",0,60,"2,012","2,010",6282474,1.000000000000000,"68,180","104,498","120,468","130,614","4,177.448772239999900","4,177.448772239999900","635,645.828000999990000"
245,414,"722,083","722,213","84,000","10,239","10,239","189,451","89,451",TI6104530000,0,"610,453",1,0,"2,837.000000000000000","2,838.000000000000000",0,60,"2,012","2,010",62824868,1.000000000000000,"47,887","102,792","120,468","130,614","3,848.464366990000100","3,848.464366990000100","809,642.753921999950000"
246,297,"716,083","716,328","84,000","10,276","10,276","162,477","62,477",CH0030020000,0,"3,002",1,0,"2,425.000000000000000","2,426.000000000000000",0,0,"2,012","2,012",726,1.000000000000000,"6,463","109,989","120,299","130,178","5,392.812065160000200","5,392.812065160000200","1,425,056.020680000100000"
247,431,"752,163","752,000","163,029","10,318","10,318","163,992","63,992",GR5288450000,880,"528,845",1,0,"34,807.000000000000000","34,808.000000000000000",1,10,"2,012","2,010",28563,1.000000000000000,"51,202","109,492","120,963","130,629","9,547.416512980000300","9,547.416512980000300","3,764,042.293750000200000"
248,226,"560,219","561,000","219,108","10,393","10,393","130,156","30,156",CH0002740000,"38,599",274,1,0,"19,601.000000000000000","19,604.000000000000000",0,20,"2,012","2,012",2479895,1.000000000000000,"4,284","101,247","120,414","130,637","14,093.568431199999000","14,093.568431199999000","6,099,241.840830000100000"
249,461,"578,203","578,000","203,201","10,423","10,423","199,677","99,677",CH0002110000,"1,518",211,1,0,"19,879.000000000000000","19,888.000000000000000",0,20,"2,012","2,010",2488263,1.000000000000000,"47,286","103,907","120,470","130,859","12,381.798019000000000","12,381.798019000000000","2,323,014.871139999900000"
250,468,"596,195","597,000","195,595","10,466","10,466","119,841","19,841",BE1335760000,0,"133,576",1,0,"24,076.000000000000000","24,077.000000000000000",0,20,"2,012","2,010",24933422,1.000000000000000,"36,848","100,755","120,520","130,466","9,359.181600469999500","9,359.181600469999500","3,600,627.010079999900000"
251,358,"590,195","590,000","195,102","10,470","10,470","115,470","15,470",BE1345210000,0,"134,521",1,0,"21,584.000000000000000","21,585.000000000000000",0,20,"2,012","2,010",2492218,1.000000000000000,"67,637","105,044","120,622","130,751","19,607.897567000000000","19,607.897567000000000","6,339,262.535770000000000"
252,369,"608,267","608,000","267,078","10,504","10,504","107,471","7,471",CH0000010000,813,1,1,0,"6,949.000000000000000","37,155.000000000000000",0,10,"2,012","2,012",211,1.000000000000000,"1,629","106,851","120,425","130,208","27,762.243786999999000","27,497.888283000000000","16,094,829.660200000000000"
253,146,"626,267","626,796","267,000","10,506","10,506","131,101","31,101",CH0110960000,0,"11,096",1,0,"7,974.000000000000000","8,013.000000000000000",0,10,"2,012","2,010",2341,1.000000000000000,"73,347","103,250","120,514","130,208","14,999.982287900000000","14,999.982287900000000","9,231,944.025680000000000"
254,479,"614,267","614,000","267,562","10,514","10,514","100,002",2,CH0000010000,"5,722",1,1,0,"7,633.000000000000000","37,152.000000000000000",0,10,"2,012","2,012",217,1.000000000000000,"3,687","106,851","120,425","130,208","31,976.740705900000000","31,539.764296400001000","39,684,794.314599998000000"
255,350,"572,243","572,000","243,796","10,548","10,548","130,646","30,646",CH0001350000,354,135,1,0,"37,255.000000000000000","37,415.000000000000000",0,50,"2,012","2,010",32131,1.000000000000000,"95,710","108,348","120,967","130,134","9,741.014672690000200","9,568.123073060000000","4,110,170.296149999800000"
256,476,"608,243","608,712","243,000","10,550","10,550","157,350","57,350",CH0121330000,0,"12,133",1,0,"7,430.000000000000000","7,431.000000000000000",0,10,"2,012","2,010",22696,1.000000000000000,"18,658","106,363","120,327","130,442","8,562.121451069999200","8,562.121451069999200","3,571,783.834429999800000"
257,5,"593,238","594,002","238,627","10,555","10,555","112,628","12,628",CH0003300000,0,330,1,0,"7,465.000000000000000","7,466.000000000000000",0,10,"2,012","2,010",22718,1.000000000000000,"53,980","109,827","120,074","130,442","11,805.394075700000000","11,805.394075700000000","3,627,685.644950000100000"
258,469,"596,235","596,313","236,000","10,558","10,558","114,972","14,972",CH0031270000,0,"3,127",1,0,"7,471.000000000000000","7,472.000000000000000",0,10,"2,012","2,010",227212,1.000000000000000,"3,515","105,581","120,074","130,442","7,032.296278330000000","7,032.296278330000000","1,850,455.298990000000000"
259,375,"620,235","620,000","235,062","10,611","10,611","171,822","71,822",CH0004420000,0,442,1,0,"16,573.000000000000000","16,588.000000000000000",0,20,"2,012","2,010",247441,1.000000000000000,"39,033","109,880","120,329","130,349","20,143.870965900001000","20,143.870965900001000","9,497,875.613420000300000"
260,467,"590,211","590,000","211,921","10,707","10,707","127,501","27,501",BE1348460000,0,"134,846",1,0,"19,511.000000000000000","19,512.000000000000000",0,20,"2,012","2,010",2479492,1.000000000000000,"44,646","102,069","120,381","130,637","8,531.015233969999800","8,531.015233969999800","2,171,414.992939999800000"
261,491,"644,267","645,000","267,079","10,737","10,737","174,809","74,809",CH0000010000,"46,714",1,1,0,"8,243.000000000000000","37,137.000000000000000",0,10,"2,012","2,010",23931,1.000000000000000,"77,150","102,280","120,417","130,208","3,271.908608860000200","14,456.961617499999000","4,939,725.305719999600000"
262,64,"650,267","651,000","267,979","10,774","10,774","190,661","90,661",AG5702420000,0,"570,242",1,0,"8,266.000000000000000","8,267.000000000000000",0,10,"2,012","2,010",239612,1.000000000000000,"66,635","105,989","120,417","130,208","4,243.281857220000300","4,243.281857220000300","837,617.801116000050000"
263,47,"608,259","608,244","260,000","10,841","10,841","140,027","40,027",BL4101180000,"2,928","410,118",1,0,"6,967.000000000000000","6,968.000000000000000",0,10,"2,012","2,010",21843,1.000000000000000,"45,097","106,388","120,262","130,208","12,233.776398000000000","12,233.776398000000000","4,951,494.360000000300000"
264,266,"644,259","645,000","259,187","10,870","10,870","162,147","62,147",AG5701840000,0,"570,184",1,0,"8,158.000000000000000","8,159.000000000000000",0,10,"2,012","2,010",23842,1.000000000000000,"28,859","108,454","120,428","130,208","6,814.909602310000100","6,814.909602310000100","2,182,675.811660000100000"
265,252,"620,259","620,741","260,000","10,884","10,884","146,483","46,483",CH0000040000,"1,379",4,1,0,"7,656.000000000000000","7,661.000000000000000",0,10,"2,012","2,010",232161,1.000000000000000,"64,323","102,192","120,998","130,208","8,013.329125809999800","8,013.329125809999800","2,843,206.632929999800000"
266,139,"614,259","614,258","260,000","10,915","10,915","111,054","11,054",CH0029310000,"1,882","2,931",1,0,"7,003.000000000000000","7,008.000000000000000",0,10,"2,012","2,010",2211341,1.000000000000000,"40,761","105,946","120,412","130,442","6,814.317144339999700","6,814.317144339999700","2,120,134.227400000200000"
267,207,"752,251","752,000","251,952","10,989","10,989","182,739","82,739",CH0021240000,651,"2,124",1,0,"31,420.000000000000000","31,421.000000000000000",0,10,"2,012","2,010",271843,1.000000000000000,"96,477","100,103","120,939","130,059","7,336.346381700000200","7,336.346381700000200","2,524,360.620269999800000"
268,53,"626,251","626,000","251,376","11,069","11,069","166,628","66,628",CH0000180000,0,18,1,0,"7,750.000000000000000","7,765.000000000000000",0,10,"2,012","2,010",232261,1.000000000000000,"90,349","101,295","120,564","130,208","7,721.213778119999900","7,721.213778119999900","2,339,059.727400000200000"
269,148,"632,251","632,000","251,771","11,155","11,155","174,828","74,828",BL4101640000,0,"410,164",1,0,"7,879.000000000000000","7,880.000000000000000",0,10,"2,012","2,010",23264,1.000000000000000,"57,144","101,058","120,998","130,208","8,770.150211280000800","8,770.150211280000800","3,428,912.150940000100000"
270,355,"584,251","585,000","251,660","11,180","11,180","107,845","7,845",CH0005030000,"23,004",503,1,0,"7,170.000000000000000","7,181.000000000000000",0,10,"2,012","2,010",22275,1.000000000000000,"26,683","107,302","120,412","130,442","11,514.795402700000000","11,514.795402700000000","3,919,674.896900000100000"
271,135,"602,251","602,799","252,000","11,192","11,192","181,634","81,634",CH0005030000,14,503,1,0,"7,151.000000000000000","7,188.000000000000000",0,10,"2,012","2,012",22211,1.000000000000000,"8,184","105,056","120,412","130,442","11,088.222680800000000","11,088.222680800000000","4,711,380.893319999800000"
272,482,"620,251","620,000","252,000","11,224","11,224","142,139","42,139",BL4101890000,0,"410,189",1,0,"7,703.000000000000000","7,704.000000000000000",0,10,"2,012","2,010",2322254,1.000000000000000,"37,200","102,461","120,564","130,208","5,678.128425670000100","5,678.128425670000100","1,333,002.060409999900000"
273,438,"764,251","764,000","251,184","11,245","11,245","180,477","80,477",CH0110070000,0,"11,007",1,0,"31,563.000000000000000","31,634.000000000000000",0,10,"2,012","2,010",27281,1.000000000000000,"7,730","101,419","120,730","130,059","8,398.779170429999800","8,398.779170429999800","1,800,988.192250000100000"
274,124,"572,251","572,563","252,000","11,280","11,280","199,279","99,279",CH0000930000,"16,454",93,1,0,"37,203.000000000000000","37,245.000000000000000",0,50,"2,012","2,012",34831,1.000000000000000,"4,933","100,299","120,930","130,498","15,705.887897600000000","15,705.887897600000000","7,887,855.369549999900000"
275,232,"578,251","578,000","251,222","11,286","11,286","195,227","95,227",CH7400530000,68,"740,053",1,0,"37,213.000000000000000","37,216.000000000000000",0,50,"2,012","2,010",348621,1.000000000000000,"7,058","100,299","120,930","130,498","12,964.770623300001000","12,964.770623300001000","5,623,458.453759999900000"
276,494,"650,251","650,000","251,336","11,305","11,305","125,034","25,034",CH0019740000,"3,045","1,974",1,0,"15,918.000000000000000","15,919.000000000000000",0,20,"2,012","2,010",247185,1.000000000000000,"35,519","101,174","120,337","130,193","8,431.167010949999200","8,431.167010949999200","2,372,047.756529999900000"
277,320,"758,251","758,166","252,000","11,317","11,317","158,840","58,840",CH0058070000,0,"5,807",1,0,"31,565.000000000000000","31,566.000000000000000",0,10,"2,012","2,010",272822,1.000000000000000,"95,779","101,419","120,730","130,059","8,180.186556919999900","8,180.186556919999900","2,632,508.306780000200000"
278,262,"638,251","638,991","251,000","11,356","11,356","187,726","87,726",CH0011820000,"3,324","1,182",1,0,"16,507.000000000000000","16,512.000000000000000",0,20,"2,012","2,010",2473643,1.000000000000000,"4,648","101,912","120,151","130,193","6,924.886775330000100","6,924.886775330000100","2,232,935.080490000100000"
279,102,"746,251","746,000","251,546","11,377","11,377","182,670","82,670",AR4503910000,0,"450,391",1,0,"29,487.000000000000000","29,488.000000000000000",0,10,"2,012","2,010",266324,1.000000000000000,"19,418","103,049","120,960","130,055","3,535.238966980000000","3,535.238966980000000","589,409.781971000020000"
280,67,"656,251","656,000","251,620","11,409","11,409","105,947","5,947",CH0006810000,0,681,1,0,"15,505.000000000000000","15,620.000000000000000",0,20,"2,012","2,010",24716211,1.000000000000000,"72,088","106,472","120,337","130,193","10,101.875496100000000","10,101.875496100000000","3,096,658.904320000200000"
281,9,"623,246","623,000","246,600","11,459","11,459","171,520","71,520",BL4102460000,0,"410,246",1,0,"7,791.000000000000000","7,792.000000000000000",0,10,"2,012","2,010",2322972,1.000000000000000,"35,560","101,940","120,564","130,208","5,470.813349299999600","5,470.813349299999600","997,470.372850000040000"
282,129,"590,243","590,000","243,099","11,560","11,560","184,245","84,245",CH0005290000,"5,911",529,1,0,"7,275.000000000000000","7,355.000000000000000",0,10,"2,012","2,010",224191,1.000000000000000,"80,718","107,279","120,655","130,442","12,320.200403900000000","12,320.200403900000000","4,997,148.279090000300000"
283,315,"746,243","746,659","244,000","11,575","11,575","137,521","37,521",CH0022000000,"1,759","2,200",1,0,"29,587.000000000000000","29,596.000000000000000",0,10,"2,012","2,010",266563,1.000000000000000,"73,704","101,997","120,960","130,055","6,253.392204929999900","6,253.392204929999900","891,798.212043000040000"
284,61,"644,243","644,000","243,851","11,580","11,580","197,527","97,527",AG5705950000,0,"570,595",1,0,"16,120.000000000000000","16,121.000000000000000",0,20,"2,012","2,010",2472422,1.000000000000000,"73,642","109,122","120,337","130,193","4,276.357115079999900","4,276.357115079999900","851,707.465415999990000"
