x	y
729190	110468
729238	110510
729263	110520
729265	110545
729275	110563
729303	110575
729333	110620
729443	110633
729478	110643
729533	110645
729558	110658
729583	110678
729680	110680
729693	110708
729718	110710
729785	110688
729815	110685
729840	110700
729915	110668
730005	110618
730063	110745
730080	110795
730115	110868
730148	110943
730153	110980
730145	111013
730143	111053
730150	111095
730238	111195
730305	111328
730333	111408
730363	111458
730403	111508
730410	111540
730443	111583
730445	111603
730433	111653
730443	111680
730435	111743
730440	111765
730448	111778
730483	111808
730533	111878
730585	112003
730600	112070
730650	112098
730713	112145
730740	112163
730748	112178
730743	112198
730758	112238
730815	112265
730843	112285
730863	112308
730888	112350
730950	112508
730978	112555
730995	112685
731008	112723
731083	112758
731100	112770
731123	112795
731145	112810
731215	112843
731250	112833
731278	112833
731358	112853
731400	112873
731435	112898
731450	112903
731495	112935
731533	112973
731583	113043
731603	113123
731625	113155
731658	113188
731725	113233
731735	113280
731753	113313
731798	113320
731883	113370
731920	113378
731950	113390
731985	113418
732013	113430
732030	113458
732068	113478
732128	113545
732158	113565
732333	113638
732405	113650
732540	113665
732593	113680
732663	113730
732708	113768
732730	113805
732740	113840
732740	113878
732778	113958
732803	113995
732833	114030
732845	114065
732843	114180
732850	114208
732863	114233
732903	114428
732915	114528
732900	114573
732888	114583
732952	114619
733027	114711
733080	114695
733191	114729
733284	114771
733380	114764
733499	114765
733568	114792
733590	114825
733644	114843
733691	114855
733741	114854
733842	114794
733917	114762
734025	114783
734069	114753
734169	114744
734248	114760
734264	114742
734296	114737
734332	114706
734370	114687
734407	114639
734461	114597
734546	114572
734650	114610
734783	114737
734816	114791
734828	114882
734883	114971
734921	115063
734937	115087
734961	115102
735049	115229
735172	115338
735298	115429
735341	115533
735378	115546
735392	115570
735466	115585
735542	115637
735592	115716
735588	115828
735622	115933
735621	115994
735635	116070
735620	116127
735583	116243
735664	116338
735704	116372
735750	116467
735757	116524
735825	116560
735833	116586
735783	116647
735652	116768
735615	116850
735621	116944
735601	116995
735608	117030
735590	117136
735566	117314
735671	117362
735699	117486
735765	117566
735782	117597
735744	117758
735771	117807
735791	117833
735773	117895
735772	117952
735813	118003
735832	118103
735867	118144
735918	118187
735944	118326
735973	118423
736006	118473
736005	118527
736037	118782
736108	118916
736105	118969
736158	118992
736254	119063
736312	119094
736356	119129
736379	119139
736439	119195
736550	119159
736606	119166
736736	119211
736776	119237
737000	119262
737024	119254
737037	119291
737059	119304
737093	119349
737112	119395
737211	119502
737232	119551
737272	119609
737333	119634
737359	119660
737361	119696
737349	119744
737353	119783
737323	119903
737351	119938
737366	120035
737393	120105
737419	120216
737433	120304
737433	120349
737449	120403
737470	120452
737546	120549
737564	120575
737593	120652
737654	120736
737577	120843
737531	120974
737518	121000
737503	121045
737504	121090
737487	121149
737485	121183
737497	121215
737500	121316
737550	121306
737594	121323
737639	121350
737699	121370
737783	121363
737799	121370
737833	121406
737883	121439
737960	121482
738008	121506
738094	121541
738144	121574
738164	121581
738222	121613
738437	121705
738476	121754
738559	121799
738616	121806
738750	121803
738847	121743
738889	121704
738925	121690
739017	121689
739032	121690
739070	121706
739093	121722
739108	121718
739132	121743
739135	121724
739168	121703
739188	121712
739228	121710
739281	121703
739309	121694
739356	121693
739403	121687
739440	121690
739478	121707
739498	121770
739497	121802
739546	121831
739570	121853
739598	121867
739600	121887
739586	121947
739584	121970
739591	121994
739600	122006
739602	122018
739590	122042
739592	122089
739592	122139
739610	122156
739607	122172
739612	122302
739650	122374
739651	122439
739667	122444
739667	122474
739680	122500
739675	122559
739663	122582
739655	122609
739650	122676
739643	122721
739641	122786
739615	122880
739615	122896
739625	122955
739623	122978
739655	123012
739667	123047
739667	123085
739654	123109
739649	123133
739651	123146
739641	123165
739646	123180
739633	123213
739605	123239
739600	123262
739562	123309
739548	123376
739566	123429
739652	123558
739706	123570
739702	123624
739720	123673
739726	123696
739770	123735
739777	123772
739770	123817
739755	123840
739767	123883
739756	123925
739723	123955
739676	124028
739677	124071
739660	124123
739619	124152
739626	124174
739618	124187
739621	124207
739615	124229
739610	124299
739589	124320
739595	124390
739639	124396
739662	124473
739674	124529
739708	124559
739715	124604
739753	124658
739758	124684
739753	124709
739765	124752
739797	124775
739803	124815
739842	124840
739842	124913
739854	124937
739877	124972
739878	124993
739884	125002
739879	125107
739848	125167
739839	125215
739817	125302
739824	125328
739777	125406
739781	125433
739766	125442
739751	125439
739673	125471
739662	125489
739673	125512
739691	125520
739723	125494
739773	125504
739785	125586
739839	125599
739934	125702
739930	125741
740007	125772
740062	125780
740137	125835
740168	125838
740178	125892
740193	125911
740193	125940
740217	125988
740225	126018
740258	126042
740269	126099
740309	126192
740318	126227
740333	126253
740316	126323
740316	126353
740300	126408
740320	126431
740333	126463
740332	126512
740347	126548
740320	126771
740294	126830
740281	126852
740322	126862
740356	126919
740412	126945
740442	126968
740560	127023
740589	127025
740635	127045
740648	127073
740709	127084
740703	127125
740709	127144
740732	127148
740762	127173
740882	127216
740916	127246
740949	127247
741004	127283
741050	127436
741067	127459
741074	127500
741087	127549
741097	127618
741118	127648
741141	127714
741171	127777
741198	127810
741207	127840
741252	127887
741254	127912
741264	127929
741281	127989
741256	128035
741259	128073
741285	128102
741299	128129
741332	128169
741386	128209
741445	128308
741488	128336
741535	128408
741590	128440
741609	128466
741662	128491
741706	128553
741779	128611
741780	128621
741799	128637
741831	128682
741865	128712
741886	128739
741936	128781
741994	128820
742043	128858
742132	128904
742206	128951
742243	128967
742212	129050
742218	129174
742233	129268
742237	129323
742203	129358
742183	129435
742186	129454
742148	129589
742158	129652
742156	129698
742142	129764
742128	129793
742119	129833
742117	129950
742108	129971
742102	130008
742086	130039
742076	130073
742046	130147
741989	130246
741972	130268
741956	130330
742008	130400
742049	130474
742063	130508
742066	130545
742087	130570
742139	130595
742134	130647
742169	130722
742188	130778
742213	130899
742247	130920
742287	130934
742329	130945
742405	130958
742454	130984
742545	131017
742627	131032
742658	131044
742732	131080
742787	131100
742884	131152
742979	131304
742974	131339
742970	131401
742975	131444
742974	131520
742991	131586
742992	131620
742984	131677
742986	131693
743036	131794
743031	131848
743023	131894
743021	131939
743091	131984
743139	132062
743166	132081
743189	132119
743204	132153
743223	132213
743256	132288
743262	132328
743271	132382
743123	132441
743076	132461
743062	132476
743041	132515
742999	132576
742921	132710
742880	132760
742812	132853
742806	132915
742797	132963
742793	133001
742789	133079
742764	133108
742719	133151
742729	133204
742727	133246
742721	133274
742700	133335
742729	133383
742741	133410
742741	133533
742810	133591
742847	133656
742858	133681
742894	133711
742916	133705
742974	133755
742997	133795
743034	133814
743042	133852
743060	133868
743077	133901
743111	133896
743130	133899
743136	133929
743153	133947
743196	133963
743210	133992
743201	134024
743209	134054
743231	134102
743278	134167
743273	134178
743261	134229
743219	134264
743198	134309
743162	134369
743138	134430
743162	134455
743175	134478
743151	134501
743150	134527
743133	134558
743120	134606
743086	134661
743084	134688
743043	134736
743025	134742
742992	134769
742966	134774
742975	134785
742988	134833
743020	134866
743036	134885
743060	134932
743075	134976
743095	135081
743081	135173
743069	135190
743050	135209
743034	135244
743013	135276
743004	135295
742993	135328
742985	135373
742960	135428
742963	135504
742904	135494
742880	135496
742734	135509
742667	135525
742635	135544
742613	135568
742577	135593
742516	135604
742494	135605
742436	135594
742398	135582
742361	135594
742290	135655
742217	135680
742182	135677
742151	135666
742115	135672
742096	135681
742072	135687
742038	135687
742007	135708
741949	135740
741917	135736
741908	135745
741884	135780
741859	135824
741812	135917
741798	135952
741781	136025
741775	136064
741759	136104
741753	136126
741740	136194
741728	136231
741727	136246
741707	136309
741678	136388
741668	136408
741655	136453
741640	136495
741621	136533
741613	136554
741607	136574
741583	136608
741583	136628
741590	136671
741588	136688
741553	136729
741453	136766
741382	136811
741389	136848
741414	136887
741444	136887
741456	136902
741455	136922
741446	136956
741442	137033
741442	137078
741450	137136
741455	137213
741453	137271
741432	137300
741378	137356
741357	137407
741328	137412
741291	137468
741343	137488
741387	137508
741445	137561
741492	137616
741491	137653
741501	137681
741505	137754
741518	137795
741546	137852
741545	137932
741534	138031
741516	138083
741539	138107
741594	138097
741637	138098
741683	138145
741685	138191
741703	138270
741706	138295
741716	138320
741718	138345
741746	138368
741787	138419
741812	138432
741950	138627
741960	138654
741977	138760
741973	138811
741973	138875
741879	138912
741842	138944
741782	138957
741760	138987
741708	138995
741637	139092
741587	139150
741541	139190
741519	139218
741449	139354
741444	139388
741447	139417
741447	139511
741425	139563
741391	139597
741353	139646
741336	139753
741319	139791
741292	139834
741296	139851
741345	139873
741347	139905
741386	139959
741403	139975
741423	139981
741437	139993
741399	140008
741509	140106
741552	140160
741573	140194
741610	140239
741626	140271
741659	140317
741690	140395
741694	140439
741721	140507
741716	140528
741741	140571
741722	140600
741680	140642
741607	140737
741523	140758
741507	140772
741587	140810
741647	140856
741740	140899
741770	140936
741783	140968
741770	141025
741750	141163
741716	141222
741704	141251
741694	141299
741685	141355
741686	141417
741696	141472
741704	141531
741656	141553
741637	141570
741616	141589
741608	141632
741614	141694
741627	141724
741630	141753
741621	141778
741618	141802
741598	141830
741578	141895
741576	141924
741567	141969
741559	142026
741519	142011
741461	142015
741436	142035
741393	142063
741364	142062
741335	142076
741324	142092
741311	142125
741303	142153
741301	142180
741290	142213
741289	142241
741283	142269
741268	142301
741258	142335
741256	142395
741255	142408
741256	142425
741239	142439
741215	142451
741213	142466
741222	142485
741210	142494
741199	142510
741198	142522
741201	142559
741164	142566
741122	142580
741071	142591
741022	142616
741003	142625
740956	142570
740931	142552
740918	142537
740901	142519
740884	142504
740874	142480
740876	142460
740861	142443
740852	142434
740815	142429
740806	142419
740801	142414
740787	142410
740786	142389
740770	142395
740752	142410
740751	142419
740745	142431
740717	142455
740699	142467
740689	142481
740683	142491
740672	142496
740667	142508
740662	142523
740656	142533
740646	142538
740636	142540
740628	142551
740614	142575
740611	142584
740602	142583
740577	142588
740556	142575
740544	142570
740518	142555
740512	142567
740511	142569
740505	142571
740492	142571
740479	142576
740468	142579
740455	142578
740445	142589
740437	142592
740422	142600
740410	142602
740396	142610
740392	142609
740390	142614
740380	142609
740376	142619
740371	142620
740363	142626
740343	142632
740332	142636
740325	142640
740324	142645
740318	142641
740290	142649
740268	142730
740186	142912
740168	142941
740146	143033
740115	143075
740086	143090
740064	143122
740026	143159
740004	143146
739967	143153
739936	143170
739879	143216
739858	143243
739850	143292
739806	143329
739775	143377
739731	143386
739711	143398
739686	143390
739641	143427
739592	143439
739574	143455
739538	143473
739521	143493
739500	143558
739477	143582
739449	143583
739425	143575
739432	143596
739414	143657
739361	143683
739312	143726
739259	143741
739219	143793
739188	143806
739149	143879
739136	143929
739093	143980
739080	144008
739074	144042
739045	144350
739102	144584
739064	144828
739047	144873
738943	145541
739016	145555
739073	145557
739105	145565
739146	145590
739167	145620
739189	145673
739208	145712
739220	145761
739231	145780
739253	145793
739340	145834
739510	145856
739614	145857
739649	145871
739718	145881
739778	145908
739826	145898
739896	145896
739961	145902
740059	145934
740101	145930
740119	145933
740158	145960
740243	145995
740283	146033
740322	146049
740353	146051
740453	146125
740544	146243
740578	146255
740606	146275
740640	146287
740651	146299
740689	146315
740721	146364
740745	146386
740750	146429
740740	146480
740755	146494
740775	146497
740807	146490
740856	146507
740853	146522
740866	146535
740884	146572
740890	146610
740905	146630
740944	146638
740960	146650
740979	146688
740975	146712
740990	146766
741004	146767
741025	146788
741025	146803
741069	146881
741051	146911
741065	146953
741063	147002
741125	147064
741185	147103
741273	147198
741293	147229
741302	147256
741220	147281
741201	147310
