#BDM_EPT_DATA_VERSION_20150828														
#gives_all_records_of_macroinvertebrates_from_2009-2014														
sort_nr	year	locality	xkoord	ykoord	drainage	species	genus	family	order	class	IBCH_EPT	nr_ind		
1	2010	824203	824033	204000	INN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
1292	2010	650187	650000	187493	RHEIN	Leuctra_major	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
566	2010	722235	722000	235476	RHEIN	Leuctra_major	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
#446	2010	734243	734701	244000	RHEIN	Leuctra_major	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	3		
329	2010	746251	746000	251546	RHEIN	Leuctra_major	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
1655	2010	620187	620308	188000	RHEIN	Leuctra_nigra	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	1		
1590	2010	626211	626000	211994	RHEIN	Leuctra_nigra	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	1		
1482	2010	632235	632185	235000	RHEIN	Leuctra_nigra	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
1468	2010	638179	638000	179712	RHEIN	Leuctra_nigra	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	2		
1337	2010	644243	644000	243851	RHEIN	Leuctra_nigra	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	2		
933	2010	692195	692912	196000	RHEIN	Leuctra_nigra	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	2		
794	2010	710107	710000	107343	TICINO	Leuctra_nigra	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
605	2010	722115	723000	115794	TICINO	Leuctra_nigra	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
1635	2010	626131	626000	131523	RHONE	Leuctra_schmidi	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	10		
4225	2011	572251	572563	252000	RHONE	Leuctra_braueri	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
4265	2011	584139	584000	139678	RHEIN	Leuctra_braueri	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	4		
4332	2011	596147	596000	147838	RHEIN	Leuctra_braueri	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	2		
5622	2011	632211	632000	211770	RHEIN	Leuctra_braueri	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	1		
4561	2011	638195	638000	195540	RHEIN	Leuctra_braueri	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	1		
4644	2011	650203	650683	204000	RHEIN	Leuctra_braueri	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	5		
4771	2011	674219	674471	220000	RHEIN	Leuctra_braueri	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	2		
5546	2011	692211	692000	211204	RHEIN	Leuctra_braueri	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	1		
4959	2011	710243	710000	243657	RHEIN	Leuctra_braueri	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
5030	2011	722131	722000	131993	TICINO	Leuctra_braueri	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	1		
5099	2011	728115	728094	115000	TICINO	Leuctra_braueri	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
5134	2011	728195	728654	196000	RHEIN	Leuctra_braueri	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	5		
5618	2011	734179	734000	179894	RHEIN	Leuctra_braueri	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
5224	2011	740203	740083	204000	RHEIN	Leuctra_braueri	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	1		
5275	2011	746227	746693	228000	RHEIN	Leuctra_braueri	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	3		
5322	2011	752251	752000	251952	RHEIN	Leuctra_braueri	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	4		
4168	2011	542171	542000	171115	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
4187	2011	548155	548000	155964	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	7		
5620	2011	572131	572310	132000	RHONE	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
4242	2011	584099	584000	99020	RHONE	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
4267	2011	584139	584000	139678	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
5522	2011	590203	590000	203996	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	2		
4300	2011	590243	590000	243099	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	9		
4315	2011	596107	596438	108000	RHONE	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
4333	2011	596147	596000	147838	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
#4343	2011	596147	596000	147838	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
4360	2011	602131	602200	132000	RHONE	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
5526	2011	602171	602561	172000	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
4381	2011	602251	602799	252000	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
4394	2011	608115	608263	115000	RHONE	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	1		
4419	2011	614219	614000	219443	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	1		
4432	2011	614259	614258	260000	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	7		
5533	2011	620123	621000	123794	RHONE	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	101		
5540	2011	620203	620000	203936	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	10		
4451	2011	620243	620000	243337	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
4467	2011	626107	627000	107285	RHONE	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
4481	2011	626187	626000	187062	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
4490	2011	626227	626380	228000	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	1		
4503	2011	626267	626796	267000	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	2		
4518	2011	632211	632000	211770	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
4563	2011	638195	638000	195540	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	101		
4584	2011	638235	638038	236000	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
4596	2011	644139	644772	140000	RHONE	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
4609	2011	644179	644551	179000	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
4900	2011	650163	651000	163619	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
4647	2011	650203	650683	204000	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	101		
4673	2011	650243	650000	243503	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	1		
4681	2011	656147	657000	147770	RHONE	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
4708	2011	656187	656000	187001	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
4732	2011	668155	668000	155516	RHONE	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
4750	2011	668235	668625	236000	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
4760	2011	674179	674432	179000	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
#4757	2011	674179	674432	179000	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
4772	2011	674219	674471	220000	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
4795	2011	680123	680000	123425	TICINO	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
#4797	2011	680123	680000	123425	TICINO	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	9		
#4796	2011	680123	680000	123425	TICINO	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
4809	2011	680243	681000	243869	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
4819	2011	686187	686514	188000	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
4017	2011	686211	686000	211223	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
4827	2011	692131	692000	131036	TICINO	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	101		
#4832	2011	692131	692000	131036	TICINO	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	7		
5548	2011	692211	692000	211204	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
4846	2011	698115	699000	115092	TICINO	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
4866	2011	698155	698000	155756	TICINO	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	9		
4045	2011	698219	698412	220000	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
4889	2011	698235	699000	235462	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
4903	2011	704179	704442	180000	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	1		
4915	2011	704219	704219	220000	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
4932	2011	704259	704639	260000	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	7		
4945	2011	710123	710946	124000	TICINO	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
4983	2011	716107	716000	107256	TICINO	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	101		
5031	2011	722131	722000	131993	TICINO	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	101		
5553	2011	722171	722000	171631	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
5056	2011	722211	722044	212000	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
5082	2011	722251	722790	252000	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
5100	2011	728115	728094	115000	TICINO	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	3		
5122	2011	728155	728268	155000	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	4		
5141	2011	728195	728654	196000	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
5158	2011	728235	728000	235235	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	101		
5181	2011	734179	734000	179894	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	101		
5203	2011	734259	734000	259392	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	1		
5212	2011	740163	740000	163573	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	4		
5230	2011	740203	740083	204000	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
#5231	2011	740203	740083	204000	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
5252	2011	740243	740973	244000	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	101		
5277	2011	746227	746693	228000	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	3		
5321	2011	752251	752000	251952	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	2		
5338	2011	758195	759000	195385	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
5346	2011	764139	765000	139316	ADDA	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	5		
5363	2011	776187	776000	187692	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
5378	2011	794179	794532	180000	INN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
5394	2011	806187	806000	187998	INN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	6		
5409	2011	812171	812000	171836	INN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
5423	2011	818195	818000	195312	INN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
5434	2011	824179	824000	179061	INN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
5453	2011	830163	830000	163059	ADIGE	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	2		
5470	2011	830203	830646	204000	INN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	101		
#4480	2011	626187	626000	187062	RHEIN	Leuctra_major	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	1		
4645	2011	650203	650683	204000	RHEIN	Leuctra_major	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
4709	2011	656187	656000	187001	RHEIN	Leuctra_major	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	1		
5547	2011	692211	692000	211204	RHEIN	Leuctra_major	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	1		
4965	2011	710243	710000	243657	RHEIN	Leuctra_major	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	2		
5619	2011	746227	746693	228000	RHEIN	Leuctra_major	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	6		
5320	2011	752251	752000	251952	RHEIN	Leuctra_major	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
5621	2011	758195	759000	195385	RHEIN	Leuctra_major	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	1		
4240	2011	584099	584000	99020	RHONE	Leuctra_nigra	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
4266	2011	584139	584000	139678	RHEIN	Leuctra_nigra	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	2		
4562	2011	638195	638000	195540	RHEIN	Leuctra_nigra	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	1		
4646	2011	650203	650683	204000	RHEIN	Leuctra_nigra	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	5		
4960	2011	710243	710000	243657	RHEIN	Leuctra_nigra	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	1		
5276	2011	746227	746693	228000	RHEIN	Leuctra_nigra	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	1		
#4599	2011	644139	644772	140000	RHONE	Leuctra_rosinae	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	1		
#4685	2011	656147	657000	147770	RHONE	Leuctra_rosinae	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	1		
4209	2011	572131	572310	132000	RHONE	Leuctra_schmidi	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
4241	2011	584099	584000	99020	RHONE	Leuctra_schmidi	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
11187	2012	560179	560000	179625	RHEIN	Leuctra_braueri	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
11347	2012	578171	578000	171052	RHEIN	Leuctra_braueri	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	3		
11407	2012	584155	584589	155000	RHEIN	Leuctra_braueri	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	1		
11438	2012	584195	584645	196000	RHEIN	Leuctra_braueri	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	1		
11468	2012	590139	590044	140000	RHEIN	Leuctra_braueri	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	4		
11522	2012	590179	590000	179245	RHEIN	Leuctra_braueri	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	2		
11780	2012	626163	626187	163000	RHEIN	Leuctra_braueri	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	1		
11965	2012	638211	638000	211351	RHEIN	Leuctra_braueri	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
12035	2012	644195	644000	195089	RHEIN	Leuctra_braueri	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	1		
12074	2012	644235	644000	235912	RHEIN	Leuctra_braueri	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
12110	2012	656203	656000	203289	RHEIN	Leuctra_braueri	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	2		
12163	2012	668251	669000	251847	RHEIN	Leuctra_braueri	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	7		
12286	2012	680219	680426	220000	RHEIN	Leuctra_braueri	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
12575	2012	710099	710000	99441	TICINO	Leuctra_braueri	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
12793	2012	716243	716000	243957	RHEIN	Leuctra_braueri	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
12832	2012	722107	722921	107000	TICINO	Leuctra_braueri	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	1		
13021	2012	740259	740000	259322	RHEIN	Leuctra_braueri	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	2		
13101	2012	746243	746659	244000	RHEIN	Leuctra_braueri	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	1		
13162	2012	758251	758166	252000	RHEIN	Leuctra_braueri	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	7		
13195	2012	764195	764000	195516	RHEIN	Leuctra_braueri	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	7		
13364	2012	800139	800169	140000	ADDA	Leuctra_braueri	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	4		
11108	2012	554115	555000	115281	RHONE	Leuctra_major	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
11408	2012	584155	584589	155000	RHEIN	Leuctra_major	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
11797	2012	626163	626187	163000	RHEIN	Leuctra_major	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	3		
12111	2012	656203	656000	203289	RHEIN	Leuctra_major	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
12212	2012	674195	674000	195738	RHEIN	Leuctra_major	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
13070	2012	746243	746659	244000	RHEIN	Leuctra_major	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	5		
11148	2012	554155	554000	155414	RHEIN	Leuctra_nigra	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	1		
11668	2012	620179	621000	179651	RHEIN	Leuctra_nigra	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	4		
11704	2012	620219	620220	220000	RHEIN	Leuctra_nigra	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	4		
11882	2012	626243	626950	244000	RHEIN	Leuctra_nigra	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	5		
12112	2012	656203	656000	203289	RHEIN	Leuctra_nigra	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	2		
13022	2012	740259	740000	259322	RHEIN	Leuctra_nigra	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	1		
11036	2012	500139	500580	140000	RHONE	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
11118	2012	554115	555000	115281	RHONE	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	101		
11156	2012	554155	554000	155414	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
11172	2012	560139	561000	139917	RHONE	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	8		
11191	2012	560179	560000	179625	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	1		
11227	2012	560219	561000	219108	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	8		
11295	2012	578091	579000	91625	RHONE	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
11316	2012	578131	578000	131642	RHONE	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	3		
11355	2012	578171	578000	171052	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	101		
11379	2012	578251	578000	251222	RHONE	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	1		
11415	2012	584155	584589	155000	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
11445	2012	584195	584645	196000	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
11465	2012	590099	591000	99432	RHONE	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	7		
11493	2012	590139	590044	140000	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
11533	2012	590179	590000	179245	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	101		
11570	2012	596123	597000	123965	RHONE	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	1		
11602	2012	596163	596000	163384	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
11650	2012	608171	608000	171910	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
11679	2012	620179	621000	179651	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	10		
11718	2012	620219	620220	220000	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
11749	2012	620259	620741	260000	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	1		
11779	2012	626123	626439	124000	RHONE	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
11805	2012	626163	626187	163000	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
11852	2012	626203	626000	203746	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	101		
11895	2012	626243	626950	244000	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	5		
11984	2012	638211	638000	211351	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	101		
12049	2012	644195	644000	195089	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	101		
12084	2012	644235	644000	235912	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	3		
12120	2012	656203	656000	203289	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
12188	2012	674155	674035	155000	RHONE	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
12225	2012	674195	674000	195738	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
12293	2012	680219	680426	220000	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	4		
12355	2012	686163	686000	163547	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
12379	2012	686243	686000	243147	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	3		
12403	2012	692227	692019	228000	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	9		
12434	2012	698211	698000	211326	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
12472	2012	698251	698000	251112	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
12497	2012	704115	704243	116000	TICINO	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
12586	2012	710099	710000	99441	TICINO	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
12608	2012	710139	710000	139914	TICINO	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	101		
12631	2012	710179	710000	179995	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
12664	2012	710219	710909	220000	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	101		
12696	2012	710259	710000	259630	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
12729	2012	716083	716328	84000	TICINO	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
12752	2012	716123	716000	123040	TICINO	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
12764	2012	716163	716000	163441	TICINO	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
12807	2012	716243	716000	243957	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	101		
12849	2012	722107	722921	107000	TICINO	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
12884	2012	722147	722000	147536	TICINO	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
12923	2012	722227	722000	227577	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
12947	2012	722267	722000	267859	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
12969	2012	734155	734000	155298	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
13031	2012	740259	740000	259322	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	8		
13050	2012	746163	746000	163612	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	7		
13069	2012	746203	747000	203079	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
13115	2012	746243	746659	244000	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	101		
13132	2012	752187	752980	188000	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	2		
