#BDM_EPT_DATA_VERSION_20150828														
#gives_all_records_of_macroinvertebrates_from_2009-2014														
sort_nr	year	locality	xkoord	ykoord	drainage	species	genus	family	order	class	IBCH_EPT	nr_ind		
2792	2014	704107	704000	107023	TICINO	IBCH	IBCH	Elmidae	Coleoptera	Insecta	IBCH	11		
2799	2014	704107	704000	107023	TICINO	IBCH	IBCH	Empididae	Diptera	Insecta	IBCH	6		
2800	2014	704107	704000	107023	TICINO	IBCH	IBCH	Limoniidae	Diptera	Insecta	IBCH	4		
2790	2014	704107	704000	107023	TICINO	IBCH	IBCH	Nemathelminthes	Nemathelminthes	Nemathelminthes	IBCH	11		
2791	2014	704107	704000	107023	TICINO	IBCH	IBCH	Oligochaeta	Oligochaeta	Annelida	IBCH	101		
2789	2014	704107	704000	107023	TICINO	IBCH	IBCH	Planariidae	Plathelminthes	Turbellaria	IBCH	11		
2801	2014	704107	704000	107023	TICINO	IBCH	IBCH	Psychodidae	Diptera	Insecta	IBCH	2		
2793	2014	704107	704000	107023	TICINO	IBCH	IBCH	Scirtidae_(=Helodidae)	Coleoptera	Insecta	IBCH	4		
2802	2014	704107	704000	107023	TICINO	IBCH	IBCH	Simuliidae	Diptera	Insecta	IBCH	11		
68	2014	704147	704052	147977	TICINO	Alainites_muticus	Alainites	Baetidae	Ephemeroptera	Insecta	EPT	11		
1221	2014	704147	704052	147977	TICINO	Baetis_alpinus	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	101		
1222	2014	704147	704052	147977	TICINO	Baetis_rhodani	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	11		
1234	2014	704147	704052	147977	TICINO	Catagapetus_nigrans	Catagapetus	Glossosomatidae	Trichoptera	Insecta	EPT	2		
1223	2014	704147	704052	147977	TICINO	Ecdyonurus_helveticus_Komplex	Ecdyonurus	Heptageniidae	Ephemeroptera	Insecta	EPT	11		
1224	2014	704147	704052	147977	TICINO	Epeorus_alpicola	Epeorus	Heptageniidae	Ephemeroptera	Insecta	EPT	6		
1237	2014	704147	704052	147977	TICINO	Hydropsyche_Komplex	Hydropsyche	Hydropsychidae	Trichoptera	Insecta	EPT	9		
1225	2014	704147	704052	147977	TICINO	Habroleptoides_confusa	Habroleptoides	Leptophlebiidae	Ephemeroptera	Insecta	EPT	11		
1228	2014	704147	704052	147977	TICINO	Leuctra_braueri	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
1229	2014	704147	704052	147977	TICINO	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
1235	2014	704147	704052	147977	TICINO	Chaetopt._AND_Stenoph._Komplex_Gruppe_Auricollis	Chaetopterygini_AND_Stenophylacini	Limnephilidae	Trichoptera	Insecta	EPT	3		
1236	2014	704147	704052	147977	TICINO	Chaetopt._AND_Stenoph._Komplex_Gruppe_Cingulatus	Chaetopterygini_AND_Stenophylacini	Limnephilidae	Trichoptera	Insecta	EPT	3		
1231	2014	704147	704052	147977	TICINO	Nemoura_Komplex	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	11		
1230	2014	704147	704052	147977	TICINO	Nemoura_minima	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	11		
1232	2014	704147	704052	147977	TICINO	Protonemura_lateralis	Protonemura	Nemouridae	Plecoptera	Insecta	EPT	11		
1233	2014	704147	704052	147977	TICINO	Protonemura_nimborum	Protonemura	Nemouridae	Plecoptera	Insecta	EPT	11		
1874	2014	704147	704052	147977	TICINO	Protonemura_sp	Protonemura	Nemouridae	Plecoptera	Insecta	EPT	1		
1238	2014	704147	704052	147977	TICINO	Odontocerum_albicorne	Odontocerum	Odontoceridae	Trichoptera	Insecta	EPT	2		
1226	2014	704147	704052	147977	TICINO	Dictyogenus_Komplex	Dictyogenus	Perlodidae	Plecoptera	Insecta	EPT	1		
1227	2014	704147	704052	147977	TICINO	Isoperla_Komplex	Isoperla	Perlodidae	Plecoptera	Insecta	EPT	7		
1239	2014	704147	704052	147977	TICINO	Philopotamus_ludificatus	Philopotamus	Philopotamidae	Trichoptera	Insecta	EPT	2		
1243	2014	704147	704052	147977	TICINO	Wormaldia_Komplex	Wormaldia	Philopotamidae	Trichoptera	Insecta	EPT	11		
1240	2014	704147	704052	147977	TICINO	Rhyacophila_intermedia	Rhyacophila	Rhyacophilidae	Trichoptera	Insecta	EPT	1		
1241	2014	704147	704052	147977	TICINO	Rhyacophila_sensu_str_Komplex	Rhyacophila	Rhyacophilidae	Trichoptera	Insecta	EPT	3		
1242	2014	704147	704052	147977	TICINO	Sericostoma_Komplex	Sericostoma	Sericostomatidae	Trichoptera	Insecta	EPT	6		
2810	2014	704147	704052	147977	TICINO	IBCH	IBCH	Athericidae	Diptera	Insecta	IBCH	11		
2811	2014	704147	704052	147977	TICINO	IBCH	IBCH	Ceratopogonidae	Diptera	Insecta	IBCH	3		
2812	2014	704147	704052	147977	TICINO	IBCH	IBCH	Chironomidae	Diptera	Insecta	IBCH	101		
2807	2014	704147	704052	147977	TICINO	IBCH	IBCH	Elmidae	Coleoptera	Insecta	IBCH	11		
2813	2014	704147	704052	147977	TICINO	IBCH	IBCH	Empididae	Diptera	Insecta	IBCH	2		
2805	2014	704147	704052	147977	TICINO	IBCH	IBCH	Hydracarina	Hydracarina	Acari	IBCH	1		
2808	2014	704147	704052	147977	TICINO	IBCH	IBCH	Hydraenidae	Coleoptera	Insecta	IBCH	6		
2814	2014	704147	704052	147977	TICINO	IBCH	IBCH	Limoniidae	Diptera	Insecta	IBCH	6		
2804	2014	704147	704052	147977	TICINO	IBCH	IBCH	Oligochaeta	Oligochaeta	Annelida	IBCH	11		
2803	2014	704147	704052	147977	TICINO	IBCH	IBCH	Planariidae	Plathelminthes	Turbellaria	IBCH	11		
2815	2014	704147	704052	147977	TICINO	IBCH	IBCH	Psychodidae	Diptera	Insecta	IBCH	11		
2809	2014	704147	704052	147977	TICINO	IBCH	IBCH	Scirtidae_(=Helodidae)	Coleoptera	Insecta	IBCH	11		
2806	2014	704147	704052	147977	TICINO	IBCH	IBCH	Sialidae	Megaloptera	Insecta	IBCH	2		
2816	2014	704147	704052	147977	TICINO	IBCH	IBCH	Simuliidae	Diptera	Insecta	IBCH	101		
2817	2014	704147	704052	147977	TICINO	IBCH	IBCH	Tipulidae	Diptera	Insecta	IBCH	2		
69	2014	704267	704009	268000	RHEIN	Baetis_rhodani	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	11		
1244	2014	704267	704009	268000	RHEIN	Centroptilum_luteolum	Centroptilum	Baetidae	Ephemeroptera	Insecta	EPT	1		
1245	2014	704267	704009	268000	RHEIN	Paraleptophlebia_submarginata	Paraleptophlebia	Leptophlebiidae	Ephemeroptera	Insecta	EPT	4		
1246	2014	704267	704009	268000	RHEIN	Chaetopt._AND_Stenoph._Komplex_Gruppe_Cingulatus	Chaetopterygini_AND_Stenophylacini	Limnephilidae	Trichoptera	Insecta	EPT	3		
1247	2014	704267	704009	268000	RHEIN	Chaetopt._AND_Stenoph._Komplex_Gruppe_Digitatus	Chaetopterygini_AND_Stenophylacini	Limnephilidae	Trichoptera	Insecta	EPT	2		
1248	2014	704267	704009	268000	RHEIN	Chaetopt._AND_Stenoph._Komplex_Gruppe_Permistus	Chaetopterygini_AND_Stenophylacini	Limnephilidae	Trichoptera	Insecta	EPT	6		
1249	2014	704267	704009	268000	RHEIN	Limnephilini_Komplex	Limnephilini	Limnephilidae	Trichoptera	Insecta	EPT	5		
1250	2014	704267	704009	268000	RHEIN	Lype_reducta	Lype	Psychomyiidae	Trichoptera	Insecta	EPT	1		
2824	2014	704267	704009	268000	RHEIN	IBCH	IBCH	Asellidae	Isopoda	Crustacea	IBCH	3		
2831	2014	704267	704009	268000	RHEIN	IBCH	IBCH	Ceratopogonidae	Diptera	Insecta	IBCH	6		
2832	2014	704267	704009	268000	RHEIN	IBCH	IBCH	Chironomidae	Diptera	Insecta	IBCH	101		
2826	2014	704267	704009	268000	RHEIN	IBCH	IBCH	Corixidae	Heteroptera	Insecta	IBCH	4		
2829	2014	704267	704009	268000	RHEIN	IBCH	IBCH	Dytiscidae	Coleoptera	Insecta	IBCH	7		
2830	2014	704267	704009	268000	RHEIN	IBCH	IBCH	Elmidae	Coleoptera	Insecta	IBCH	9		
2833	2014	704267	704009	268000	RHEIN	IBCH	IBCH	Empididae	Diptera	Insecta	IBCH	1		
2823	2014	704267	704009	268000	RHEIN	IBCH	IBCH	Gammaridae	Amphipoda	Crustacea	IBCH	3		
2827	2014	704267	704009	268000	RHEIN	IBCH	IBCH	Gerridae	Heteroptera	Insecta	IBCH	1		
2822	2014	704267	704009	268000	RHEIN	IBCH	IBCH	Hydracarina	Hydracarina	Acari	IBCH	2		
2820	2014	704267	704009	268000	RHEIN	IBCH	IBCH	Hydrobiidae	Gastropoda	Mollusca	IBCH	3		
2818	2014	704267	704009	268000	RHEIN	IBCH	IBCH	Nemathelminthes	Nemathelminthes	Nemathelminthes	IBCH	4		
2819	2014	704267	704009	268000	RHEIN	IBCH	IBCH	Oligochaeta	Oligochaeta	Annelida	IBCH	101		
2821	2014	704267	704009	268000	RHEIN	IBCH	IBCH	Physidae	Gastropoda	Mollusca	IBCH	4		
2825	2014	704267	704009	268000	RHEIN	IBCH	IBCH	Platycnemididae	Odonata	Insecta	IBCH	2		
2834	2014	704267	704009	268000	RHEIN	IBCH	IBCH	Psychodidae	Diptera	Insecta	IBCH	2		
2828	2014	704267	704009	268000	RHEIN	IBCH	IBCH	Sialidae	Megaloptera	Insecta	IBCH	1		
70	2014	710171	711000	171292	RHEIN	Baetis_alpinus	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	101		
1251	2014	710171	711000	171292	RHEIN	Baetis_rhodani	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	1		
1258	2014	710171	711000	171292	RHEIN	Chloroperla_susemicheli	Chloroperla	Chloroperlidae	Plecoptera	Insecta	EPT	11		
1252	2014	710171	711000	171292	RHEIN	Ecdyonurus_helveticus_Komplex	Ecdyonurus	Heptageniidae	Ephemeroptera	Insecta	EPT	1		
#1253	2014	710171	711000	171292	RHEIN	Ecdyonurus_helveticus_Komplex	Ecdyonurus	Heptageniidae	Ephemeroptera	Insecta	EPT	1		
1254	2014	710171	711000	171292	RHEIN	Epeorus_alpicola	Epeorus	Heptageniidae	Ephemeroptera	Insecta	EPT	9		
1255	2014	710171	711000	171292	RHEIN	Rhithrogena_hybrida_Komplex	Rhithrogena	Heptageniidae	Ephemeroptera	Insecta	EPT	2		
1256	2014	710171	711000	171292	RHEIN	Rhithrogena_loyolaea	Rhithrogena	Heptageniidae	Ephemeroptera	Insecta	EPT	1		
1257	2014	710171	711000	171292	RHEIN	Rhithrogena_nivata	Rhithrogena	Heptageniidae	Ephemeroptera	Insecta	EPT	1		
1260	2014	710171	711000	171292	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
1266	2014	710171	711000	171292	RHEIN	Chaetopt._AND_Stenoph._Komplex_Gruppe_Auricollis	Chaetopterygini_AND_Stenophylacini	Limnephilidae	Trichoptera	Insecta	EPT	6		
1267	2014	710171	711000	171292	RHEIN	Drusus_discolor	Drusus	Limnephilidae	Trichoptera	Insecta	EPT	11		
1262	2014	710171	711000	171292	RHEIN	Nemoura_Komplex	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	2		
1261	2014	710171	711000	171292	RHEIN	Nemoura_mortoni	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	11		
1263	2014	710171	711000	171292	RHEIN	Protonemura_brevistyla	Protonemura	Nemouridae	Plecoptera	Insecta	EPT	11		
1264	2014	710171	711000	171292	RHEIN	Protonemura_lateralis	Protonemura	Nemouridae	Plecoptera	Insecta	EPT	11		
1259	2014	710171	711000	171292	RHEIN	Isoperla_Komplex	Isoperla	Perlodidae	Plecoptera	Insecta	EPT	5		
1265	2014	710171	711000	171292	RHEIN	Perlodes_intricatus	Perlodes	Perlodidae	Plecoptera	Insecta	EPT	1		
1268	2014	710171	711000	171292	RHEIN	Rhyacophila_intermedia	Rhyacophila	Rhyacophilidae	Trichoptera	Insecta	EPT	3		
1269	2014	710171	711000	171292	RHEIN	Rhyacophila_sensu_str_Komplex	Rhyacophila	Rhyacophilidae	Trichoptera	Insecta	EPT	1		
2839	2014	710171	711000	171292	RHEIN	IBCH	IBCH	Athericidae	Diptera	Insecta	IBCH	11		
2840	2014	710171	711000	171292	RHEIN	IBCH	IBCH	Blephariceridae	Diptera	Insecta	IBCH	11		
2841	2014	710171	711000	171292	RHEIN	IBCH	IBCH	Chironomidae	Diptera	Insecta	IBCH	11		
2842	2014	710171	711000	171292	RHEIN	IBCH	IBCH	Dixidae	Diptera	Insecta	IBCH	2		
2843	2014	710171	711000	171292	RHEIN	IBCH	IBCH	Empididae	Diptera	Insecta	IBCH	3		
2837	2014	710171	711000	171292	RHEIN	IBCH	IBCH	Hydraenidae	Coleoptera	Insecta	IBCH	1		
2844	2014	710171	711000	171292	RHEIN	IBCH	IBCH	Limoniidae	Diptera	Insecta	IBCH	10		
2836	2014	710171	711000	171292	RHEIN	IBCH	IBCH	Oligochaeta	Oligochaeta	Annelida	IBCH	7		
2835	2014	710171	711000	171292	RHEIN	IBCH	IBCH	Planariidae	Plathelminthes	Turbellaria	IBCH	11		
2845	2014	710171	711000	171292	RHEIN	IBCH	IBCH	Psychodidae	Diptera	Insecta	IBCH	11		
2838	2014	710171	711000	171292	RHEIN	IBCH	IBCH	Scirtidae_(=Helodidae)	Coleoptera	Insecta	IBCH	1		
2846	2014	710171	711000	171292	RHEIN	IBCH	IBCH	Simuliidae	Diptera	Insecta	IBCH	101		
2847	2014	710171	711000	171292	RHEIN	IBCH	IBCH	Stratiomyidae	Diptera	Insecta	IBCH	1		
71	2014	710211	710620	212000	RHEIN	Baetis_alpinus	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	101		
1270	2014	710211	710620	212000	RHEIN	Baetis_rhodani	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	8		
1291	2014	710211	710620	212000	RHEIN	Micrasema_morosum	Micrasema	Brachycentridae	Trichoptera	Insecta	EPT	11		
1276	2014	710211	710620	212000	RHEIN	Capnioneura_nemuroides	Capnioneura	Capniidae	Plecoptera	Insecta	EPT	5		
1277	2014	710211	710620	212000	RHEIN	Chloroperla_susemicheli	Chloroperla	Chloroperlidae	Plecoptera	Insecta	EPT	11		
1285	2014	710211	710620	212000	RHEIN	Siphonoperla_montana	Siphonoperla	Chloroperlidae	Plecoptera	Insecta	EPT	1		
1271	2014	710211	710620	212000	RHEIN	Ecdyonurus_helveticus_Komplex	Ecdyonurus	Heptageniidae	Ephemeroptera	Insecta	EPT	11		
#1272	2014	710211	710620	212000	RHEIN	Ecdyonurus_helveticus_Komplex	Ecdyonurus	Heptageniidae	Ephemeroptera	Insecta	EPT	1		
#1273	2014	710211	710620	212000	RHEIN	Ecdyonurus_helveticus_Komplex	Ecdyonurus	Heptageniidae	Ephemeroptera	Insecta	EPT	7		
1275	2014	710211	710620	212000	RHEIN	Epeorus_alpicola	Epeorus	Heptageniidae	Ephemeroptera	Insecta	EPT	11		
1274	2014	710211	710620	212000	RHEIN	Rhithrogena_hybrida_Komplex	Rhithrogena	Heptageniidae	Ephemeroptera	Insecta	EPT	101		
1279	2014	710211	710620	212000	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	101		
1288	2014	710211	710620	212000	RHEIN	Chaetopt._AND_Stenoph._Komplex_Gruppe_Auricollis	Chaetopterygini_AND_Stenophylacini	Limnephilidae	Trichoptera	Insecta	EPT	5		
1289	2014	710211	710620	212000	RHEIN	Drusus_discolor	Drusus	Limnephilidae	Trichoptera	Insecta	EPT	3		
1290	2014	710211	710620	212000	RHEIN	Metanoea_rhaetica	Metanoea	Limnephilidae	Trichoptera	Insecta	EPT	11		
1280	2014	710211	710620	212000	RHEIN	Nemoura_minima	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	11		
1281	2014	710211	710620	212000	RHEIN	Nemoura_mortoni	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	11		
1286	2014	710211	710620	212000	RHEIN	Protonemura_brevistyla	Protonemura	Nemouridae	Plecoptera	Insecta	EPT	11		
1283	2014	710211	710620	212000	RHEIN	Protonemura_lateralis	Protonemura	Nemouridae	Plecoptera	Insecta	EPT	11		
1278	2014	710211	710620	212000	RHEIN	Dictyogenus_Komplex	Dictyogenus	Perlodidae	Plecoptera	Insecta	EPT	9		
1287	2014	710211	710620	212000	RHEIN	Isoperla_Komplex	Isoperla	Perlodidae	Plecoptera	Insecta	EPT	9		
1282	2014	710211	710620	212000	RHEIN	Perlodes_intricatus	Perlodes	Perlodidae	Plecoptera	Insecta	EPT	2		
1292	2014	710211	710620	212000	RHEIN	Philopotamus_ludificatus	Philopotamus	Philopotamidae	Trichoptera	Insecta	EPT	5		
1294	2014	710211	710620	212000	RHEIN	Wormaldia_Komplex	Wormaldia	Philopotamidae	Trichoptera	Insecta	EPT	5		
1293	2014	710211	710620	212000	RHEIN	Rhyacophila_sensu_str_Komplex	Rhyacophila	Rhyacophilidae	Trichoptera	Insecta	EPT	1		
1284	2014	710211	710620	212000	RHEIN	Rhabdiopteryx_Komplex	Rhabdiopteryx	Taeniopterygidae	Plecoptera	Insecta	EPT	3		
2853	2014	710211	710620	212000	RHEIN	IBCH	IBCH	Athericidae	Diptera	Insecta	IBCH	11		
2854	2014	710211	710620	212000	RHEIN	IBCH	IBCH	Ceratopogonidae	Diptera	Insecta	IBCH	2		
2855	2014	710211	710620	212000	RHEIN	IBCH	IBCH	Chironomidae	Diptera	Insecta	IBCH	11		
2856	2014	710211	710620	212000	RHEIN	IBCH	IBCH	Empididae	Diptera	Insecta	IBCH	2		
2851	2014	710211	710620	212000	RHEIN	IBCH	IBCH	Hydracarina	Hydracarina	Acari	IBCH	2		
2852	2014	710211	710620	212000	RHEIN	IBCH	IBCH	Hydraenidae	Coleoptera	Insecta	IBCH	1		
2857	2014	710211	710620	212000	RHEIN	IBCH	IBCH	Limoniidae	Diptera	Insecta	IBCH	3		
2850	2014	710211	710620	212000	RHEIN	IBCH	IBCH	Lymnaeidae	Gastropoda	Mollusca	IBCH	1		
2849	2014	710211	710620	212000	RHEIN	IBCH	IBCH	Oligochaeta	Oligochaeta	Annelida	IBCH	3		
2848	2014	710211	710620	212000	RHEIN	IBCH	IBCH	Planariidae	Plathelminthes	Turbellaria	IBCH	4		
2858	2014	710211	710620	212000	RHEIN	IBCH	IBCH	Psychodidae	Diptera	Insecta	IBCH	11		
2859	2014	710211	710620	212000	RHEIN	IBCH	IBCH	Simuliidae	Diptera	Insecta	IBCH	11		
2860	2014	710211	710620	212000	RHEIN	IBCH	IBCH	Stratiomyidae	Diptera	Insecta	IBCH	1		
2861	2014	710211	710620	212000	RHEIN	IBCH	IBCH	Tipulidae	Diptera	Insecta	IBCH	3		
72	2014	710251	710000	251191	RHEIN	Alainites_muticus	Alainites	Baetidae	Ephemeroptera	Insecta	EPT	11		
1295	2014	710251	710000	251191	RHEIN	Baetis_alpinus	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	4		
1296	2014	710251	710000	251191	RHEIN	Baetis_lutheri_Komplex	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	6		
1297	2014	710251	710000	251191	RHEIN	Baetis_rhodani	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	101		
1314	2014	710251	710000	251191	RHEIN	Siphonoperla_torrentium	Siphonoperla	Chloroperlidae	Plecoptera	Insecta	EPT	11		
1298	2014	710251	710000	251191	RHEIN	Ecdyonurus_helveticus_Komplex	Ecdyonurus	Heptageniidae	Ephemeroptera	Insecta	EPT	4		
1299	2014	710251	710000	251191	RHEIN	Ecdyonurus_venosus_Komplex	Ecdyonurus	Heptageniidae	Ephemeroptera	Insecta	EPT	11		
1300	2014	710251	710000	251191	RHEIN	Electrogena_lateralis	Electrogena	Heptageniidae	Ephemeroptera	Insecta	EPT	2		
1304	2014	710251	710000	251191	RHEIN	Rhithrogena_semicolorata_Komplex	Rhithrogena	Heptageniidae	Ephemeroptera	Insecta	EPT	11		
1317	2014	710251	710000	251191	RHEIN	Hydropsyche_Komplex	Hydropsyche	Hydropsychidae	Trichoptera	Insecta	EPT	11		
1301	2014	710251	710000	251191	RHEIN	Habroleptoides_confusa	Habroleptoides	Leptophlebiidae	Ephemeroptera	Insecta	EPT	11		
1302	2014	710251	710000	251191	RHEIN	Habrophlebia_lauta	Habrophlebia	Leptophlebiidae	Ephemeroptera	Insecta	EPT	5		
1303	2014	710251	710000	251191	RHEIN	Paraleptophlebia_submarginata	Paraleptophlebia	Leptophlebiidae	Ephemeroptera	Insecta	EPT	1		
1308	2014	710251	710000	251191	RHEIN	Leuctra_braueri	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	2		
1309	2014	710251	710000	251191	RHEIN	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
1315	2014	710251	710000	251191	RHEIN	Chaetopt._AND_Stenoph._Komplex_Gruppe_Cingulatus	Chaetopterygini_AND_Stenophylacini	Limnephilidae	Trichoptera	Insecta	EPT	2		
1316	2014	710251	710000	251191	RHEIN	Chaetopt._AND_Stenoph._Komplex_Gruppe_Digitatus	Chaetopterygini_AND_Stenophylacini	Limnephilidae	Trichoptera	Insecta	EPT	1		
1305	2014	710251	710000	251191	RHEIN	Amphinemura_sulcicollis_Komplex	Amphinemura	Nemouridae	Plecoptera	Insecta	EPT	11		
1311	2014	710251	710000	251191	RHEIN	Nemoura_Komplex	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	11		
1310	2014	710251	710000	251191	RHEIN	Nemoura_minima	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	9		
1313	2014	710251	710000	251191	RHEIN	Protonemura_intricata	Protonemura	Nemouridae	Plecoptera	Insecta	EPT	11		
1312	2014	710251	710000	251191	RHEIN	Perla_marginata	Perla	Perlidae	Plecoptera	Insecta	EPT	2		
1307	2014	710251	710000	251191	RHEIN	Isoperla_Komplex	Isoperla	Perlodidae	Plecoptera	Insecta	EPT	11		
1320	2014	710251	710000	251191	RHEIN	Tinodes_Komplex	Tinodes	Psychomyiidae	Trichoptera	Insecta	EPT	5		
1318	2014	710251	710000	251191	RHEIN	Rhyacophila_sensu_str_Komplex	Rhyacophila	Rhyacophilidae	Trichoptera	Insecta	EPT	3		
#1319	2014	710251	710000	251191	RHEIN	Rhyacophila_sensu_str_Komplex	Rhyacophila	Rhyacophilidae	Trichoptera	Insecta	EPT	2		
1306	2014	710251	710000	251191	RHEIN	Brachyptera_risi	Brachyptera	Taeniopterygidae	Plecoptera	Insecta	EPT	11		
2866	2014	710251	710000	251191	RHEIN	IBCH	IBCH	Athericidae	Diptera	Insecta	IBCH	11		
2867	2014	710251	710000	251191	RHEIN	IBCH	IBCH	Ceratopogonidae	Diptera	Insecta	IBCH	5		
2868	2014	710251	710000	251191	RHEIN	IBCH	IBCH	Chironomidae	Diptera	Insecta	IBCH	101		
2864	2014	710251	710000	251191	RHEIN	IBCH	IBCH	Dytiscidae	Coleoptera	Insecta	IBCH	9		
2865	2014	710251	710000	251191	RHEIN	IBCH	IBCH	Elmidae	Coleoptera	Insecta	IBCH	101		
2869	2014	710251	710000	251191	RHEIN	IBCH	IBCH	Empididae	Diptera	Insecta	IBCH	3		
2863	2014	710251	710000	251191	RHEIN	IBCH	IBCH	Hydracarina	Hydracarina	Acari	IBCH	3		
2870	2014	710251	710000	251191	RHEIN	IBCH	IBCH	Limoniidae	Diptera	Insecta	IBCH	11		
2862	2014	710251	710000	251191	RHEIN	IBCH	IBCH	Oligochaeta	Oligochaeta	Annelida	IBCH	101		
2871	2014	710251	710000	251191	RHEIN	IBCH	IBCH	Psychodidae	Diptera	Insecta	IBCH	1		
2872	2014	710251	710000	251191	RHEIN	IBCH	IBCH	Simuliidae	Diptera	Insecta	IBCH	11		
2873	2014	710251	710000	251191	RHEIN	IBCH	IBCH	Tabanidae	Diptera	Insecta	IBCH	1		
2874	2014	710251	710000	251191	RHEIN	IBCH	IBCH	Tipulidae	Diptera	Insecta	IBCH	2		
73	2014	716115	716058	116011	TICINO	Alainites_muticus	Alainites	Baetidae	Ephemeroptera	Insecta	EPT	101		
1321	2014	716115	716058	116011	TICINO	Baetis_alpinus	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	11		
1322	2014	716115	716058	116011	TICINO	Baetis_rhodani	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	11		
1334	2014	716115	716058	116011	TICINO	Siphonoperla_torrentium	Siphonoperla	Chloroperlidae	Plecoptera	Insecta	EPT	2		
1323	2014	716115	716058	116011	TICINO	Ecdyonurus_helveticus_Komplex	Ecdyonurus	Heptageniidae	Ephemeroptera	Insecta	EPT	11		
1324	2014	716115	716058	116011	TICINO	Epeorus_assimilis	Epeorus	Heptageniidae	Ephemeroptera	Insecta	EPT	4		
1327	2014	716115	716058	116011	TICINO	Rhithrogena_semicolorata_Komplex	Rhithrogena	Heptageniidae	Ephemeroptera	Insecta	EPT	11		
1337	2014	716115	716058	116011	TICINO	Hydropsyche_Komplex	Hydropsyche	Hydropsychidae	Trichoptera	Insecta	EPT	11		
1325	2014	716115	716058	116011	TICINO	Habroleptoides_confusa	Habroleptoides	Leptophlebiidae	Ephemeroptera	Insecta	EPT	8		
1326	2014	716115	716058	116011	TICINO	Habrophlebia_eldae	Habrophlebia	Leptophlebiidae	Ephemeroptera	Insecta	EPT	1		
1330	2014	716115	716058	116011	TICINO	Leuctra_braueri	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	1		
1331	2014	716115	716058	116011	TICINO	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	11		
1336	2014	716115	716058	116011	TICINO	Chaetopt._AND_Stenoph._Komplex_Gruppe_Cingulatus	Chaetopterygini_AND_Stenophylacini	Limnephilidae	Trichoptera	Insecta	EPT	1		
1328	2014	716115	716058	116011	TICINO	Amphinemura_sulcicollis_Komplex	Amphinemura	Nemouridae	Plecoptera	Insecta	EPT	11		
1333	2014	716115	716058	116011	TICINO	Protonemura_lateralis	Protonemura	Nemouridae	Plecoptera	Insecta	EPT	3		
1338	2014	716115	716058	116011	TICINO	Odontocerum_albicorne	Odontocerum	Odontoceridae	Trichoptera	Insecta	EPT	1		
1332	2014	716115	716058	116011	TICINO	Perla_marginata	Perla	Perlidae	Plecoptera	Insecta	EPT	6		
1335	2014	716115	716058	116011	TICINO	Dinocras_cephalotes	Dinocras	Perlodidae	Plecoptera	Insecta	EPT	1		
1329	2014	716115	716058	116011	TICINO	Isoperla_Komplex	Isoperla	Perlodidae	Plecoptera	Insecta	EPT	11		
1339	2014	716115	716058	116011	TICINO	Philopotamus_ludificatus	Philopotamus	Philopotamidae	Trichoptera	Insecta	EPT	11		
1340	2014	716115	716058	116011	TICINO	Rhyacophila_intermedia	Rhyacophila	Rhyacophilidae	Trichoptera	Insecta	EPT	1		
1341	2014	716115	716058	116011	TICINO	Rhyacophila_sensu_str_Komplex	Rhyacophila	Rhyacophilidae	Trichoptera	Insecta	EPT	2		
#1342	2014	716115	716058	116011	TICINO	Rhyacophila_sensu_str_Komplex	Rhyacophila	Rhyacophilidae	Trichoptera	Insecta	EPT	1		
1343	2014	716115	716058	116011	TICINO	Sericostoma_Komplex	Sericostoma	Sericostomatidae	Trichoptera	Insecta	EPT	11		
2881	2014	716115	716058	116011	TICINO	IBCH	IBCH	Athericidae	Diptera	Insecta	IBCH	11		
2882	2014	716115	716058	116011	TICINO	IBCH	IBCH	Blephariceridae	Diptera	Insecta	IBCH	10		
